시설명,주소,경도,위도
목화탕,"경상남도 창원시 진해구 제황로 69 (인사동,,7-140,144)",128.666639429,35.150321852
수석탕,경상남도 창원시 진해구 여좌로47번길 6 (여좌동),128.663195064,35.155945122
참새미대중탕,경상남도 창원시 진해구 풍호로3번길 6 (풍호동),128.702016026,35.140316461
대동탕,"경상남도 창원시 진해구 냉천로 88 (자은동, 대동상가 지하1층)",128.706719554,35.152903161
대천,"경상남도 창원시 마산회원구 양덕옛2길 73 (석전동,301호)",128.578146010,35.231347019
조은온천,"경상남도 창원시 성산구 상남로192번길 41-6, 3층4층 (신월동)",128.691728081,35.227195876
양지탕,경상남도 창원시 의창구 하남천서길 27 (도계동),128.639390969,35.261172798
덕산사우나,"경상남도 창원시 성산구 대정로 141, 2,3층 (대방동, 대방덕산타운 덕산탕)",128.707828980,35.212318409
약수천,"경상남도 창원시 의창구 사림로 47 (사림동,사림프라자 지하)",128.677939349,35.247462950
봉곡 사우나 찜질방,"경상남도 창원시 의창구 봉곡로115번길 2 (봉곡동,봉곡상가 3층)",128.671219190,35.246687169
은아목욕탕,"경상남도 창원시 성산구 원이대로 663, 2층 (신월동)",128.686635650,35.224718269
송정탕,"경상남도 창원시 성산구 창이대로570번길 13-3, 3층 301호 (신월동, 삼정상가)",128.693097184,35.231454872
보원탕,경상남도 창원시 마산회원구 석전서6길 113 (석전동),128.566332730,35.229060851
석수목욕탕,"경상남도 창원시 마산회원구 석전북11길 23 (석전동,164-127)",128.568865635,35.232639092
창신온천,경상남도 창원시 마산회원구 석전동12길 36 (석전동),128.576035094,35.233240696
한일자연사우나,"경상남도 창원시 마산회원구 양덕서5길 18, 408동 301,401호 (양덕동, 한일타운아파트상가)",128.579579607,35.227746244
서마탕,경상남도 창원시 마산회원구 회성시장2길 54 (회성동),128.558903321,35.233019976
세안온천,경상남도 창원시 마산회원구 회성남4길 19 (회성동),128.559759055,35.234070051
녹산유황온천,경상남도 창원시 진해구 안청로18번길 15 (안골동),128.804641218,35.099611752
옥천사우나,"경상남도 창원시 진해구 안청로 124, 청안동 (청안동)",128.805601581,35.107369332
환금사우나,경상남도 창원시 마산회원구 북성로 106 (회원동),128.570754933,35.216690349
계룡산온천,경상남도 거제시 거제중앙로 1779-1 (상동동),128.628329366,34.877668090
서포면주민복지센터,경상남도 사천시 서포면 서포로 276,127.976927185,35.007274981
신선탕(신선찜질사우나),경상남도 사천시 중앙로 147-6 (벌리동),128.079372270,34.938984076
시원청탕,경상남도 사천시 서향길 7-14 (동금동),128.085652435,34.931300031
중앙사우나,"경상남도 고성군 고성읍 중앙로25번길 58, 마1동 지하층 101호",128.324173919,34.976985776
창성목욕탕,경상남도 고성군 회화면 배둔로28번길 8,128.369859023,35.056764483
도원탕,경상남도 사천시 건어시장길 24-3 (동금동),128.075670897,34.928448744
현대탕,경상남도 사천시 곤양면 성내로 1,127.960889655,35.057688466
호수탕,경상남도 고성군 고성읍 중앙로 12,128.321594447,34.974328594
가야탕,경상남도 고성군 고성읍 성내로144번길 9-4,128.324216823,34.972556975
다인사우나,경상남도 사천시 사남면 월성1길 100,128.075438117,35.062553188
양지사우나,경상남도 사천시 사천읍 옥산로 71,128.090879293,35.079941767
비룡탕,경상남도 사천시 벌리1길 16 (벌리동),128.081213339,34.939378107
당동목욕탕,경상남도 고성군 거류면 당동3길 16,128.404640528,34.992345157
J여성사우나,경상남도 고성군 고성읍 중앙로43번길 71 (외3필지),128.325665072,34.977177235
상문탕 헬스.사우나,경상남도 고성군 고성읍 중앙로15번길 31,128.321883431,34.975904965
중앙탕,경상남도 사천시 갈대샘1길 21 (동금동),128.075905613,34.930706851
사천온천랜드앤호텔,경상남도 사천시 용현면 청골길 126,128.054900718,35.049767868
삼천포 사우나,경상남도 사천시 벌용길 93 (벌리동),128.078384119,34.945074833
진양호캐리비안,경상남도 사천시 곤명면 경서대로 3642,127.997469949,35.139104732
각산탕,경상남도 사천시 새동네1길 111 (동동),128.070222126,34.933952970
청수탕,경상남도 사천시 사천읍 읍내1길 81-2,,
설화수사우나,경상남도 고성군 고성읍 성내로151번길 10,128.325124509,34.973495224
진양목욕탕,경상남도 고성군 회화면 관인로13번길 25,128.370094191,35.057188384
동해참숯목욕탕,경상남도 고성군 동해면 외산로 518-11,128.461337931,35.061673877
다이노피아,경상남도 고성군 고성읍 동외로156번길 41,128.328243727,34.975479733
금강사우나,경상남도 고성군 고성읍 성내로 55,128.315505746,34.976732973
블루웨일,경상남도 고성군 삼산면 두포5길 113-139,128.301476769,34.923415851
대웅탕,경상남도 고성군 고성읍 동외로156번길 31,128.327475400,34.975611681
용궁해수탕,경상남도 고성군 고성읍 성내로124번길 41,128.321200182,34.971843160
가현사우나,경상남도 사천시 사천읍 수양로 119,128.095770767,35.088171415
용강헬스사우나,경상남도 사천시 주공로 47 (벌리동),128.086442965,34.942579670
다솔황토불가마,경상남도 사천시 곤양면 상정마을길 132-51,127.959117380,35.072975618
부경사우나,경상남도 사천시 정동면 사천강1길 7,128.083391098,35.073583634
태성탕,경상남도 사천시 벌리3길 70-8 (벌리동),128.082972237,34.941551128
한일탕,경상남도 사천시 동금1길 52 (동금동),128.080650421,34.934420027
원지경호탕,경상남도 산청군 신안면 원지강변로63번길 32-3,127.971881346,35.303086513
삼정(주)산청온천,경상남도 산청군 산청읍 꽃봉산로162번길 14,127.882837840,35.413189931
금강블레스사우나,경상남도 산청군 신안면 원지강변로63번길 30-36,127.971564650,35.302252315
단성복지문화회관목욕탕,경상남도 산청군 단성면 사직단로 456-4,127.960076470,35.297622651
산청한방가족호텔 사우나,경상남도 산청군 금서면 동의보감로479번길 43,127.830005748,35.438787793
경호탕,경상남도 산청군 산청읍 산엔청로 14,127.875088890,35.414633699
덕진동의보감약초탕,경상남도 산청군 금서면 동의보감로555번길 58,127.828732947,35.442155508
신등청춘문화센터 목욕탕,경상남도 산청군 신등면 신차로 519,128.009571498,35.378381192
호텔동방사우나,"경상남도 진주시 논개길 103, 동방호텔 지하1층,지하2층일부 (옥봉동)",128.092538875,35.190361366
사우나,"경상남도 거제시 장목면 거제북로 2501-40, 한화리조트 거제 벨버디어 지하3층",128.712652227,35.007659150
고성사우나,경상남도 고성군 고성읍 송학고분로 305,128.323410835,34.981783301
호텔아리나사우나,"경상남도 밀양시 삼문강변로 82, 2층 (삼문동)",128.753840037,35.479004294
중흥에스클래스(주)어뮤즈스파진주점,"경상남도 진주시 에나로 190, 1.2층 1104,2070호 (충무공동, 혁신도시중흥에스-클래스센트럴시티2단지)",128.143705288,35.174106703
센텀사우나,"경상남도 김해시 주촌면 선천로 65, 태성에스더블유 레포츠 2,3층",128.840701573,35.236766543
하나로목욕탕,"경상남도 사천시 주공로 2, 삼천포농협 2층 (벌리동)",128.086842445,34.938606872
거제시하나행복나눔복지회관목욕장,"경상남도 거제시 동부면 동부로2길 21, 거제시하나행복나눔복지회관 1층",128.606946462,34.822126880
수림탕,경상남도 합천군 초계면 초계중앙로 28-3,128.263104343,35.558700353
중앙탕,경상남도 합천군 삼가면 삼가중앙2길 11,128.121381328,35.413945984
수성탕,경상남도 합천군 삼가면 삼가1로 84,128.122142313,35.414238061
가야탕,경상남도 합천군 가야면 가야시장로 69,128.138569393,35.760934449
가회복지회관목욕탕,경상남도 합천군 가회면 황매산로 47,128.033020037,35.434778002
호수 황토 찜질방,경상남도 합천군 대병면 대병3산로 543-11,128.030974488,35.524965281
천수정불한증막,경상남도 합천군 가야면 매안청현길 24,128.116847635,35.728580731
쌍백목욕탕,경상남도 합천군 쌍백면 쌍백중앙로 55,128.145159472,35.440850819
국제사우나,경상남도 합천군 합천읍 충효로 98-6,128.162172942,35.568773068
대의사우나,경상남도 의령군 대의면 대의로 67,128.106354960,35.372956185
지정면 작은목욕탕,경상남도 의령군 지정면 함의로4길 8,128.388258074,35.382503987
행복유황사우나,경상남도 의령군 의령읍 의병로14길 8-25,128.257611625,35.318509627
상주유자랜드,경상남도 남해군 상주면 남해대로701번길 17-9 (외4필지),127.986156738,34.723055561
중앙탕,경상남도 남해군 남해읍 화전로 112-11,127.894430159,34.841341452
죽산 사우나,경상남도 남해군 남해읍 남해대로 2753-13,127.898054941,34.834358648
이동복지목욕탕,"경상남도 남해군 이동면 무림로68번길 10, 2층",127.952824586,34.799546472
용호탕,경상남도 함양군 함양읍 용평중앙길 38,127.730794517,35.518827018
안의탕,경상남도 함양군 안의면 강변로 281,127.814369514,35.627462172
하얏트사우나,경상남도 함양군 함양읍 용평길 31-6,127.730604995,35.520399509
삼일탕,경상남도 함양군 함양읍 용평6길 3,127.726626205,35.517191151
덕일탕,경상남도 함양군 함양읍 한들로 97-1,127.729641700,35.516014264
중앙레스파,경상남도 함양군 함양읍 용평길 31-13,127.730259650,35.520396022
기백사우나,경상남도 함양군 안의면 밤숲가는길 16,127.812056402,35.626705341
동명탕,경상남도 합천군 초계면 초계2길 7-4,128.268382683,35.558566617
녹수탕,경상남도 합천군 합천읍 중앙로2길 16,128.159755493,35.564436135
만수탕,경상남도 합천군 합천읍 중앙로 76-9,128.159228521,35.567555588
황강목욕탕,경상남도 합천군 합천읍 중앙로 13-4 (황강타운),128.157197073,35.561841449
옥천스포렉스,경상남도 합천군 합천읍 동서로 51-1,128.158053757,35.567340808
합천휴랜드,경상남도 합천군 합천읍 중앙로 81-6,128.158271320,35.568242171
야로목욕탕,경상남도 합천군 야로면 향교길 8,128.168139330,35.704777059
용수목욕탕,경상남도 합천군 합천읍 남정길 3,128.155355457,35.561352891
행복한목욕탕,경상남도 합천군 합천읍 충효로 51-1,128.160525645,35.564930004
케이아쿠아스포츠센터,"경상남도 진주시 남강로 491, 남도레포츠타운 지하1층 일부 (신안동)",128.073294113,35.182104937
대호탕,경상남도 진주시 진주대로1080번길 14 (대안동),128.084686159,35.196153269
동명탕,경상남도 진주시 도동천로 105 (상대동),128.110962360,35.180998512
(주)제이스퀘어호텔사우나,"경상남도 진주시 솔밭로 107, 5층 (상대동, 외4필지 제이스퀘어호텔)",128.106725217,35.178735978
정촌유황사우나,"경상남도 진주시 정촌면 화개천로 80 (2층,4층)",128.101870345,35.124722484
국일탕,경상남도 진주시 진주대로1164번길 8 (봉곡동),128.075971758,35.196049543
옥수탕,경상남도 진주시 향교로 31 (수정동),128.085862416,35.198268491
에이스헬스사우나,경상남도 진주시 초전남로 41 (초전동),128.113557987,35.200098191
강변사우나,경상남도 진주시 강남로 179 (칠암동),128.094988184,35.184061074
코앞휘트니스사우나,"경상남도 진주시 초북로20번길 5-8, 외 1필지 4,5층 일부 (초전동)",128.112818579,35.212393386
진양탕,경상남도 진주시 장대로51번길 3 (수정동),128.087007774,35.195713049
금동탕,경상남도 진주시 공단로 18 (상평동),128.101714117,35.174765523
연화사우나,경상남도 진주시 진주대로815번길 16 (주약동),128.092199499,35.173334290
옥선탕,경상남도 진주시 진양호로111번길 7 (평거동),128.051619464,35.168034559
해수사우나헬스클럽,"경상남도 진주시 금산면 금산순환로22번길 17, 136동 3층 301호 (금산흥한골든빌)",128.148917459,35.215344262
청왕탕,경상남도 진주시 모덕로222번길 20 (상대동),128.118108089,35.187000011
향림탕,경상남도 진주시 솔밭로91번길 3 (상평동),128.106771759,35.177158704
테마건강랜드,경상남도 진주시 석갑로76번길 11 (신안동),128.063510921,35.178812440
선경탕,"경상남도 진주시 신안로 50 (신안동, 1,2층)",128.071412554,35.182768633
금강사우나,경상남도 진주시 망경남길 40 (망경동),128.084396489,35.181401037
석정헬스사우나,경상남도 진주시 동진로215번길 28 (상대동),128.114813985,35.182259211
굿모닝랜드,"경상남도 진주시 평거로13번길 13, 2,4층 (평거동)",128.061922787,35.172762924
온천탕,경상남도 진주시 진주대로920번길 6 (칠암동),128.090099636,35.182204047
