city_name,city_code,routeid,routeno,routetp,startnodenm,endnodenm,startvehicletime,endvehicletime,intervaltime,intervalsattime,intervalsuntime
창원시,38010,CWB379000650,65,지선버스,유니시티2단지,명주,0610,2050,175.0,175.0,175.0
창원시,38010,CWB379000658,65-2,지선버스,유니시티2단지,명주,1600,1650,145.0,145.0,145.0
창원시,38010,CWB379000659,65-1,지선버스,유니시티2단지,로봇랜드(입구),0920,1920,340.0,340.0,340.0
창원시,38010,CWB379000700,70,지선버스,진동환승센터,창원역,0527,2230,66.0,82.0,82.0
창원시,38010,CWB379000710,71,지선버스,진동면허시험장,창원역,0533,2246,66.0,79.0,79.0
창원시,38010,CWB379000720,72,지선버스,마산역종점,대현종점.용광사,0600,2140,170.0,170.0,170.0
창원시,38010,CWB379000721,72-1,지선버스,진동환승센터,대현종점.용광사,0720,2200,215.0,215.0,215.0
창원시,38010,CWB379000730,73,지선버스,마산역종점,서북동마을,0540,2125,125.0,125.0,125.0
창원시,38010,CWB379000780,78,지선버스,마산역종점,선두종점,0700,2205,190.0,190.0,190.0
창원시,38010,CWB379000800,80,지선버스,진동환승센터,마산역종점,0600,2248,72.0,90.0,90.0
창원시,38010,CWB379001000,100,간선버스,월영1차아파트,대방동종점,0500,2300,24.0,20.0,20.0
창원시,38010,CWB379001010,101,간선버스,월영1차아파트,불모산종점,0518,2259,20.0,27.0,29.0
창원시,38010,CWB379001020,102,간선버스,해운중학교종점,청솔아파트종점,0525,2240,35.0,36.0,36.0
창원시,38010,CWB379001030,103,간선버스,성주사역 환승센터,가포고등학교,0505,2300,15.0,18.0,20.0
창원시,38010,CWB379001050,105,간선버스,덕동공영차고지,대방동종점,0500,2249,33.0,22.0,27.0
창원시,38010,CWB379001060,106,간선버스,월영1차아파트,불모산종점,0500,2246,36.0,47.0,47.0
창원시,38010,CWB379001070,107,간선버스,월영1차아파트,불모산종점,0505,2300,38.0,35.0,35.0
창원시,38010,CWB379001080,108,간선버스,대방동종점,가포고등학교,0505,2245,29.0,35.0,45.0
창원시,38010,CWB379001090,109,간선버스,경남대남부터미널종점,불모산종점,0515,2300,20.0,29.0,36.0
창원시,38010,CWB379001100,110,간선버스,성주사역 환승센터,마산대학교종점,0500,2229,40.0,33.0,51.0
창원시,38010,CWB379001110,111,간선버스,성주사역 환승센터,안계초등학교,0513,2235,29.0,53.0,49.0
창원시,38010,CWB379001130,113,간선버스,불모산종점,평성종점,0515,2300,20.0,29.0,33.0
창원시,38010,CWB379001140,114,간선버스,안계초등학교,청솔아파트종점,0515,2232,49.0,56.0,63.0
창원시,38010,CWB379001150,115,간선버스,청솔아파트종점,평성종점,0512,2258,29.0,44.0,47.0
창원시,38010,CWB379001160,116,간선버스,마산대학교종점,불모산종점,0525,2250,31.0,51.0,47.0
창원시,38010,CWB379001220,122,간선버스,대방동성아파트,가포고등학교,0510,2255,27.0,24.0,24.0
창원시,38010,CWB379001500,150,간선버스,인의동터미널,창원중앙역,0550,2238,49.0,63.0,63.0
창원시,38010,CWB379001510,151,간선버스,행암입구,종합터미널,0530,2255,27.0,36.0,36.0
창원시,38010,CWB379001520,152,간선버스,인의동터미널,창원대학교종점,0600,2212,73.0,73.0,76.0
창원시,38010,CWB379001550,155,간선버스,행암입구,태광주유소,0540,2250,24.0,40.0,40.0
창원시,38010,CWB379001560,156,간선버스,녹수아파트,창원대학교종점,0510,2210,29.0,42.0,42.0
창원시,38010,CWB379001600,160,간선버스,인의동터미널,덕동공영차고지,0515,2305,24.0,35.0,35.0
창원시,38010,CWB379001620,162,간선버스,인의동터미널,소계입구,0520,2220,42.0,49.0,49.0
창원시,38010,CWB379001630,163,간선버스,덕동공영차고지,상리마을,0520,2238,31.0,31.0,38.0
창원시,38010,CWB379001640,164,간선버스,경남대남부터미널종점,행암입구,0530,2235,45.0,45.0,45.0
창원시,38010,CWB379002120,212,지선버스,불모산종점,소계종점,0520,2220,51.0,51.0,51.0
창원시,38010,CWB379002130,213,지선버스,불모산종점,소계종점,0500,2245,49.0,49.0,49.0
창원시,38010,CWB379002140,214,지선버스,불모산종점,웅남동주민운동장,0510,2250,63.0,63.0,63.0
창원시,38010,CWB379002150,215,지선버스,소계종점,창원경상대병원종점(215),0540,2259,70.0,70.0,70.0
창원시,38010,CWB379002160,216,지선버스,불모산종점,석교종점,0500,2200,51.0,60.0,60.0
창원시,38010,CWB379002190,219,지선버스,창원시청(가로변),창원시립상복공원,0800,2130,310.0,310.0,310.0
창원시,38010,CWB379002200,220,지선버스,창원중앙역,창원중앙역,0540,2250,88.0,88.0,88.0
창원시,38010,CWB379002210,221,지선버스,창원중앙역,창원중앙역,0525,2237,88.0,88.0,88.0
창원시,38010,CWB379002220,222,지선버스,창원중앙역,창원중앙역,0700,2345,93.0,93.0,93.0
창원시,38010,CWB379002230,223,지선버스,반도유보라아파트,대방동종점,0510,2215,64.0,64.0,64.0
창원시,38010,CWB379002240,224,지선버스,종합터미널,종합터미널,0600,2200,70.0,70.0,90.0
창원시,38010,CWB379002250,225,지선버스,대방동성아파트,대방동종점,0600,2200,64.0,64.0,64.0
창원시,38010,CWB379002400,240,지선버스,평성종점,수곡종점,0540,2130,240.0,240.0,240.0
창원시,38010,CWB379002500,250,지선버스,덕동공영차고지,블루밍아파트,0500,2235,40.0,47.0,66.0
창원시,38010,CWB379002510,251,지선버스,해운중학교,안계초등학교,0500,2251,38.0,44.0,53.0
창원시,38010,CWB379002530,253,지선버스,덕동공영차고지,블루밍아파트,0520,2230,38.0,40.0,40.0
창원시,38010,CWB379002540,254,지선버스,덕동공영차고지,마산대학교종점,0510,2216,29.0,36.0,36.0
창원시,38010,CWB379002560,256,지선버스,가포고등학교,평성종점,0515,2220,35.0,35.0,35.0
창원시,38010,CWB379002570,257,지선버스,덕동공영차고지,석교종점,0500,2130,90.0,90.0,90.0
창원시,38010,CWB379002580,258,지선버스,덕동공영차고지,마산대학교종점,0500,2255,96.0,173.0,151.0
창원시,38010,CWB379002581,258-1,지선버스,덕동공영차고지,수곡종점,0900,1555,319.0,349.0,343.0
창원시,38010,CWB379002589,258-9,지선버스,덕동공영차고지,용담종점,1331,1740,144.0,197.0,234.0
창원시,38010,CWB379002590,259,지선버스,덕동공영차고지,평성종점,0513,2237,45.0,54.0,54.0
창원시,38010,CWB379002600,260,지선버스,수정시내버스환승센터,소계종점,0500,2225,61.0,73.0,93.0
창원시,38010,CWB379002608,260-1,지선버스,저도비치로드,소계종점,0638,0638,,,
창원시,38010,CWB379002609,260-2,지선버스,수정시내버스환승센터,소계종점,1008,1547,339.0,370.0,370.0
창원시,38010,CWB379002620,262,지선버스,덕동공영차고지,소계종점,0516,2245,35.0,35.0,44.0
창원시,38010,CWB379002630,263,지선버스,수정시내버스환승센터,소계종점,0515,2120,64.0,76.0,76.0
창원시,38010,CWB379002639,263-1,지선버스,수정시내버스환승센터,소계종점,2205,2205,,,
창원시,38010,CWB379002640,264,지선버스,덕동공영차고지,가포LH1단지,0600,2210,60.0,60.0,60.0
창원시,38010,CWB379002700,270,지선버스,합성동무학아파트,합성동무학아파트,0600,2150,90.0,90.0,90.0
창원시,38010,CWB379002710,271,지선버스,창원시립마산박물관,창원시립마산박물관,0600,2200,94.0,94.0,94.0
창원시,38010,CWB379002720,272,지선버스,가포LH1단지,어시장,0530,2150,105.0,105.0,105.0
창원시,38010,CWB379002730,273,지선버스,삼학사.경남은행연수원,마산성로원,0600,2200,94.0,94.0,94.0
창원시,38010,CWB379002770,277,지선버스,두릉마을종점,마산역종점,0600,2100,130.0,130.0,130.0
창원시,38010,CWB379003010,301,지선버스,속천종점,녹수아파트,0530,2320,22.0,29.0,29.0
창원시,38010,CWB379003020,302,지선버스,속천종점,행암동종점,0520,2310,54.0,123.0,123.0
창원시,38010,CWB379003021,302-1,지선버스,속천종점,수치,0540,2140,108.0,120.0,120.0
창원시,38010,CWB379003022,302-2,지선버스,속천어촌계,학개마을,0600,2240,107.0,107.0,107.0
창원시,38010,CWB379003030,303,지선버스,속천종점,세스페데스공원,0518,2245,42.0,56.0,56.0
창원시,38010,CWB379003050,305,지선버스,속천종점,부영4단지,0500,2250,27.0,38.0,38.0
창원시,38010,CWB379003060,306,지선버스,속천종점,시티프라디움1차.리젠시빌란트,0500,2227,42.0,56.0,56.0
창원시,38010,CWB379003070,307,지선버스,속천종점,녹수아파트,0510,2330,14.0,20.0,20.0
창원시,38010,CWB379003090,309,지선버스,속천어촌계,속천어촌계,0520,2300,56.0,56.0,56.0
창원시,38010,CWB379003150,315,지선버스,속천종점,부영4단지,0510,2235,40.0,44.0,44.0
창원시,38010,CWB379003170,317,지선버스,속천종점,장천동,0510,2250,18.0,26.0,26.0
창원시,38010,CWB379003250,325,지선버스,속천종점,안골버스회차지,0530,2150,100.0,100.0,100.0
창원시,38010,CWB379003500,350,마을버스,수도마을,삼포입구,,,,150.0,150.0
창원시,38010,CWB379003510,351,마을버스,대장동종점,대장동종점,0650,1810,110.0,110.0,110.0
창원시,38010,CWB379003520,352,마을버스,부암마을,주포종점,0620,1815,64.0,64.0,64.0
창원시,38010,CWB379003530,353,마을버스,웅동농협하나로마트,포스텍지엘씨,0645,1955,150.0,150.0,150.0
창원시,38010,CWB379003531,353-1,마을버스,웅동농협하나로마트,포스텍지엘씨,0555,0555,,,
창원시,38010,CWB379005100,510,지선버스,창원종합운동장,창원문성대학교,0550,1255,91.0,91.0,
창원시,38010,CWB379005109,510-1,지선버스,세아제강,남창원역,1411,2136,84.0,84.0,
창원시,38010,CWB379005110,511,지선버스,창원시청(정우상가),중앙동,0604,1309,91.0,91.0,
창원시,38010,CWB379005111,511-1,지선버스,세아제강,대원성원아파트,1425,2150,84.0,84.0,
창원시,38010,CWB379005300,530,지선버스,창원역,인화정공,0620,0837,27.0,27.0,
창원시,38010,CWB379005309,530-1,지선버스,삼광3공장,창원역,1742,2200,47.0,47.0,
창원시,38010,CWB379005400,540,지선버스,마산역종점,마산역종점,0600,2200,72.0,72.0,
창원시,38010,CWB379007100,710,좌석버스,불모산종점,마산대학교종점,0520,2248,31.0,45.0,49.0
창원시,38010,CWB379007200,720,좌석버스,대방동종점,덕동공영차고지,0520,2310,61.0,61.0,61.0
창원시,38010,CWB379007300,730,좌석버스,청솔아파트종점,덕동공영차고지,0525,2310,38.0,35.0,53.0
창원시,38010,CWB379007400,740,좌석버스,대방동성아파트,경남대남부터미널종점,0520,2255,45.0,49.0,49.0
창원시,38010,CWB379007700,770,좌석버스,창원대학교종점,장유고등학교,0545,2244,20.0,33.0,33.0
창원시,38010,CWB379009010,901,간선버스,창원중앙역,창원중앙역,,,,,
창원시,38010,CWB379030000,3000,좌석버스,불모산종점,가촌마을,0600,2135,85.0,85.0,85.0
창원시,38010,CWB379030010,3001,좌석버스,STX칸1차아파트후문,대방동종점,0600,2300,75.0,75.0,75.0
창원시,38010,CWB379030020,3002,좌석버스,신항파출소,마산대학교종점,0525,2144,85.0,97.0,97.0
창원시,38010,CWB379030030,3003,좌석버스,창원종합터미널,진동환승센터,0635,2330,100.0,100.0,100.0
창원시,38010,CWB379030040,3004,좌석버스,진동환승센터,창원중앙역,0610,2045,245.0,245.0,245.0
창원시,38010,CWB379030050,3005,좌석버스,수정시내버스환승센터,창원대학교종점,0530,2200,100.0,60.0,60.0
창원시,38010,CWB379030059,3005-9,좌석버스,로봇랜드(출구),창원대학교종점,,,,79.0,79.0
창원시,38010,CWB379030060,3006,좌석버스,신항파출소,창원대학교종점,0520,2230,67.0,82.0,82.0
창원시,38010,CWB379050000,BRT일반(5000),간선버스,불모산종점,월영동공원,0500,2300,26.0,22.0,33.0
창원시,38010,CWB379060000,BRT급행(6000),좌석버스,성주사역 환승센터,덕동공영차고지,0510,2248,27.0,22.0,31.0
진주시,38030,JJB381000130,1,일반버스,반성터미널,반성터미널,0620,2055,,,
진주시,38030,JJB381000230,2,일반버스,반성터미널,반성터미널,0950,2035,,,
진주시,38030,JJB381000231,2-1,일반버스,반성터미널,반성터미널,0850,1945,,,
진주시,38030,JJB381000330,3,일반버스,반성터미널,반성터미널,0655,1940,,,
진주시,38030,JJB381000331,3-1,일반버스,반성터미널,반성터미널,0610,2050,,,
진주시,38030,JJB381000430,4,일반버스,반성터미널,반성터미널,0625,1450,,,
진주시,38030,JJB381000530,5,일반버스,반성터미널,반성터미널,0820,2030,,,
진주시,38030,JJB381000630,6,일반버스,반성터미널,반성터미널,0700,1925,,,
진주시,38030,JJB381001010,10,일반버스,공영차고지,석교,0620,1740,,,
진주시,38030,JJB381001020,10,일반버스,석교,공영차고지,0725,1915,,,
진주시,38030,JJB381002010,20,일반버스,진주봉원중학교,명신고등학교,0640,1820,,,
진주시,38030,JJB381002020,20,일반버스,명신고등학교,진주봉원중학교,0705,1845,,,
진주시,38030,JJB381011010,110,일반버스,공영차고지,예상,0610,2140,,,
진주시,38030,JJB381011020,110,일반버스,예상,공영차고지,0700,2250,,,
진주시,38030,JJB381011110,111,일반버스,공영차고지,예상,0545,2210,,,
진주시,38030,JJB381011120,111,일반버스,예상,공영차고지,0630,2235,,,
진주시,38030,JJB381012010,120,일반버스,공영차고지,진양호공원,0530,2230,,,
진주시,38030,JJB381012020,120,일반버스,진양호공원,공영차고지,0620,2300,,,
진주시,38030,JJB381012110,121,일반버스,진양호차고지/경해여자고등학교,봉전종점,0703,2023,,,
진주시,38030,JJB381012120,121,일반버스,봉전경로회관,진양호차고지/경해여자고등학교,0610,1945,,,
진주시,38030,JJB381012210,122,일반버스,진양호차고지/경해여자고등학교,소곡주차장,0923,1935,,,
진주시,38030,JJB381012220,122,일반버스,소곡주차장,진양호차고지/경해여자고등학교,1155,2155,,,
진주시,38030,JJB381012310,123,일반버스,진양호차고지/경해여자고등학교,죽봉,1315,1315,,,
진주시,38030,JJB381012320,123,일반버스,죽봉,진양호차고지/경해여자고등학교,1410,1410,,,
진주시,38030,JJB381012410,124,일반버스,진양호공원,신촌,0625,2130,,,
진주시,38030,JJB381012420,124,일반버스,신촌,진양호공원,0720,2220,,,
진주시,38030,JJB381012510,125,일반버스,진양호공원,진주역,0900,1925,,,
진주시,38030,JJB381012520,125,일반버스,진주역,진양호공원,0950,2010,,,
진주시,38030,JJB381012610,126,일반버스,공영차고지,신풍종점,0805,1625,,,
진주시,38030,JJB381012620,126,일반버스,신풍종점,공영차고지,0630,1740,,,
진주시,38030,JJB381013010,130,일반버스,공영차고지,덕산아파트/대아중고등학교,0533,2250,,,
진주시,38030,JJB381013020,130,일반버스,덕산아파트/대아중고등학교,공영차고지,0610,2300,,,
진주시,38030,JJB381013110,131,일반버스,진양호차고지/경해여자고등학교,봉전종점,0520,1842,,,
진주시,38030,JJB381013120,131,일반버스,봉전경로회관,진양호차고지/경해여자고등학교,0800,2125,,,
진주시,38030,JJB381013210,132,일반버스,진양호차고지/경해여자고등학교,소곡,0745,2112,,,
진주시,38030,JJB381013220,132,일반버스,소곡,진양호차고지/경해여자고등학교,0715,2030,,,
진주시,38030,JJB381013310,133,일반버스,진양호차고지/경해여자고등학교,심대,0531,2120,,,
진주시,38030,JJB381013320,133,일반버스,심대,진양호차고지/경해여자고등학교,0625,2220,,,
진주시,38030,JJB381013410,134,일반버스,공영차고지,진주봉원중학교,0550,2210,,,
진주시,38030,JJB381013420,134,일반버스,진주봉원중학교,공영차고지,0620,2240,,,
진주시,38030,JJB381014010,140,일반버스,예상,외율종점,0620,2150,,,
