시설구분,시설명,주소,경도,위도
생활편익시설,당촌경로당,경상남도 양산시 경상남도 양산시 용주로 49,129.179541243,35.430662476
생활편익시설,편들경로당,경상남도 양산시 경상남도 양산시 편들1길 4 ,129.181784893,35.424847297
생활편익시설,북부경로당,경상남도 양산시 경상남도 양산시 삼려1길 3 ,129.177500368,35.418981061
생활편익시설,서부경로당,경상남도 양산시 경상남도 양산시 서창서2길 12 ,129.171642754,35.416833299
생활편익시설,대성경로당,경상남도 양산시 경상남도 양산시 서창로 133 (대성아파트),129.168570673,35.41334367
생활편익시설,명동경로당,경상남도 양산시 경상남도 양산시 명동길 30 ,129.165647669,35.398810837
생활편익시설,대진1차경로당,경상남도 양산시 경상남도 양산시 서창서1길 15 (대진칸트리타운),129.170676985,35.416168255
생활편익시설,대진2차경로당,경상남도 양산시 경상남도 양산시 서창서1길 7 (대진칸트리타운),129.170078283,35.415370532
생활편익시설,대진3차경로당,경상남도 양산시 경상남도 양산시 삼호로 206 (대진칸트리타운),129.169272803,35.415834682
생활편익시설,그린빌경로당,경상남도 양산시 경상남도 양산시 삼호로 86 (그린빌아파트),129.173237756,35.407352428
생활편익시설,동부마을경로당,경상남도 양산시 경상남도 양산시 삼호동부7길 19 (삼호동),129.173434815,35.414942356
생활편익시설,동부4리경로당,경상남도 양산시 경상남도 양산시 삼호동부2길 12-12 (삼호동),129.172215844,35.410455836
생활편익시설,대동이미지2단지경로당,경상남도 양산시 경상남도 양산시 대운로 338 (대동이미지타운2단지아파트),129.179953242,35.41542006
생활편익시설,대동이미지1단지경로당,경상남도 양산시 경상남도 양산시 대운로 354 (대동이미지타운1단지아파트),129.178247136,35.417984197
생활편익시설,외홈경로당,경상남도 양산시 경상남도 양산시 외홈5길 11 ,129.166930743,35.408782447
생활편익시설,석호가람휘경로당,경상남도 양산시 경상남도 양산시 덕명로 320 (석호가람휘아파트),129.164578244,35.396434002
생활편익시설,웅상신도시푸르지오경로당,경상남도 양산시 경상남도 양산시 삼호로 74 (웅상신도시푸르지오아파트),129.172260424,35.407315355
생활편익시설,유승한내들경로당,경상남도 양산시 경상남도 양산시 삼호로 98 (유승한내들아파트),129.174776936,35.408365433
생활편익시설,명동윗마을경로당,경상남도 양산시 경상남도 양산시 명동3길 13-1 ,129.167363358,35.399944015
생활편익시설,동부3마을경로당,경상남도 양산시 경상남도 양산시 대운8길 14-16,129.175768909,35.410012058
생활편익시설,화성마을경로당,경상남도 양산시 경상남도 양산시 대운5길 7 (화성파크) 5동 501호,129.171525996,35.401483387
생활편익시설,동부2마을경로당,경상남도 양산시 경상남도 양산시 연호7길 8-1,129.175560528,35.416508117
생활편익시설,명동2차화성파크드림아파트경로당,경상남도 양산시 경상남도 양산시 신명동로 43,129.170226863,35.404300032
생활편익시설,명동삼한사랑채,경상남도 양산시 경상남도 양산시 대운로 145(명동),129.170802137,35.40136002
생활편익시설,명동2마을경로당,경상남도 양산시 경상남도 양산시 신명동1길 6,129.167525472,35.406069746
생활편익시설,동부1,"경상남도 양산시 경상남도 양산시 서창동1길 18, 101호(동서아파트)",129.16872803,35.410418182
생활편익시설,주남경로당,경상남도 양산시 경상남도 양산시 주남마을1길 23 ,129.152005582,35.42326874
생활편익시설,소남경로당,경상남도 양산시 경상남도 양산시 소남2길 14 ,129.162071226,35.413337294
생활편익시설,소주경로당,경상남도 양산시 경상남도 양산시 소주로 90 ,129.156000574,35.413169876
생활편익시설,백동경로당,경상남도 양산시 경상남도 양산시 백동길 17 ,129.154369309,35.407138296
생활편익시설,주진경로당,경상남도 양산시 경상남도 양산시 주진로 37 ,129.154405594,35.392059346
생활편익시설,원진경로당,경상남도 양산시 경상남도 양산시 소주회야로 45-153 (원진@)1동105호,129.156883674,35.405403444
생활편익시설,새진흥4차(사평)경로당,경상남도 양산시 경상남도 양산시 모래들1길 14 (새진흥아파트),129.157571739,35.399046615
생활편익시설,세신경로당,경상남도 양산시 경상남도 양산시 번영로 441 (세신아파트),129.156971732,35.409809959
생활편익시설,서창대동아파트경로당,경상남도 양산시 경상남도 양산시 소주로 182 (대동아파트),129.146803234,35.411136967
생활편익시설,천성리버타운1경로당,경상남도 양산시 경상남도 양산시 소주회야로 75 (천성리버타운아파트),129.157547756,35.408282698
생활편익시설,웅상신원아침도시경로당,경상남도 양산시 경상남도 양산시 대평들5길 16 (신원아침도시),129.162751287,35.415955496
생활편익시설,천성리버타운2경로당,경상남도 양산시 경상남도 양산시 소주회야로 75,129.160136191,35.409773991
생활편익시설,소주휴먼시아파트경로당,경상남도 양산시 경상남도 양산시 번영로 435 (소주휴먼시아아파트),129.15516638,35.409244545
생활편익시설,남재경로당,경상남도 양산시 경상남도 양산시 장기터1길16,129.155914493,35.431812388
생활편익시설,로즈힐아파트경로당,경상남도 양산시 경상남도 양산시 주진1길 43,129.151244173,35.390494516
생활편익시설,아이존빌스타아파트경로당,경상남도 양산시 경상남도 양산시 소주회야로 93 (소주동),129.161140626,35.410277377
생활편익시설,양산롯데캐슬아파트경로당,경상남도 양산시 경상남도 양산시 진등길 26,129.156453571,35.394658288
생활편익시설,평산경로당,경상남도 양산시 경상남도 양산시 평산15길 11-1 ,129.147104721,35.380514014
생활편익시설,경보2차경로당,경상남도 양산시 경상남도 양산시 평산회야로 51 (경보그린타워),129.142622271,35.370924643
생활편익시설,경보3차경로당,경상남도 양산시 경상남도 양산시 평산회야로 33 ,129.141085646,35.369768018
생활편익시설,경보4차경로당,경상남도 양산시 경상남도 양산시 평산회야로 17 (경보4차아파트),129.140814098,35.369983373
생활편익시설,선우2차경로당,경상남도 양산시 경상남도 양산시 평산11길 5 (선우2차아파트),129.149908393,35.380164465
생활편익시설,선우4차경로당,경상남도 양산시 경상남도 양산시 평산회야로 149 (선우4차아파트),129.150244135,35.377688344
생활편익시설,선우5차경로당,경상남도 양산시 경상남도 양산시 평산회야로 135 (선우5차아파트),129.149102347,35.376952955
생활편익시설,새진흥5차경로당,경상남도 양산시 경상남도 양산시 평산13길 19 (새진흥5차아파트),129.145897804,35.381406342
생활편익시설,새진흥6차경로당,경상남도 양산시 경상남도 양산시 평산로 1995,,
생활편익시설,새진흥7차경로당,경상남도 양산시 경상남도 양산시 평산중앙4길 20 (새진흥7차아파트),129.150573417,35.385455976
생활편익시설,새진흥8차경로당,경상남도 양산시 경상남도 양산시 신명2길 16-33 (새진흥8차아파트),129.150814736,35.385912377
생활편익시설,장흥경로당,경상남도 양산시 경상남도 양산시 장흥길 45-1 ,129.133521293,35.369969929
생활편익시설,봉우경로당,경상남도 양산시 경상남도 양산시 신명로 87 (봉우아파트),129.143383917,35.385689154
생활편익시설,태원경로당,경상남도 양산시 경상남도 양산시 신명로 73 (태원아파트),129.146345857,35.385326075
생활편익시설,삼성명가아파트경로당,경상남도 양산시 경상남도 양산시 평산중앙로 81 (삼성명가아파트),129.151682081,35.386167096
생활편익시설,동일1차경로당,경상남도 양산시 경상남도 양산시 신명로 88 (동일스위트1차아파트),129.14384346,35.387636682
생활편익시설,한일유앤아이경로당,경상남도 양산시 경상남도 양산시 평산로 116 (한일유앤아이아파트),129.142642297,35.383275104
생활편익시설,코아루아파트경로당,경상남도 양산시 경상남도 양산시 평산북로 54 (코아루@)108동1층,129.149229885,35.387843144
생활편익시설,선우3차경로당,경상남도 양산시 경상남도 양산시 평산로 102-13 (선우아파트),129.142940159,35.382608916
생활편익시설,평산휴먼시아경로당,경상남도 양산시 경상남도 양산시 배움터길 11 (평산휴먼시아),129.146018357,35.379325342
생활편익시설,내연마을경로당,경상남도 양산시 경상남도 양산시 내연1길26,,
생활편익시설,덕계경로당,경상남도 양산시 경상남도 양산시 덕계14길 28 ,129.155264544,35.377881345
생활편익시설,부영벽산경로당,경상남도 양산시 경상남도 양산시 덕계11길 12 (부영벽산아파트),129.152656227,35.37651589
생활편익시설,경보1차경로당,경상남도 양산시 경상남도 양산시 덕계회야길 7 (경보1차아파트),129.14380536,35.37011486
생활편익시설,외산경로당,경상남도 양산시 경상남도 양산시 매곡외산로 100 ,129.162370802,35.369171765
생활편익시설,대승1차경로당,경상남도 양산시 경상남도 양산시 웅상대로 866 ,129.157090201,35.376016425
생활편익시설,대승2차경로당,경상남도 양산시 경상남도 양산시 덕계북길 9 (대승하이아트2차아파트),129.157483001,35.385064595
생활편익시설,매곡경로당,경상남도 양산시 경상남도 양산시 매곡외산로 216 (매곡동),129.17423346,35.366886443
생활편익시설,동일2차경로당,경상남도 양산시 경상남도 양산시 덕계5길 14 (동일스위트2차아파트),129.147377061,35.372557018
생활편익시설,삼성경로당,경상남도 양산시 경상남도 양산시 덕계7길 6-77 (덕계동),129.149779077,35.373923523
생활편익시설,덕계시장세신상가아파트경로당,경상남도 양산시 경상남도 양산시 덕계2길 5-21 (세신주상복합형@)2동707호,129.147532944,35.369427159
생활편익시설,웅상쇼핑타운경로당,경상남도 양산시 경상남도 양산시 덕계로 105 (웅상프라자),129.15304904,35.376597525
생활편익시설,덕계2경로당,경상남도 양산시 경상남도 양산시 덕계5길 7-66,129.147244611,35.371557989
생활편익시설,경동스마트홈경로당,경상남도 양산시 경상남도 양산시 신덕계로34,129.158869869,35.378460822
생활편익시설,우성스마트아파트,경상남도 양산시 경상남도 양산시 덕계회야길 16,129.145822072,35.371434508
생활편익시설,두산위브1,경상남도 양산시 경상남도 양산시 신덕계3길 36(양산두산위브),129.16219751,35.371685955
생활편익시설,두산위브2,경상남도 양산시 경상남도 양산시 신덕계8길 37(양산두산위브),129.161584507,35.374884731
생활편익시설,두산두리마을,경상남도 양산시 경상남도 양산시 신덕계8길 37(양산두산위브),129.161584507,35.374884731
생활편익시설,서신,경상남도 의령군 의령읍 의병로9길 18,128.255643449,35.320519417
생활편익시설,주공,경상남도 의령군 의령읍 의병로9길 25-6(주공),128.255167298,35.321647571
생활편익시설,서본,경상남도 의령군 의령읍 의병로 194-3,128.258292518,35.319057233
생활편익시설,땅고,경상남도 의령군 의령읍 의병로9동길 23,128.256768726,35.321088707
생활편익시설,서부,경상남도 의령군 의령읍 의병로17길 5,128.259808809,35.320069305
생활편익시설,중본,경상남도 의령군 의령읍 충익로 38-8,128.262668103,35.319277007
생활편익시설,상동,경상남도 의령군 의령읍 의병로19길 38-1,128.260469231,35.322778312
생활편익시설,동본,경상남도 의령군 의령읍 의병로23길 6-20,128.263844941,35.320483162
생활편익시설,가야,경상남도 의령군 의령읍 충익로 77-3,128.263042481,35.322547948
생활편익시설,소입,경상남도 의령군 의령읍 충익로 113,128.266928273,35.323217422
생활편익시설,남산,경상남도 의령군 의령읍 의병로24동길 12-25,128.265169729,35.318249984
생활편익시설,구룡,경상남도 의령군 의령읍 구룡로2길 16,128.273637458,35.313447217
생활편익시설,신우희가로,경상남도 의령군 의령읍 행복로 7,128.270351406,35.321057939
생활편익시설,무상,경상남도 의령군 의령읍 무전로5길 5,128.266483607,35.333259105
생활편익시설,무중,경상남도 의령군 의령읍 무전로3길 12,128.275091437,35.329376488
생활편익시설,무하,경상남도 의령군 의령읍 무전로2길 30,128.278232259,35.326880489
생활편익시설,정암,경상남도 의령군 의령읍 남강로7길 7,128.294701091,35.31458984
생활편익시설,백야,경상남도 의령군 의령읍 남강로 761-10,128.286885674,35.314061315
생활편익시설,만상,경상남도 의령군 의령읍 남강로6길 113-3,128.27484075,35.299144301
생활편익시설,만하,경상남도 의령군 의령읍 남강로6길 34,128.282979373,35.299439118
생활편익시설,압곡,경상남도 의령군 의령읍 남강로5길 36,128.28417487,35.292952949
생활편익시설,대산,경상남도 의령군 의령읍 남강로3길 28,128.285835156,35.284955773
생활편익시설,오감,경상남도 의령군 의령읍 남강로 273,128.286943089,35.281572536
생활편익시설,산다,경상남도 의령군 의령읍 벽화로3길 18,128.256986061,35.285521658
생활편익시설,상신,경상남도 의령군 의령읍 벽화로4길 8,128.254219254,35.28715996
생활편익시설,운곡,경상남도 의령군 의령읍 중리로 55,128.250158023,35.294456365
생활편익시설,복운,경상남도 의령군 의령읍 중리로 2,128.255567819,35.293820768
생활편익시설,척곡,경상남도 의령군 의령읍 중리로 75-1,128.248967199,35.295881472
생활편익시설,서남,경상남도 의령군 의령읍 벽화로5길 72-9,128.259466888,35.303813384
생활편익시설,수암,경상남도 의령군 의령읍 수암로2길 7,128.239825849,35.308841669
생활편익시설,성남,경상남도 의령군 의령읍 벽화로 603,128.255515963,35.310455651
생활편익시설,갑을,경상남도 의령군 가례면 가례로11길 4-6 ,128.220096752,35.388948683
생활편익시설,봉림,경상남도 의령군 가례면 가례로10동길 9,128.222664562,35.3913939
생활편익시설,양성,경상남도 의령군 가례면 가례로 9길 7,128.227307206,35.388582499
생활편익시설,개승,경상남도 의령군 가례면 가례로 695,128.232779057,35.379344355
생활편익시설,우곡,경상남도 의령군 가례면 가례면 가례로4길 19-19,128.244152736,35.360241635
생활편익시설,괴진,경상남도 의령군 가례면 가례로 363-3,128.242154831,35.352791164
생활편익시설,수성,경상남도 의령군 가례면 가례로1길 22,128.247808771,35.33497955
생활편익시설,가례(여),경상남도 의령군 가례면 의병로 40,128.242310679,35.323539378
생활편익시설,가례(남),경상남도 의령군 가례면 의병로 40,128.242310679,35.323539378
생활편익시설,상촌,경상남도 의령군 가례면 운암로 149-2,128.223933284,35.341264652
생활편익시설,평촌,경상남도 의령군 가례면 운암로 49,128.227306406,35.333153533
생활편익시설,대천,경상남도 의령군 가례면 홍의로6길 46,128.222179124,35.328251966
생활편익시설,봉두,경상남도 의령군 가례면 가례면 홍의로4길 16,128.208147182,35.334149643
생활편익시설,요도,경상남도 의령군 가례면 홍의로4길 101,128.208884355,35.329853169
생활편익시설,칠곡,경상남도 의령군 칠곡면 자굴산로 9,128.194513037,35.341669494
생활편익시설,중촌,경상남도 의령군 칠곡면 자굴산로1길 11-1,128.194100185,35.343903769
생활편익시설,화촌,경상남도 의령군 칠곡면 자굴산로 57,128.194495267,35.346043445
생활편익시설,내조,경상남도 의령군 칠곡면 자굴산로 164,128.195369344,35.354954565
생활편익시설,양천,경상남도 의령군 칠곡면 자굴산로6길 17-8,128.195403281,35.351986473
생활편익시설,신촌,경상남도 의령군 칠곡면 칠곡로4길 8,128.194710397,35.340176425
생활편익시설,신포,경상남도 의령군 칠곡면 칠곡로5길 44-2,128.195870286,35.336025742
생활편익시설,해남,경상남도 의령군 칠곡면 진의로7길 2,128.199961781,35.332405233
생활편익시설,입암,경상남도 의령군 칠곡면 홍의로2길 12,128.20594853,35.336202148
생활편익시설,도산,경상남도 의령군 칠곡면 칠곡로2길 56,128.19232822,35.337460353
생활편익시설,압수,경상남도 의령군 칠곡면 칠곡로1남길 47,128.185033283,35.335118487
생활편익시설,수부,경상남도 의령군 칠곡면 칠곡로1길 112,128.180433644,35.337959613
생활편익시설,항수,경상남도 의령군 칠곡면 진의로6길 48,128.194944575,35.322764185
생활편익시설,산남,경상남도 의령군 칠곡면 산남길 49,128.169123213,35.349536105
생활편익시설,양촌,경상남도 의령군 칠곡면 한티로6길 9,128.167294195,35.356197838
생활편익시설,죽공,경상남도 의령군 칠곡면 한티로5길 20-12,128.161755294,35.36037381
생활편익시설,신전,경상남도 의령군 대의면 모의로 663-1,128.178095746,35.381299261
생활편익시설,곡소,경상남도 의령군 대의면 모의로6길 7,128.175705517,35.386721652
생활편익시설,행정,경상남도 의령군 대의면 모의로5길 9,128.166872335,35.387210041
생활편익시설,암하,경상남도 의령군 대의면 모의로4길 14-9,128.159484557,35.387834826
생활편익시설,중촌,경상남도 의령군 대의면 모의로3길 24,128.148663897,35.381874286
생활편익시설,마전,경상남도 의령군 대의면 모의로3길 249,128.165930306,35.370673171
생활편익시설,하촌,경상남도 의령군 대의면 모의로 197-14,128.136753393,35.380557031
생활편익시설,하촌할머니,경상남도 의령군 대의면 모의로1길 19,128.136861949,35.380708008
생활편익시설,다사,경상남도 의령군 대의면 한티로3길 10-1,128.140185286,35.359729125
생활편익시설,신평,경상남도 의령군 대의면 한티로2길 14,128.140145864,35.362450137
생활편익시설,죽전,경상남도 의령군 대의면 한티로1길 16,128.134044214,35.366221381
생활편익시설,평촌,경상남도 의령군 대의면 마쌍2길 22,128.120062098,35.366723818
생활편익시설,마쌍,경상남도 의령군 대의면 마쌍1길 23-4,128.115370662,35.371107953
생활편익시설,대의,경상남도 의령군 대의면 대의로 44-10,128.107579411,35.372194068
생활편익시설,구성,경상남도 의령군 대의면 대의로 67-3,128.10647796,35.372353004
생활편익시설,구성1,경상남도 의령군 대의면 대의로1길 33,128.110247517,35.373846158
생활편익시설,추산,경상남도 의령군 대의면 망용로2길 58,128.109765569,35.353276568
생활편익시설,신기,경상남도 의령군 대의면 망용로3길 29,128.102256714,35.350245871
생활편익시설,심지,경상남도 의령군 대의면 망용로4길 11,128.109665159,35.344703839
생활편익시설,천곡,경상남도 의령군 대의면 망용로 511,128.129883328,35.346519675
생활편익시설,웅곡,경상남도 의령군 대의면 망용로6길 80,128.128539123,35.337776094
생활편익시설,금동,경상남도 의령군 화정면 대화로 299,128.201797003,35.267744278
생활편익시설,삼정,경상남도 의령군 화정면 화정로6길 7-14,128.231787908,35.262257214
생활편익시설,장박,경상남도 의령군 화정면 화정로15길 3,128.269324423,35.258918537
생활편익시설,백곡,경상남도 의령군 화정면 백화로2길 103-2,,
생활편익시설,유수,경상남도 의령군 화정면 진의로4길 139,128.184348487,35.322875671
생활편익시설,선곡,경상남도 의령군 화정면 진의로2길 90,128.179243048,35.306644586
생활편익시설,원촌,경상남도 의령군 화정면 진의로3길 29,128.190851427,35.303532478
생활편익시설,덕교,경상남도 의령군 화정면 화정로 2,128.188617268,35.295102405
생활편익시설,명주,경상남도 의령군 화정면 명주로 162-16,128.194007912,35.277549399
생활편익시설,상정2구,경상남도 의령군 화정면 화정로3길 6-30,128.212846797,35.276777148
생활편익시설,보천,경상남도 의령군 화정면 화정로8길 25-8,128.234866361,35.262404131
생활편익시설,보천여자,경상남도 의령군 화정면 화정로8길 19-2,128.235657274,35.262417328
생활편익시설,지곡전원,경상남도 의령군 화정면 화정로12서길 5,128.245356387,35.260735826
생활편익시설,공모,경상남도 의령군 화정면 화정로13길 22-5,128.249450125,35.26082706
생활편익시설,부곡,경상남도 의령군 화정면 남강로1길 14-1,128.271589999,35.27246666
생활편익시설,석천,경상남도 의령군 화정면 석천로 219,128.212447176,35.292656894
생활편익시설,상정1구,경상남도 의령군 화정면 화정로292-11,128.210569111,35.27769009
생활편익시설,북동,경상남도 의령군 화정면 화정로3길 26-1,128.213251471,35.278801778
생활편익시설,지곡,경상남도 의령군 화정면 화정로11길 16,128.243084737,35.261126601
생활편익시설,후곡,경상남도 의령군 화정면 벽화로1길 3,128.265085739,35.266363207
생활편익시설,이목,경상남도 의령군 용덕면 덕암로 10길 17-1,128.263981247,35.376678089
생활편익시설,가미,경상남도 의령군 용덕면 덕암로9길 20,128.265509166,35.363209015
생활편익시설,와요,경상남도 의령군 용덕면 덕암로8길 6-1,128.268522241,35.354445319
생활편익시설,미곡,경상남도 의령군 용덕면 덕암로7길 12,128.268074983,35.34863504
생활편익시설,가락,경상남도 의령군 용덕면 덕암로6길 27,128.270413615,35.34074619
생활편익시설,어룡,경상남도 의령군 용덕면 덕암로4길 29-6,128.279038705,35.340188732
생활편익시설,상죽,경상남도 의령군 용덕면 덕암로5길 12,128.276090088,35.339898142
생활편익시설,하죽,경상남도 의령군 용덕면 덕암로 100,128.279937722,35.336399292
생활편익시설,용덕,경상남도 의령군 용덕면 덕암로 80,128.281554097,35.33516187
생활편익시설,신촌,경상남도 의령군 용덕면 덕암로54,128.283861665,35.333614177
생활편익시설,성비,경상남도 의령군 용덕면 덕암로2길 72-1,128.285170749,35.340531182
생활편익시설,신성,경상남도 의령군 용덕면 용덕2길 40,128.288199067,35.336619766
생활편익시설,상교,경상남도 의령군 용덕면 소상로2길 6,128.294164858,35.326330618
생활편익시설,하교,경상남도 의령군 용덕면 소상로 107-3,128.295675161,35.324949253
생활편익시설,신소,경상남도 의령군 용덕면 용덕1길 111,128.300509843,35.331789421
생활편익시설,구소,경상남도 의령군 용덕면 소상로5길 3,128.303570333,35.337572939
생활편익시설,부남,경상남도 의령군 용덕면 용덕1북길 57-2,128.297549399,35.335582188
생활편익시설,정동,경상남도 의령군 용덕면 소상로 423,128.301831194,35.344061366
생활편익시설,운곡,경상남도 의령군 용덕면 용암로 54,128.291120713,35.350053486
생활편익시설,하연,경상남도 의령군 용덕면 용암로3길 8-3,128.288457099,35.355163835
생활편익시설,상연,경상남도 의령군 용덕면 용암로4길 11,128.288634396,35.363122987
생활편익시설,하용,경상남도 의령군 용덕면 용암로6길 26,128.27926228,35.381805007
생활편익시설,상용,경상남도 의령군 용덕면 용암로7길 16,128.275109504,35.387623287
생활편익시설,산학,경상남도 의령군 용덕면 용덕3길 32,128.301875149,35.348553928
생활편익시설,어화,경상남도 의령군 용덕면 의합대로 372-8,128.294292288,35.346008578
생활편익시설,용암,경상남도 의령군 용덕면 용암로2길 14-1,128.289613441,35.351993627
생활편익시설,장내,경상남도 의령군 정곡면 호암길 5-4,128.323943058,35.380938036
생활편익시설,정곡학구,경상남도 의령군 정곡면 법정로8길 4-11,128.325305901,35.380656289
생활편익시설,문곡,경상남도 의령군 정곡면 법정로8길 40,128.324859653,35.382561052
생활편익시설,두곡,경상남도 의령군 정곡면 법정로10길 2,128.315185983,35.385160797
생활편익시설,오암,경상남도 의령군 정곡면 법정로7길 91-2,128.332164331,35.362902217
생활편익시설,대신,경상남도 의령군 정곡면 정곡2길 28,128.311816043,35.370773386
생활편익시설,석곡,경상남도 의령군 정곡면 정곡6길 7,128.330136632,35.393234674
생활편익시설,오방,경상남도 의령군 정곡면 정곡7길 4,128.333698963,35.406653652
생활편익시설,상촌,경상남도 의령군 정곡면 성황로4길 17,128.342445861,35.393114721
생활편익시설,성황,경상남도 의령군 정곡면 성황로1길 12,128.339224487,35.382326089
생활편익시설,무곡,경상남도 의령군 정곡면 법정로6길 92-1,128.343838674,35.370857034
생활편익시설,예동,경상남도 의령군 정곡면 법정로5길 76,128.349326838,35.365469029
생활편익시설,가현,경상남도 의령군 정곡면 법정로1길 106,128.352888519,35.349692907
생활편익시설,신기,경상남도 의령군 정곡면 법정로4길 11,128.356900359,35.353967903
생활편익시설,중촌,경상남도 의령군 정곡면 법정로2길 101-8,128.36604991,35.352578641
생활편익시설,정남학구,경상남도 의령군 정곡면 법정로2길 25,128.361802335,35.350830703
생활편익시설,묘곡,경상남도 의령군 정곡면 강변로1길 64,128.368152172,35.346783462
생활편익시설,두호,경상남도 의령군 정곡면 강변로3길 29-1,128.379511732,35.339208347
생활편익시설,원당,경상남도 의령군 정곡면 강변로2길 57-1,128.372604031,35.344537433
생활편익시설,적곡,경상남도 의령군 정곡면 강변로4길 32-1,128.378917397,35.345969568
생활편익시설,나림,경상남도 의령군 지정면 함의로3길 19,128.386106305,35.381095233
생활편익시설,당성곡,경상남도 의령군 지정면 함의로1길 34-4,128.395529069,35.374691787
생활편익시설,지정,경상남도 의령군 지정면 함의로 1520,128.387449206,35.382509489
생활편익시설,신기,경상남도 의령군 지정면 함의로7길 40,128.381343937,35.389495095
생활편익시설,하신기,경상남도 의령군 지정면 함의로6길 15,128.383455855,35.387036081
생활편익시설,오천,경상남도 의령군 지정면 기강로1길 98,128.395838614,35.388597018
생활편익시설,웅곡,경상남도 의령군 지정면 기강로2길 19-2,128.405013079,35.386761565
생활편익시설,수월,경상남도 의령군 지정면 기강로3길 18,128.419136733,35.391232833
생활편익시설,두곡,경상남도 의령군 지정면 고루로 195,128.406698683,35.399578744
생활편익시설,삼산,경상남도 의령군 지정면 고루로 437,128.385722013,35.409915982
생활편익시설,관동,경상남도 의령군 지정면 고루로1길 56,128.413021503,35.403844096
생활편익시설,손촌,경상남도 의령군 지정면 고루로1길 108,128.408382293,35.406972635
생활편익시설,성산,경상남도 의령군 지정면 기강로 502,128.427042089,35.400834617
생활편익시설,성산할머니,경상남도 의령군 지정면 기강로 504,128.426695257,35.401165588
생활편익시설,상촌,경상남도 의령군 지정면 기강로5길 122-1,128.418851181,35.411181653
생활편익시설,유곡,경상남도 의령군 지정면 고루로6남길 48,128.379861263,35.425467329
생활편익시설,백산,경상남도 의령군 지정면 고루로6길 49,128.378238586,35.430926369
생활편익시설,양동,경상남도 의령군 지정면 고루로5길 4-2,128.372880718,35.421605883
생활편익시설,태부,경상남도 의령군 지정면 함의로11서길 5-1,128.361413208,35.403611895
생활편익시설,신정,경상남도 의령군 지정면 함의로10길 7,128.370667555,35.400629295
생활편익시설,신암,경상남도 의령군 지정면 함의로8길 31,128.37571156,35.392563225
생활편익시설,득소,경상남도 의령군 지정면 강변로6길 312,128.365779613,35.381488544
생활편익시설,독대,경상남도 의령군 지정면 강변로6동길 46,128.383282566,35.365272723
생활편익시설,백야,경상남도 의령군 지정면 강변로6서길 94,128.362115311,35.370737357
생활편익시설,다안,경상남도 의령군 지정면 강변로5길 17,128.380376495,35.356758951
생활편익시설,성당,경상남도 의령군 지정면 강변로7길 10-12,128.388749262,35.363805869
생활편익시설,성당할머니,경상남도 의령군 지정면 강변로9길 15-1,128.391060208,35.363894984
생활편익시설,마산,경상남도 의령군 지정면 마산로3길 7-5,128.413776245,35.364141884
생활편익시설,마산할머니,경상남도 의령군 지정면 마산로 66,128.410869418,35.364771808
생활편익시설,포외,경상남도 의령군 지정면 보덕로1길 48,128.41294792,35.370523575
생활편익시설,돈지,경상남도 의령군 지정면 함의로2길 207,128.416971688,35.381440733
생활편익시설,내곡,경상남도 의령군 지정면 함의로11길 58-11,,
생활편익시설,방계,경상남도 의령군 낙서면 낙서로2길 3,128.376511041,35.483336551
생활편익시설,오운,경상남도 의령군 낙서면 낙서로3길 46,128.375397769,35.472665485
생활편익시설,부곡,경상남도 의령군 낙서면 낙동강로1길 55-6,128.37137531,35.461335226
생활편익시설,율산,경상남도 의령군 낙서면 낙동강로2길 113,128.386304906,35.474164735
생활편익시설,정곡,경상남도 의령군 낙서면 낙동강로3길 65-4,128.394150747,35.474617834
생활편익시설,신기,경상남도 의령군 낙서면 낙동강로5길 10-6,128.412133572,35.478908594
생활편익시설,두곡,경상남도 의령군 낙서면 낙동강로4길 130,128.403611171,35.485800902
생활편익시설,두실,경상남도 의령군 낙서면 낙동강로4길 204,128.39876118,35.490408896
생활편익시설,당지,경상남도 의령군 낙서면 낙동강로8길 39,128.413576908,35.488547714
생활편익시설,역굼,경상남도 의령군 낙서면 낙동강로7길 23,128.411748888,35.484222634
생활편익시설,여의,경상남도 의령군 낙서면 낙동강로9길 18,128.404961444,35.49889198
생활편익시설,내제,경상남도 의령군 낙서면 내제로1길 4-1,128.382160408,35.497293983
생활편익시설,감곡,경상남도 의령군 낙서면 낙동강로10길 10,128.397206802,35.499501485
생활편익시설,아근,경상남도 의령군 낙서면 내제로 220,128.380906058,35.506219691
생활편익시설,상포,경상남도 의령군 낙서면 낙동강로11길 15,128.375168597,35.510027025
생활편익시설,신반,경상남도 의령군 부림면 한지35길 10-1,128.322970349,35.466428785
생활편익시설,서동1구,경상남도 의령군 부림면 대한로 1693,128.317759611,35.464387408
생활편익시설,서동2구,경상남도 의령군 부림면 한지22길 15,128.317378843,35.462915112
생활편익시설,대문동,경상남도 의령군 부림면 한지30길 25,128.322570884,35.46624775
생활편익시설,중동,경상남도 의령군 부림면 한지32길 10,128.32265712,35.464214613
생활편익시설,현동,경상남도 의령군 부림면 신번로8길 5-1,128.323418295,35.468328253
생활편익시설,동동,경상남도 의령군 부림면 신번로4길 9-5,128.324616116,35.464057892
생활편익시설,막곡,경상남도 의령군 부림면 막곡2길 71,128.329534191,35.451592855
생활편익시설,하막곡,경상남도 의령군 부림면 막곡1길 8,128.337444383,35.450902721
