시설구분,시설명,주소,경도,위도
생활편익시설,청정탕,경상남도 창원시 진해구 동진로 62-5 (석동),128.70199572,35.151505132
생활편익시설,금호사우나,"경상남도 창원시 마산합포구 진동면 서촌바다길 23 ((1,2층))",128.485074866,35.113205832
생활편익시설,삼화목욕탕,경상남도 창원시 마산합포구 진동면 진동시장길 64,128.487144977,35.113249708
생활편익시설,발리불소천,"경상남도 창원시 마산회원구 석전동16길 28 (석전동,,222-19번지)",128.579505556,35.236860075
생활편익시설,진북황실온천,"경상남도 창원시 마산합포구 진북면 진북산업로 308 ((1,2,3층))",128.483859679,35.142676067
생활편익시설,마빈탕(공동탕),경상남도 창원시 마산합포구 진전면 팔의사로 457,128.390639161,35.119531305
생활편익시설,양촌탕,경상남도 창원시 마산합포구 진전면 양촌1길 38-46,128.387721191,35.124251066
생활편익시설,대림,경상남도 창원시 마산합포구 문화동10길 13 (창포동2가),128.560650909,35.18340564
생활편익시설,보광,경상남도 창원시 마산합포구 문화남11길 48 (청계동),128.55732994,35.184498617
생활편익시설,우리사우나,경상남도 창원시 마산회원구 내서읍 호계본동로 36,128.521500451,35.263433485
생활편익시설,정우사우나,"경상남도 창원시 진해구 장복대로 141, 4층 (자은동)",128.713187563,35.15267509
생활편익시설,호성목욕탕,경상남도 창원시 마산합포구 자산북1길 9 (자산동),128.56380573,35.204581521
생활편익시설,목간사우나,경상남도 창원시 마산합포구 동서동3길 16,128.571573732,35.198981492
생활편익시설,대동씨코아사우나(여),경상남도 창원시 마산합포구 월영동로 8 (해운동),128.562430039,35.179838238
생활편익시설,뉴아람스포츠사우나,"경상남도 창원시 성산구 원이대로393번길 25, 지하1층 1009호 (반지동, 케이프타운)",128.662575225,35.239959265
생활편익시설,뉴금호온천,"경상남도 창원시 의창구 읍성로127번길 3 (소답동,소답온천 2. 3층)",128.629118993,35.2617798
생활편익시설,청수탕,경상남도 창원시 의창구 의안로50번길 25 (소답동),128.626905002,35.26615995
생활편익시설,명천사우나,"경상남도 창원시 마산회원구 산호천동길 212 (양덕동,30번지)",128.581408212,35.234176093
생활편익시설,효성탕,"경상남도 창원시 마산회원구 합성서5길 20 (합성동,151-12)",128.583387273,35.241299635
생활편익시설,마빈가족탕,경상남도 창원시 마산합포구 진전면 팔의사로 457,128.390639161,35.119531305
생활편익시설,산수랜드,경상남도 창원시 마산합포구 진전면 팔의사로 471,128.391968507,35.118468918
생활편익시설,남도목욕탕,경상남도 창원시 진해구 충장로297번길 23 (경화동),128.684352225,35.155580979
생활편익시설,명천목욕탕,경상남도 창원시 진해구 여좌로123번길 13 (여좌동),128.661850695,35.161585928
생활편익시설,팔도탕,"경상남도 창원시 의창구 읍성로79번길 2 (소답동,팔도상가 지하)",128.626811346,35.265116081
생활편익시설,창원탕,"경상남도 창원시 의창구 의창대로211번길 30 (중동,1층,2층)",128.620800812,35.264366372
생활편익시설,경상온천,경상남도 창원시 의창구 소계로 107 (소계동),128.597699562,35.258387997
생활편익시설,옥수탕,경상남도 창원시 의창구 소계로90번길 9 (소계동),128.59985603,35.257757259
생활편익시설,천주탕,"경상남도 창원시 의창구 소계로116번길 6-16, 지하층 (소계동)",128.598543558,35.258994401
생활편익시설,남도탕,"경상남도 창원시 의창구 하남천서길9번길 23 (도계동,1,2층)",128.637101334,35.261434167
생활편익시설,연진탕,"경상남도 창원시 의창구 태복산로23번길 24 (도계동,1.2층)",128.639372718,35.255345902
생활편익시설,도심속의쉼터,"경상남도 창원시 성산구 중앙대로83번길 14 (중앙동,창원종합상가 3층)",128.677413164,35.223428431
생활편익시설,자여목욕탕,경상남도 창원시 의창구 동읍 자여로93번길 38,128.701207349,35.277126252
생활편익시설,벽산탕,경상남도 창원시 의창구 남산로27번길 7-1 (팔용동),128.613521317,35.259587748
생활편익시설,경창탕,"경상남도 창원시 성산구 상남로 67 (상남동,경창상가 5층)",128.679326461,35.22016486
생활편익시설,중앙목욕탕,"경상남도 창원시 성산구 원이대로 776, 2.3층 목욕탕호 (상남동, 성원아파트 2단지목욕탕상가)",128.693967441,35.216417237
생활편익시설,유성탕,"경상남도 창원시 성산구 동산로72번길 16 (상남동,지하)",128.688649367,35.214812141
생활편익시설,코오롱사우나,"경상남도 창원시 마산회원구 내서읍 호원로 361-2, 코오롱하늘채1차아파트 지하1층 108-1호",128.525630693,35.265731229
생활편익시설,새마산목욕탕,경상남도 창원시 마산회원구 구암남11길 28 (구암동),128.600816911,35.250193499
생활편익시설,구암목욕탕,경상남도 창원시 마산회원구 구암북14길 9 (구암동),128.594864679,35.25468699
생활편익시설,동양탕,경상남도 창원시 마산회원구 구암동정길 65 (구암동),128.600514663,35.253593338
생활편익시설,자은탕,경상남도 창원시 진해구 진해대로914번길 9 (자은동),128.705999956,35.147862614
생활편익시설,목화탕,"경상남도 창원시 진해구 제황로 69 (인사동,,7-140,144)",128.666639429,35.150321852
생활편익시설,수석탕,경상남도 창원시 진해구 여좌로47번길 6 (여좌동),128.663195064,35.155945122
생활편익시설,참새미대중탕,경상남도 창원시 진해구 풍호로3번길 6 (풍호동),128.702016026,35.140316461
생활편익시설,대동탕,"경상남도 창원시 진해구 냉천로 88 (자은동, 대동상가 지하1층)",128.706719554,35.152903161
생활편익시설,대천,"경상남도 창원시 마산회원구 양덕옛2길 73 (석전동,301호)",128.57814601,35.231347019
생활편익시설,조은온천,"경상남도 창원시 성산구 상남로192번길 41-6, 3층4층 (신월동)",128.691728081,35.227195876
생활편익시설,양지탕,경상남도 창원시 의창구 하남천서길 27 (도계동),128.639390969,35.261172798
생활편익시설,덕산사우나,"경상남도 창원시 성산구 대정로 141, 2,3층 (대방동, 대방덕산타운 덕산탕)",128.70782898,35.212318409
생활편익시설,약수천,"경상남도 창원시 의창구 사림로 47 (사림동,사림프라자 지하)",128.677939349,35.24746295
생활편익시설,봉곡 사우나 찜질방,"경상남도 창원시 의창구 봉곡로115번길 2 (봉곡동,봉곡상가 3층)",128.67121919,35.246687169
생활편익시설,은아목욕탕,"경상남도 창원시 성산구 원이대로 663, 2층 (신월동)",128.68663565,35.224718269
생활편익시설,송정탕,"경상남도 창원시 성산구 창이대로570번길 13-3, 3층 301호 (신월동, 삼정상가)",128.693097184,35.231454872
생활편익시설,보원탕,경상남도 창원시 마산회원구 석전서6길 113 (석전동),128.56633273,35.229060851
생활편익시설,석수목욕탕,"경상남도 창원시 마산회원구 석전북11길 23 (석전동,164-127)",128.568865635,35.232639092
생활편익시설,창신온천,경상남도 창원시 마산회원구 석전동12길 36 (석전동),128.576035094,35.233240696
생활편익시설,한일자연사우나,"경상남도 창원시 마산회원구 양덕서5길 18, 408동 301,401호 (양덕동, 한일타운아파트상가)",128.579579607,35.227746244
생활편익시설,서마탕,경상남도 창원시 마산회원구 회성시장2길 54 (회성동),128.558903321,35.233019976
생활편익시설,세안온천,경상남도 창원시 마산회원구 회성남4길 19 (회성동),128.559759055,35.234070051
생활편익시설,녹산유황온천,경상남도 창원시 진해구 안청로18번길 15 (안골동),128.804641218,35.099611752
생활편익시설,옥천사우나,"경상남도 창원시 진해구 안청로 124, 청안동 (청안동)",128.805601581,35.107369332
생활편익시설,환금사우나,경상남도 창원시 마산회원구 북성로 106 (회원동),128.570754933,35.216690349
생활편익시설,계룡산온천,경상남도 거제시 거제중앙로 1779-1 (상동동),128.628329366,34.87766809
생활편익시설,서포면주민복지센터,경상남도 사천시 서포면 서포로 276,127.976927185,35.007274981
생활편익시설,신선탕(신선찜질사우나),경상남도 사천시 중앙로 147-6 (벌리동),128.07937227,34.938984076
생활편익시설,시원청탕,경상남도 사천시 서향길 7-14 (동금동),128.085652435,34.931300031
생활편익시설,중앙사우나,"경상남도 고성군 고성읍 중앙로25번길 58, 마1동 지하층 101호",128.324173919,34.976985776
생활편익시설,창성목욕탕,경상남도 고성군 회화면 배둔로28번길 8,128.369859023,35.056764483
생활편익시설,도원탕,경상남도 사천시 건어시장길 24-3 (동금동),128.075670897,34.928448744
생활편익시설,현대탕,경상남도 사천시 곤양면 성내로 1,127.960889655,35.057688466
생활편익시설,호수탕,경상남도 고성군 고성읍 중앙로 12,128.321594447,34.974328594
생활편익시설,가야탕,경상남도 고성군 고성읍 성내로144번길 9-4,128.324216823,34.972556975
생활편익시설,다인사우나,경상남도 사천시 사남면 월성1길 100,128.075438117,35.062553188
생활편익시설,양지사우나,경상남도 사천시 사천읍 옥산로 71,128.090879293,35.079941767
생활편익시설,비룡탕,경상남도 사천시 벌리1길 16 (벌리동),128.081213339,34.939378107
생활편익시설,당동목욕탕,경상남도 고성군 거류면 당동3길 16,128.404640528,34.992345157
생활편익시설,J여성사우나,경상남도 고성군 고성읍 중앙로43번길 71 (외3필지),128.325665072,34.977177235
생활편익시설,상문탕 헬스.사우나,경상남도 고성군 고성읍 중앙로15번길 31,128.321883431,34.975904965
생활편익시설,중앙탕,경상남도 사천시 갈대샘1길 21 (동금동),128.075905613,34.930706851
생활편익시설,사천온천랜드앤호텔,경상남도 사천시 용현면 청골길 126,128.054900718,35.049767868
생활편익시설,삼천포 사우나,경상남도 사천시 벌용길 93 (벌리동),128.078384119,34.945074833
생활편익시설,진양호캐리비안,경상남도 사천시 곤명면 경서대로 3642,127.997469949,35.139104732
생활편익시설,각산탕,경상남도 사천시 새동네1길 111 (동동),128.070222126,34.93395297
생활편익시설,청수탕,경상남도 사천시 사천읍 읍내1길 81-2,,
생활편익시설,설화수사우나,경상남도 고성군 고성읍 성내로151번길 10,128.325124509,34.973495224
생활편익시설,진양목욕탕,경상남도 고성군 회화면 관인로13번길 25,128.370094191,35.057188384
생활편익시설,동해참숯목욕탕,경상남도 고성군 동해면 외산로 518-11,128.461337931,35.061673877
생활편익시설,다이노피아,경상남도 고성군 고성읍 동외로156번길 41,128.328243727,34.975479733
생활편익시설,금강사우나,경상남도 고성군 고성읍 성내로 55,128.315505746,34.976732973
생활편익시설,블루웨일,경상남도 고성군 삼산면 두포5길 113-139,128.301476769,34.923415851
생활편익시설,대웅탕,경상남도 고성군 고성읍 동외로156번길 31,128.3274754,34.975611681
생활편익시설,용궁해수탕,경상남도 고성군 고성읍 성내로124번길 41,128.321200182,34.97184316
생활편익시설,가현사우나,경상남도 사천시 사천읍 수양로 119,128.095770767,35.088171415
생활편익시설,용강헬스사우나,경상남도 사천시 주공로 47 (벌리동),128.086442965,34.94257967
생활편익시설,다솔황토불가마,경상남도 사천시 곤양면 상정마을길 132-51,127.95911738,35.072975618
생활편익시설,부경사우나,경상남도 사천시 정동면 사천강1길 7,128.083391098,35.073583634
생활편익시설,태성탕,경상남도 사천시 벌리3길 70-8 (벌리동),128.082972237,34.941551128
생활편익시설,한일탕,경상남도 사천시 동금1길 52 (동금동),128.080650421,34.934420027
생활편익시설,원지경호탕,경상남도 산청군 신안면 원지강변로63번길 32-3,127.971881346,35.303086513
생활편익시설,삼정(주)산청온천,경상남도 산청군 산청읍 꽃봉산로162번길 14,127.88283784,35.413189931
생활편익시설,금강블레스사우나,경상남도 산청군 신안면 원지강변로63번길 30-36,127.97156465,35.302252315
생활편익시설,단성복지문화회관목욕탕,경상남도 산청군 단성면 사직단로 456-4,127.96007647,35.297622651
생활편익시설,산청한방가족호텔 사우나,경상남도 산청군 금서면 동의보감로479번길 43,127.830005748,35.438787793
생활편익시설,경호탕,경상남도 산청군 산청읍 산엔청로 14,127.87508889,35.414633699
생활편익시설,덕진동의보감약초탕,경상남도 산청군 금서면 동의보감로555번길 58,127.828732947,35.442155508
생활편익시설,신등청춘문화센터 목욕탕,경상남도 산청군 신등면 신차로 519,128.009571498,35.378381192
생활편익시설,호텔동방사우나,"경상남도 진주시 논개길 103, 동방호텔 지하1층,지하2층일부 (옥봉동)",128.092538875,35.190361366
생활편익시설,사우나,"경상남도 거제시 장목면 거제북로 2501-40, 한화리조트 거제 벨버디어 지하3층",128.712652227,35.00765915
생활편익시설,고성사우나,경상남도 고성군 고성읍 송학고분로 305,128.323410835,34.981783301
생활편익시설,호텔아리나사우나,"경상남도 밀양시 삼문강변로 82, 2층 (삼문동)",128.753840037,35.479004294
생활편익시설,중흥에스클래스(주)어뮤즈스파진주점,"경상남도 진주시 에나로 190, 1.2층 1104,2070호 (충무공동, 혁신도시중흥에스-클래스센트럴시티2단지)",128.143705288,35.174106703
생활편익시설,센텀사우나,"경상남도 김해시 주촌면 선천로 65, 태성에스더블유 레포츠 2,3층",128.840701573,35.236766543
생활편익시설,하나로목욕탕,"경상남도 사천시 주공로 2, 삼천포농협 2층 (벌리동)",128.086842445,34.938606872
생활편익시설,거제시하나행복나눔복지회관목욕장,"경상남도 거제시 동부면 동부로2길 21, 거제시하나행복나눔복지회관 1층",128.606946462,34.82212688
생활편익시설,수림탕,경상남도 합천군 초계면 초계중앙로 28-3,128.263104343,35.558700353
생활편익시설,중앙탕,경상남도 합천군 삼가면 삼가중앙2길 11,128.121381328,35.413945984
생활편익시설,수성탕,경상남도 합천군 삼가면 삼가1로 84,128.122142313,35.414238061
생활편익시설,가야탕,경상남도 합천군 가야면 가야시장로 69,128.138569393,35.760934449
생활편익시설,가회복지회관목욕탕,경상남도 합천군 가회면 황매산로 47,128.033020037,35.434778002
생활편익시설,호수 황토 찜질방,경상남도 합천군 대병면 대병3산로 543-11,128.030974488,35.524965281
생활편익시설,천수정불한증막,경상남도 합천군 가야면 매안청현길 24,128.116847635,35.728580731
생활편익시설,쌍백목욕탕,경상남도 합천군 쌍백면 쌍백중앙로 55,128.145159472,35.440850819
생활편익시설,국제사우나,경상남도 합천군 합천읍 충효로 98-6,128.162172942,35.568773068
생활편익시설,대의사우나,경상남도 의령군 대의면 대의로 67,128.10635496,35.372956185
생활편익시설,지정면 작은목욕탕,경상남도 의령군 지정면 함의로4길 8,128.388258074,35.382503987
생활편익시설,행복유황사우나,경상남도 의령군 의령읍 의병로14길 8-25,128.257611625,35.318509627
생활편익시설,상주유자랜드,경상남도 남해군 상주면 남해대로701번길 17-9 (외4필지),127.986156738,34.723055561
생활편익시설,중앙탕,경상남도 남해군 남해읍 화전로 112-11,127.894430159,34.841341452
생활편익시설,죽산 사우나,경상남도 남해군 남해읍 남해대로 2753-13,127.898054941,34.834358648
생활편익시설,이동복지목욕탕,"경상남도 남해군 이동면 무림로68번길 10, 2층",127.952824586,34.799546472
생활편익시설,용호탕,경상남도 함양군 함양읍 용평중앙길 38,127.730794517,35.518827018
생활편익시설,안의탕,경상남도 함양군 안의면 강변로 281,127.814369514,35.627462172
생활편익시설,하얏트사우나,경상남도 함양군 함양읍 용평길 31-6,127.730604995,35.520399509
생활편익시설,삼일탕,경상남도 함양군 함양읍 용평6길 3,127.726626205,35.517191151
생활편익시설,덕일탕,경상남도 함양군 함양읍 한들로 97-1,127.7296417,35.516014264
생활편익시설,중앙레스파,경상남도 함양군 함양읍 용평길 31-13,127.73025965,35.520396022
생활편익시설,기백사우나,경상남도 함양군 안의면 밤숲가는길 16,127.812056402,35.626705341
생활편익시설,동명탕,경상남도 합천군 초계면 초계2길 7-4,128.268382683,35.558566617
생활편익시설,녹수탕,경상남도 합천군 합천읍 중앙로2길 16,128.159755493,35.564436135
생활편익시설,만수탕,경상남도 합천군 합천읍 중앙로 76-9,128.159228521,35.567555588
생활편익시설,황강목욕탕,경상남도 합천군 합천읍 중앙로 13-4 (황강타운),128.157197073,35.561841449
생활편익시설,옥천스포렉스,경상남도 합천군 합천읍 동서로 51-1,128.158053757,35.567340808
생활편익시설,합천휴랜드,경상남도 합천군 합천읍 중앙로 81-6,128.15827132,35.568242171
생활편익시설,야로목욕탕,경상남도 합천군 야로면 향교길 8,128.16813933,35.704777059
생활편익시설,용수목욕탕,경상남도 합천군 합천읍 남정길 3,128.155355457,35.561352891
생활편익시설,행복한목욕탕,경상남도 합천군 합천읍 충효로 51-1,128.160525645,35.564930004
생활편익시설,케이아쿠아스포츠센터,"경상남도 진주시 남강로 491, 남도레포츠타운 지하1층 일부 (신안동)",128.073294113,35.182104937
생활편익시설,대호탕,경상남도 진주시 진주대로1080번길 14 (대안동),128.084686159,35.196153269
생활편익시설,동명탕,경상남도 진주시 도동천로 105 (상대동),128.11096236,35.180998512
생활편익시설,(주)제이스퀘어호텔사우나,"경상남도 진주시 솔밭로 107, 5층 (상대동, 외4필지 제이스퀘어호텔)",128.106725217,35.178735978
생활편익시설,정촌유황사우나,"경상남도 진주시 정촌면 화개천로 80 (2층,4층)",128.101870345,35.124722484
생활편익시설,국일탕,경상남도 진주시 진주대로1164번길 8 (봉곡동),128.075971758,35.196049543
생활편익시설,옥수탕,경상남도 진주시 향교로 31 (수정동),128.085862416,35.198268491
생활편익시설,에이스헬스사우나,경상남도 진주시 초전남로 41 (초전동),128.113557987,35.200098191
생활편익시설,강변사우나,경상남도 진주시 강남로 179 (칠암동),128.094988184,35.184061074
생활편익시설,코앞휘트니스사우나,"경상남도 진주시 초북로20번길 5-8, 외 1필지 4,5층 일부 (초전동)",128.112818579,35.212393386
생활편익시설,진양탕,경상남도 진주시 장대로51번길 3 (수정동),128.087007774,35.195713049
생활편익시설,금동탕,경상남도 진주시 공단로 18 (상평동),128.101714117,35.174765523
생활편익시설,연화사우나,경상남도 진주시 진주대로815번길 16 (주약동),128.092199499,35.17333429
생활편익시설,옥선탕,경상남도 진주시 진양호로111번길 7 (평거동),128.051619464,35.168034559
생활편익시설,해수사우나헬스클럽,"경상남도 진주시 금산면 금산순환로22번길 17, 136동 3층 301호 (금산흥한골든빌)",128.148917459,35.215344262
생활편익시설,청왕탕,경상남도 진주시 모덕로222번길 20 (상대동),128.118108089,35.187000011
생활편익시설,향림탕,경상남도 진주시 솔밭로91번길 3 (상평동),128.106771759,35.177158704
생활편익시설,테마건강랜드,경상남도 진주시 석갑로76번길 11 (신안동),128.063510921,35.17881244
생활편익시설,선경탕,"경상남도 진주시 신안로 50 (신안동, 1,2층)",128.071412554,35.182768633
생활편익시설,금강사우나,경상남도 진주시 망경남길 40 (망경동),128.084396489,35.181401037
생활편익시설,석정헬스사우나,경상남도 진주시 동진로215번길 28 (상대동),128.114813985,35.182259211
생활편익시설,굿모닝랜드,"경상남도 진주시 평거로13번길 13, 2,4층 (평거동)",128.061922787,35.172762924
생활편익시설,온천탕,경상남도 진주시 진주대로920번길 6 (칠암동),128.090099636,35.182204047
생활편익시설,촉석탕,경상남도 진주시 솔밭로91번길 13 (상평동),128.105628062,35.177202052
생활편익시설,옥돌탕,경상남도 진주시 하대로81번길 3 (하대동),128.120400981,35.193561344
생활편익시설,이화사우나,경상남도 진주시 일반성면 동부로 1966 (1층),128.276710623,35.170351001
생활편익시설,천수탕,경상남도 진주시 명석면 나불로 299,128.039437826,35.215009187
생활편익시설,보성탕,경상남도 진주시 모덕로234번길 12-2 (상대동),128.119441975,35.187666097
생활편익시설,망경탕,경상남도 진주시 망경로 277 (망경동),128.083520777,35.185088802
생활편익시설,동진탕,경상남도 진주시 도동로 167 (하대동),128.122147183,35.185252198
생활편익시설,부안,경상남도 진주시 북장대로41번길 22 (봉곡동),128.071847767,35.193440097
생활편익시설,고려탕,경상남도 진주시 북장대로63번길 10-1 (상봉동),128.07210337,35.195659412
생활편익시설,문산탕,경상남도 진주시 문산읍 소문길 53,128.167579826,35.170643335
생활편익시설,상대탕,경상남도 진주시 돗골로153번길 20 (상대동),128.110064881,35.181935854
생활편익시설,진주스파랜드,"경상남도 진주시 명석면 진주대로 2320-32, 3,4,5층",127.995252245,35.260889207
생활편익시설,금산황토참숯힐링찜질방,경상남도 진주시 금산면 송백로 392-19 (외 1필지),128.136835603,35.204725052
생활편익시설,향교탕,경상남도 진주시 향교로 111 (옥봉동),128.092452038,35.195960768
생활편익시설,국제사우나헬스,"경상남도 진주시 진주대로 1217 (봉곡동, 2층일부,3층)",128.070258894,35.193705037
생활편익시설,밀레사우나,"경상남도 진주시 촉석로145번길 5 (봉곡동,외1필지)",128.078044544,35.194234451
생활편익시설,부용탕,경상남도 진주시 진주대로1208번길 5 (봉곡동),128.070883579,35.194574964
생활편익시설,이엑스알(EXR)스포츠센타사우나,경상남도 진주시 대신로 304 (상대동),128.117722433,35.187588116
생활편익시설,녹수탕,경상남도 진주시 상대로143번길 20 (하대동),128.127772536,35.186442925
생활편익시설,대한사우나,경상남도 거제시 장평로6길 20 (장평동),128.613923352,34.892393414
생활편익시설,은하탕,경상남도 거제시 능포로2길 65-1 (능포동),128.732649613,34.877070211
생활편익시설,학산토굴황토방,경상남도 거제시 둔덕면 아사3길 107 (외2필지),128.487001508,34.866929964
생활편익시설,오량황토찜질방,경상남도 거제시 사등면 오량1길 211,128.509588733,34.883085783
생활편익시설,성호탕,경상남도 거제시 거제중앙로17길 26 (고현동),128.62230063,34.884272229
생활편익시설,세광탕,경상남도 거제시 옥포로27길 7 (옥포동),128.688508396,34.897107011
생활편익시설,카멜리아,경상남도 거제시 일운면 거제대로 2190 (지하3층),128.704189792,34.811440929
생활편익시설,부영탕,경상남도 거제시 능포로2길 57 (능포동),128.732398964,34.876293954
생활편익시설,성평대중탕,"경상남도 거제시 거제대로 3740 (옥포동, 4,5층)",128.690276613,34.890611053
생활편익시설,계룡목욕탕,경상남도 거제시 거제중앙로 1879-1 (고현동),128.624029947,34.886059192
생활편익시설,소노캄거제목욕장(사우나),"경상남도 거제시 일운면 거제대로 2660, 지2,지3층 (외36필지)",128.703091759,34.843883624
생활편익시설,삼성중공업거제호텔사우나,"경상남도 거제시 장평3로 80-37, 삼성거제호텔 1층 (장평동)",128.612298848,34.896181337
생활편익시설,동남탕,경상남도 거제시 거제면 읍내로11길 8,128.589054251,34.849591158
생활편익시설,연초탕,경상남도 거제시 연초면 거제북로 40-1,128.655891624,34.914266822
생활편익시설,수정탕,경상남도 거제시 장승로 71-2 (장승포동),128.722968792,34.861498214
생활편익시설,옥수탕,경상남도 거제시 거제면 동상1길 11,128.593411258,34.849802149
생활편익시설,능수탕,경상남도 거제시 옥수로6길 153 (능포동),128.734720157,34.88048991
생활편익시설,거제도해수보양온천,경상남도 거제시 수양로 507 (양정동),128.634554254,34.891602765
생활편익시설,대원탕,경상남도 거제시 능포로 150-1,128.732350889,34.8767974
생활편익시설,수정탕,경상남도 거제시 서문로 48-2 (고현동),128.621433133,34.888626993
생활편익시설,중앙목욕탕,경상남도 거제시 옥포로20길 6 (옥포동),128.691386965,34.894330415
생활편익시설,청금탕,경상남도 거제시 옥포로24길 13 (옥포동),128.692076313,34.895936194
생활편익시설,아주사우나 휘트니스 찜질방,경상남도 거제시 아주로9길 7 (아주동),128.680377311,34.865736426
생활편익시설,금세기관광목장황토찜질방,경상남도 거제시 사등면 언양로 320,128.538064693,34.888286412
생활편익시설,해금강워터랜드,"경상남도 거제시 장평1로 161 (장평동,(1,2,3층))",128.604011595,34.890937452
생활편익시설,보석청사우나,경상남도 거제시 옥포로24길 6 (옥포동),128.691099667,34.895448258
생활편익시설,오렌지사우나,경상남도 거제시 중곡2로6길 2 (고현동),128.62846178,34.895364721
생활편익시설,하운드 거제장승포,경상남도 거제시 능포로 52 (장승포동),128.726921256,34.869566149
생활편익시설,일신목욕탕,경상남도 거제시 성산로 2 (옥포동),128.69620068,34.896645758
생활편익시설,거제황토파라스파찜질방,경상남도 거제시 거제면 오수2길 75,128.592427589,34.842310275
생활편익시설,힐타운해수탕,"경상남도 거제시 사등면 거제남서로 5303, 지하1층, 3층",128.47705844,34.879797274
생활편익시설,옥포24시사우나,"경상남도 거제시 옥포대첩로6길 13 (옥포동,(1층~5층))",128.694165123,34.892918377
생활편익시설,거제히노끼해수찜,"경상남도 거제시 동부면 거제중앙로 20, 1~3층",128.640784407,34.77665231
생활편익시설,대성오아시스,경상남도 거제시 동문천로 45 (고현동),128.625064773,34.882753932
생활편익시설,선진패밀리죤,"경상남도 진주시 진주대로 901 (강남동,동성가든타워상가 지하1층 101호)",128.08935944,35.180955668
생활편익시설,동궁탕,경상남도 진주시 모덕로282번길 5-3 (하대동),128.125078225,35.188602104
생활편익시설,진주 대영사우나,경상남도 진주시 진주대로 530 (가좌동),128.106811547,35.153905687
생활편익시설,탑(TOP)유황스파,"경상남도 진주시 강변길 8 (호탄동, 2층, 3층)",128.111031961,35.164483871
생활편익시설,땀사우나,"경상남도 진주시 문산읍 동부로 561-1 (번지외3필지(2,3층))",128.161767887,35.166297391
생활편익시설,휴사우나,"경상남도 진주시 천수로219번길 7 (망경동, 1,2,3층)",128.081573846,35.18231613
생활편익시설,서울탕,"경상남도 창원시 의창구 지귀로119번길 6, 1,2층 (봉곡동)",128.658832309,35.245685011
생활편익시설,시루봉사우나,"경상남도 창원시 진해구 자은로64번길 3, 부길골든프라자 지하1층 (자은동)",128.709109447,35.15099011
생활편익시설,궁류목욕탕,경상남도 의령군 궁류면 궁류로 17-5,128.25036693,35.437693148
생활편익시설,삼랑진목욕탕,경상남도 밀양시 삼랑진읍 외송3길 12,128.83737378,35.397096074
생활편익시설,문화탕,경상남도 밀양시 석정로 96 (내이동),128.75172531,35.498180212
생활편익시설,수정탕,경상남도 밀양시 하남읍 수산로 26,128.710132997,35.376222998
생활편익시설,큐 사우나,경상남도 밀양시 상설시장1길 21-1 (내일동),128.753627217,35.492840612
생활편익시설,리치빌찜질사우나,경상남도 밀양시 중앙로 234-9 (삼문동),128.758690478,35.48464786
생활편익시설,해미안사우나,경상남도 밀양시 내이1길 18 (내이동),128.745291641,35.49584875
생활편익시설,대영사우나,경상남도 밀양시 새미리벌로 33 (삼문동),128.747357982,35.483775639
생활편익시설,킹콩사우나,경상남도 밀양시 삼문강변로 272 (삼문동),128.747088649,35.486831798
생활편익시설,새목욕탕,경상남도 밀양시 하남읍 시동중앙길 9-10,128.709894072,35.374135358
생활편익시설,보광탕,경상남도 밀양시 삼랑진읍 외송중앙길 20,128.839067842,35.396227571
생활편익시설,대동탕,경상남도 밀양시 하남읍 수산복개길 13-2,128.7089179,35.375208271
생활편익시설,대중목욕탕,경상남도 밀양시 꽃가람길 4 (가곡동),128.763346887,35.478498884
생활편익시설,금강탕,"경상남도 밀양시 백민로4길 14 (내이동,,850-3)",128.749145824,35.494101792
생활편익시설,신선탕,경상남도 밀양시 북성로 71 (내이동),128.750374023,35.499154201
생활편익시설,해동탕,경상남도 밀양시 조양길 6-1 (가곡동),128.766752313,35.473618179
생활편익시설,대성탕,경상남도 거창군 거창읍 강남로 140,127.912679041,35.683349853
생활편익시설,본사우나,경상남도 거창군 가조면 가조가야로 1125,128.018113403,35.710519172
생활편익시설,녹천탕,"경상남도 거창군 거창읍 하동1길 52 (, 491 - 6)",127.911831681,35.689129717
생활편익시설,대원탕,경상남도 밀양시 중앙로 245 (삼문동),128.75672285,35.485384243
생활편익시설,우리탕,경상남도 밀양시 북성로2길 15-9 (내이동),128.743844639,35.499383777
생활편익시설,월성탕,경상남도 밀양시 밀양대로 1801 (삼문동),128.749864799,35.485625463
생활편익시설,낙원탕,경상남도 밀양시 밀양대로 1788 (삼문동),128.751507887,35.484984781
생활편익시설,로얄목욕탕,경상남도 밀양시 가곡7길 5-1 (가곡동),128.767287531,35.474623862
생활편익시설,운하목욕탕,경상남도 밀양시 약산로 42 (내이동),128.749353775,35.492509435
생활편익시설,그린파크목욕탕,경상남도 거창군 거창읍 거열로1길 62-6,127.913842251,35.693499879
생활편익시설,정하건강나라,경상남도 거창군 거창읍 거창대로 93,127.914732153,35.689912616
생활편익시설,화성탕,경상남도 거창군 거창읍 거열로2길 9,127.914973642,35.691279379
생활편익시설,갠지스 사우나,경상남도 거창군 거창읍 공수들1길 24-18,127.901116506,35.68539007
생활편익시설,동아목욕탕,경상남도 거창군 가조면 지산로 1482,128.016366927,35.708868758
생활편익시설,한흥탕,경상남도 거창군 거창읍 창동로 119,127.920349705,35.687874683
