rigeon1,nodeid1,routeid1
38070,GHB2430,"['GHB83', 'GHB97']"
38070,GHB2428,"['GHB83', 'GHB97']"
38070,GHB2426,['GHB83']
38070,GHB2424,['GHB83']
38070,GHB2395,['GHB84']
38070,GHB2396,['GHB84']
38070,GHB2399,['GHB91']
38070,GHB2400,['GHB91']
38070,GHB2402,['GHB91']
38070,GHB2404,['GHB91']
38070,GHB2406,['GHB91']
38070,GHB2405,['GHB91']
38070,GHB2403,['GHB91']
38070,GHB2401,['GHB91']
38070,GHB2415,['GHB95']
38070,GHB2416,['GHB95']
38070,GHB2417,"['GHB96', 'GHB97']"
38070,GHB2420,['GHB96']
38070,GHB2422,['GHB96']
38070,GHB2421,['GHB96']
38070,GHB2419,['GHB96']
38070,GHB2418,"['GHB96', 'GHB97']"
38070,GHB1127,['GHB98']
38070,GHB1164,['GHB98']
38070,GHB2047,['GHB98']
38070,GHB1126,['GHB98']
38070,GHB613,"['GHB301', 'GHB301']"
38070,GHB615,"['GHB301', 'GHB301']"
38070,GHB617,"['GHB301', 'GHB301']"
38070,GHB619,"['GHB301', 'GHB301']"
38070,GHB621,"['GHB301', 'GHB301']"
38070,GHB620,"['GHB301', 'GHB301']"
38070,GHB618,"['GHB301', 'GHB301']"
38070,GHB616,"['GHB301', 'GHB301']"
38070,GHB614,"['GHB301', 'GHB301']"
38080,MYB1,"['MYB1', 'MYB2', 'MYB3', 'MYB8', 'MYB9', 'MYB11', 'MYB11', 'MYB13', 'MYB14', 'MYB18', 'MYB22', 'MYB23', 'MYB24', 'MYB26', 'MYB27', 'MYB28', 'MYB29', 'MYB30', 'MYB33', 'MYB35', 'MYB36', 'MYB43', 'MYB46', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB90', 'MYB93', 'MYB94', 'MYB96', 'MYB98', 'MYB98', 'MYB99', 'MYB101', 'MYB101', 'MYB102', 'MYB103', 'MYB104', 'MYB113', 'MYB115', 'MYB117', 'MYB119', 'MYB130', 'MYB131', 'MYB132', 'MYB133', 'MYB134', 'MYB135', 'MYB136', 'MYB156', 'MYB157', 'MYB158', 'MYB160', 'MYB163', 'MYB165', 'MYB188', 'MYB193', 'MYB201']"
38080,MYB2,"['MYB1', 'MYB2', 'MYB3', 'MYB8', 'MYB9', 'MYB11', 'MYB13', 'MYB14', 'MYB17', 'MYB18', 'MYB22', 'MYB23', 'MYB24', 'MYB26', 'MYB27', 'MYB28', 'MYB29', 'MYB30', 'MYB33', 'MYB35', 'MYB36', 'MYB43', 'MYB46', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB90', 'MYB93', 'MYB94', 'MYB96', 'MYB98', 'MYB99', 'MYB101', 'MYB102', 'MYB103', 'MYB104', 'MYB109', 'MYB112', 'MYB113', 'MYB115', 'MYB117', 'MYB119', 'MYB130', 'MYB131', 'MYB132', 'MYB133', 'MYB134', 'MYB135', 'MYB136', 'MYB137', 'MYB140', 'MYB141', 'MYB142', 'MYB145', 'MYB147', 'MYB148', 'MYB151', 'MYB152', 'MYB153', 'MYB156', 'MYB157', 'MYB158', 'MYB160', 'MYB163', 'MYB165', 'MYB169', 'MYB176', 'MYB188', 'MYB189', 'MYB190', 'MYB193', 'MYB194', 'MYB195', 'MYB196', 'MYB200', 'MYB201', 'MYB807', 'MYB915', 'MYB918', 'MYB919', 'MYB920', 'MYB921', 'MYB922', 'MYB923']"
38080,MYB3,"['MYB1', 'MYB2', 'MYB3', 'MYB8', 'MYB9', 'MYB11', 'MYB13', 'MYB14', 'MYB17', 'MYB18', 'MYB22', 'MYB23', 'MYB24', 'MYB26', 'MYB27', 'MYB28', 'MYB29', 'MYB30', 'MYB33', 'MYB35', 'MYB36', 'MYB43', 'MYB46', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB90', 'MYB93', 'MYB94', 'MYB96', 'MYB98', 'MYB99', 'MYB101', 'MYB102', 'MYB103', 'MYB104', 'MYB113', 'MYB115', 'MYB117', 'MYB119', 'MYB130', 'MYB131', 'MYB132', 'MYB133', 'MYB134', 'MYB135', 'MYB136', 'MYB156', 'MYB157', 'MYB158', 'MYB160', 'MYB163', 'MYB165', 'MYB168', 'MYB169', 'MYB188', 'MYB193', 'MYB201', 'MYB919', 'MYB920', 'MYB921', 'MYB922', 'MYB923']"
38080,MYB620,"['MYB1', 'MYB2', 'MYB3', 'MYB8', 'MYB9', 'MYB13', 'MYB14', 'MYB17', 'MYB33', 'MYB35', 'MYB36', 'MYB46', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB96', 'MYB99', 'MYB102', 'MYB113', 'MYB115', 'MYB119', 'MYB136', 'MYB156', 'MYB157', 'MYB158', 'MYB160', 'MYB163', 'MYB165', 'MYB168', 'MYB188', 'MYB193', 'MYB201', 'MYB918', 'MYB921', 'MYB923']"
38080,MYB5,"['MYB1', 'MYB2', 'MYB3', 'MYB8', 'MYB9', 'MYB13', 'MYB14', 'MYB17', 'MYB33', 'MYB35', 'MYB36', 'MYB46', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB96', 'MYB99', 'MYB102', 'MYB113', 'MYB115', 'MYB119', 'MYB136', 'MYB156', 'MYB157', 'MYB158', 'MYB160', 'MYB163', 'MYB165', 'MYB168', 'MYB188', 'MYB193', 'MYB201', 'MYB915', 'MYB918', 'MYB921', 'MYB923']"
38080,MYB7,"['MYB1', 'MYB2', 'MYB3', 'MYB8', 'MYB9', 'MYB13', 'MYB14', 'MYB17', 'MYB33', 'MYB35', 'MYB36', 'MYB46', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB96', 'MYB99', 'MYB102', 'MYB113', 'MYB115', 'MYB119', 'MYB136', 'MYB156', 'MYB157', 'MYB158', 'MYB160', 'MYB163', 'MYB165', 'MYB168', 'MYB188', 'MYB193', 'MYB201', 'MYB918', 'MYB921', 'MYB923']"
38080,MYB8,"['MYB1', 'MYB2', 'MYB3', 'MYB8', 'MYB9', 'MYB13', 'MYB14', 'MYB17', 'MYB33', 'MYB35', 'MYB36', 'MYB46', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB96', 'MYB99', 'MYB102', 'MYB113', 'MYB115', 'MYB119', 'MYB136', 'MYB156', 'MYB157', 'MYB158', 'MYB160', 'MYB163', 'MYB165', 'MYB168', 'MYB188', 'MYB193', 'MYB201', 'MYB918']"
38080,MYB9,"['MYB1', 'MYB2', 'MYB3', 'MYB8', 'MYB9', 'MYB13', 'MYB14', 'MYB17', 'MYB33', 'MYB35', 'MYB36', 'MYB46', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB96', 'MYB99', 'MYB102', 'MYB113', 'MYB115', 'MYB119', 'MYB136', 'MYB156', 'MYB157', 'MYB158', 'MYB160', 'MYB163', 'MYB165', 'MYB168', 'MYB188', 'MYB193', 'MYB201', 'MYB915', 'MYB918']"
38080,MYB10,"['MYB1', 'MYB2', 'MYB3', 'MYB8', 'MYB9', 'MYB13', 'MYB14', 'MYB17', 'MYB33', 'MYB35', 'MYB36', 'MYB46', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB96', 'MYB99', 'MYB102', 'MYB113', 'MYB115', 'MYB136', 'MYB156', 'MYB157', 'MYB158', 'MYB160', 'MYB163', 'MYB165', 'MYB168', 'MYB188', 'MYB193', 'MYB201']"
38080,MYB11,"['MYB1', 'MYB2', 'MYB3', 'MYB8', 'MYB9', 'MYB13', 'MYB14', 'MYB17', 'MYB33', 'MYB35', 'MYB36', 'MYB46', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB96', 'MYB99', 'MYB102', 'MYB113', 'MYB115', 'MYB136', 'MYB156', 'MYB157', 'MYB158', 'MYB160', 'MYB163', 'MYB165', 'MYB168', 'MYB188', 'MYB193', 'MYB201']"
38080,MYB77,"['MYB1', 'MYB2', 'MYB8', 'MYB9', 'MYB13', 'MYB14', 'MYB36', 'MYB51', 'MYB53', 'MYB88', 'MYB96', 'MYB115', 'MYB136', 'MYB160', 'MYB163', 'MYB188']"
38080,MYB78,"['MYB1', 'MYB2', 'MYB8', 'MYB9', 'MYB13', 'MYB14', 'MYB36', 'MYB51', 'MYB53', 'MYB88', 'MYB96', 'MYB115', 'MYB136', 'MYB160', 'MYB163', 'MYB188']"
38080,MYB84,"['MYB1', 'MYB2', 'MYB8', 'MYB9', 'MYB13', 'MYB14', 'MYB36', 'MYB51', 'MYB53', 'MYB88', 'MYB91', 'MYB96', 'MYB98', 'MYB115', 'MYB117', 'MYB119', 'MYB136', 'MYB160', 'MYB162', 'MYB163', 'MYB188']"
38080,MYB14,"['MYB1', 'MYB2', 'MYB8', 'MYB9', 'MYB13', 'MYB14', 'MYB36', 'MYB51', 'MYB53', 'MYB88', 'MYB96', 'MYB115', 'MYB117', 'MYB119', 'MYB136', 'MYB160', 'MYB163', 'MYB188', 'MYB914']"
38080,MYB15,"['MYB1', 'MYB2', 'MYB8', 'MYB9', 'MYB13', 'MYB14', 'MYB36', 'MYB51', 'MYB53', 'MYB88', 'MYB96', 'MYB115', 'MYB117', 'MYB119', 'MYB136', 'MYB160', 'MYB163', 'MYB188', 'MYB914']"
38080,MYB16,"['MYB1', 'MYB2', 'MYB8', 'MYB9', 'MYB13', 'MYB14', 'MYB36', 'MYB51', 'MYB53', 'MYB88', 'MYB96', 'MYB115', 'MYB117', 'MYB119', 'MYB136', 'MYB160', 'MYB163', 'MYB188', 'MYB914']"
38080,MYB20,"['MYB1', 'MYB2', 'MYB13', 'MYB14', 'MYB51', 'MYB53', 'MYB96', 'MYB117', 'MYB119', 'MYB160', 'MYB163', 'MYB188']"
38080,MYB21,"['MYB1', 'MYB2', 'MYB13', 'MYB14', 'MYB51', 'MYB53', 'MYB96', 'MYB117', 'MYB119', 'MYB160', 'MYB163', 'MYB188']"
38080,MYB22,"['MYB1', 'MYB2', 'MYB13', 'MYB14', 'MYB51', 'MYB53', 'MYB96', 'MYB117', 'MYB119', 'MYB160', 'MYB163', 'MYB188']"
38080,MYB23,"['MYB1', 'MYB2', 'MYB13', 'MYB14', 'MYB51', 'MYB53', 'MYB96', 'MYB117', 'MYB119', 'MYB160', 'MYB163', 'MYB188']"
38080,MYB24,"['MYB1', 'MYB2', 'MYB13', 'MYB14', 'MYB51', 'MYB53', 'MYB96', 'MYB117', 'MYB119', 'MYB160', 'MYB163', 'MYB188']"
38080,MYB25,"['MYB1', 'MYB2', 'MYB13', 'MYB14', 'MYB51', 'MYB53', 'MYB96', 'MYB117', 'MYB119', 'MYB160', 'MYB163', 'MYB188']"
38080,MYB18,"['MYB1', 'MYB2', 'MYB13', 'MYB14', 'MYB33', 'MYB51', 'MYB53', 'MYB88', 'MYB96', 'MYB117', 'MYB119', 'MYB156', 'MYB157', 'MYB160', 'MYB163', 'MYB188']"
38080,MYB19,"['MYB1', 'MYB2', 'MYB13', 'MYB14', 'MYB33', 'MYB34', 'MYB35', 'MYB36', 'MYB40', 'MYB51', 'MYB53', 'MYB68', 'MYB70', 'MYB72', 'MYB74', 'MYB76', 'MYB77', 'MYB84', 'MYB86', 'MYB88', 'MYB96', 'MYB117', 'MYB119', 'MYB120', 'MYB121', 'MYB125', 'MYB156', 'MYB157', 'MYB158', 'MYB159', 'MYB160', 'MYB163', 'MYB188', 'MYB201']"
38080,MYB67,"['MYB1', 'MYB2', 'MYB8', 'MYB9', 'MYB13', 'MYB14', 'MYB33', 'MYB35', 'MYB51', 'MYB53', 'MYB61', 'MYB68', 'MYB88', 'MYB96', 'MYB115', 'MYB117', 'MYB119', 'MYB136', 'MYB156', 'MYB157', 'MYB158', 'MYB160', 'MYB163', 'MYB188', 'MYB201', 'MYB805', 'MYB914']"
38080,MYB68,"['MYB1', 'MYB2', 'MYB8', 'MYB9', 'MYB13', 'MYB14', 'MYB33', 'MYB34', 'MYB35', 'MYB40', 'MYB53', 'MYB61', 'MYB68', 'MYB70', 'MYB72', 'MYB74', 'MYB76', 'MYB77', 'MYB84', 'MYB86', 'MYB88', 'MYB96', 'MYB115', 'MYB117', 'MYB119', 'MYB120', 'MYB121', 'MYB125', 'MYB136', 'MYB155', 'MYB156', 'MYB157', 'MYB158', 'MYB159', 'MYB160', 'MYB163', 'MYB188', 'MYB201', 'MYB914']"
38080,MYB72,"['MYB1', 'MYB2', 'MYB8', 'MYB9', 'MYB13', 'MYB14', 'MYB21', 'MYB24', 'MYB27', 'MYB33', 'MYB35', 'MYB54', 'MYB61', 'MYB68', 'MYB86', 'MYB88', 'MYB96', 'MYB102', 'MYB103', 'MYB115', 'MYB117', 'MYB119', 'MYB130', 'MYB131', 'MYB132', 'MYB136', 'MYB155', 'MYB155', 'MYB156', 'MYB157', 'MYB158', 'MYB160', 'MYB163', 'MYB188', 'MYB201', 'MYB923']"
38080,MYB73,"['MYB1', 'MYB2', 'MYB9', 'MYB13', 'MYB14', 'MYB16', 'MYB17', 'MYB21', 'MYB22', 'MYB27', 'MYB30', 'MYB33', 'MYB34', 'MYB35', 'MYB37', 'MYB39', 'MYB40', 'MYB41', 'MYB42', 'MYB44', 'MYB45', 'MYB47', 'MYB48', 'MYB49', 'MYB50', 'MYB53', 'MYB54', 'MYB55', 'MYB56', 'MYB57', 'MYB58', 'MYB59', 'MYB61', 'MYB68', 'MYB70', 'MYB70', 'MYB72', 'MYB72', 'MYB74', 'MYB74', 'MYB76', 'MYB77', 'MYB83', 'MYB84', 'MYB86', 'MYB87', 'MYB88', 'MYB89', 'MYB91', 'MYB92', 'MYB93', 'MYB94', 'MYB95', 'MYB96', 'MYB102', 'MYB103', 'MYB114', 'MYB115', 'MYB117', 'MYB119', 'MYB120', 'MYB120', 'MYB121', 'MYB121', 'MYB124', 'MYB125', 'MYB130', 'MYB131', 'MYB132', 'MYB135', 'MYB150', 'MYB155', 'MYB156', 'MYB157', 'MYB158', 'MYB159', 'MYB160', 'MYB161', 'MYB162', 'MYB163', 'MYB177', 'MYB180', 'MYB181', 'MYB182', 'MYB188', 'MYB201', 'MYB803', 'MYB805', 'MYB920', 'MYB922']"
38080,MYB382,"['MYB1', 'MYB2', 'MYB9', 'MYB13', 'MYB14', 'MYB17', 'MYB22', 'MYB27', 'MYB30', 'MYB33', 'MYB35', 'MYB53', 'MYB68', 'MYB70', 'MYB72', 'MYB74', 'MYB83', 'MYB87', 'MYB88', 'MYB91', 'MYB96', 'MYB103', 'MYB114', 'MYB117', 'MYB119', 'MYB120', 'MYB121', 'MYB125', 'MYB130', 'MYB132', 'MYB135', 'MYB150', 'MYB157', 'MYB162', 'MYB163', 'MYB188', 'MYB201']"
38080,MYB74,"['MYB1', 'MYB2', 'MYB9', 'MYB13', 'MYB14', 'MYB17', 'MYB22', 'MYB27', 'MYB30', 'MYB33', 'MYB35', 'MYB53', 'MYB68', 'MYB70', 'MYB72', 'MYB74', 'MYB83', 'MYB87', 'MYB88', 'MYB91', 'MYB96', 'MYB103', 'MYB114', 'MYB117', 'MYB119', 'MYB120', 'MYB121', 'MYB125', 'MYB130', 'MYB132', 'MYB135', 'MYB150', 'MYB157', 'MYB162', 'MYB163', 'MYB188', 'MYB201', 'MYB803', 'MYB805']"
38080,MYB75,"['MYB1', 'MYB2', 'MYB9', 'MYB13', 'MYB14', 'MYB17', 'MYB22', 'MYB27', 'MYB30', 'MYB33', 'MYB35', 'MYB53', 'MYB68', 'MYB70', 'MYB72', 'MYB74', 'MYB83', 'MYB87', 'MYB88', 'MYB91', 'MYB96', 'MYB103', 'MYB114', 'MYB117', 'MYB119', 'MYB120', 'MYB121', 'MYB130', 'MYB132', 'MYB135', 'MYB150', 'MYB157', 'MYB162', 'MYB163', 'MYB188', 'MYB201']"
38080,MYB36,"['MYB1', 'MYB2', 'MYB13', 'MYB14', 'MYB17', 'MYB22', 'MYB27', 'MYB30', 'MYB33', 'MYB35', 'MYB37', 'MYB39', 'MYB41', 'MYB42', 'MYB53', 'MYB68', 'MYB70', 'MYB88', 'MYB96', 'MYB103', 'MYB114', 'MYB130', 'MYB132', 'MYB135', 'MYB150', 'MYB157', 'MYB163', 'MYB169', 'MYB188', 'MYB201', 'MYB807', 'MYB914', 'MYB916', 'MYB917', 'MYB918']"
38080,MYB37,"['MYB1', 'MYB2', 'MYB3', 'MYB13', 'MYB14', 'MYB17', 'MYB22', 'MYB23', 'MYB24', 'MYB26', 'MYB27', 'MYB28', 'MYB29', 'MYB30', 'MYB33', 'MYB35', 'MYB36', 'MYB37', 'MYB39', 'MYB41', 'MYB42', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB94', 'MYB96', 'MYB98', 'MYB99', 'MYB101', 'MYB103', 'MYB104', 'MYB113', 'MYB114', 'MYB130', 'MYB131', 'MYB132', 'MYB133', 'MYB134', 'MYB135', 'MYB150', 'MYB157', 'MYB163', 'MYB165', 'MYB169', 'MYB179', 'MYB188', 'MYB193', 'MYB201', 'MYB914', 'MYB917', 'MYB918']"
38080,MYB38,"['MYB1', 'MYB2', 'MYB3', 'MYB13', 'MYB14', 'MYB17', 'MYB22', 'MYB23', 'MYB24', 'MYB26', 'MYB27', 'MYB28', 'MYB29', 'MYB30', 'MYB33', 'MYB35', 'MYB36', 'MYB37', 'MYB39', 'MYB41', 'MYB42', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB94', 'MYB96', 'MYB98', 'MYB99', 'MYB101', 'MYB103', 'MYB104', 'MYB113', 'MYB114', 'MYB130', 'MYB131', 'MYB132', 'MYB133', 'MYB134', 'MYB135', 'MYB150', 'MYB157', 'MYB163', 'MYB165', 'MYB169', 'MYB179', 'MYB188', 'MYB193', 'MYB201', 'MYB807', 'MYB914', 'MYB917', 'MYB918']"
38080,MYB39,"['MYB1', 'MYB2', 'MYB3', 'MYB13', 'MYB14', 'MYB17', 'MYB22', 'MYB23', 'MYB24', 'MYB26', 'MYB27', 'MYB28', 'MYB29', 'MYB30', 'MYB33', 'MYB35', 'MYB36', 'MYB37', 'MYB39', 'MYB41', 'MYB42', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB94', 'MYB96', 'MYB98', 'MYB99', 'MYB101', 'MYB103', 'MYB104', 'MYB113', 'MYB114', 'MYB130', 'MYB131', 'MYB132', 'MYB133', 'MYB134', 'MYB135', 'MYB150', 'MYB157', 'MYB163', 'MYB165', 'MYB169', 'MYB179', 'MYB188', 'MYB193', 'MYB201', 'MYB914', 'MYB917', 'MYB918']"
38080,MYB40,"['MYB1', 'MYB2', 'MYB3', 'MYB13', 'MYB14', 'MYB17', 'MYB22', 'MYB23', 'MYB24', 'MYB26', 'MYB27', 'MYB28', 'MYB29', 'MYB30', 'MYB33', 'MYB35', 'MYB36', 'MYB37', 'MYB39', 'MYB41', 'MYB42', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB94', 'MYB96', 'MYB98', 'MYB99', 'MYB101', 'MYB103', 'MYB104', 'MYB113', 'MYB114', 'MYB119', 'MYB130', 'MYB131', 'MYB132', 'MYB133', 'MYB134', 'MYB135', 'MYB150', 'MYB157', 'MYB163', 'MYB165', 'MYB169', 'MYB179', 'MYB188', 'MYB193', 'MYB201', 'MYB914', 'MYB916', 'MYB917', 'MYB918']"
38080,MYB41,"['MYB1', 'MYB2', 'MYB3', 'MYB13', 'MYB14', 'MYB17', 'MYB22', 'MYB23', 'MYB24', 'MYB26', 'MYB27', 'MYB28', 'MYB29', 'MYB30', 'MYB33', 'MYB35', 'MYB36', 'MYB37', 'MYB39', 'MYB41', 'MYB42', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB94', 'MYB96', 'MYB98', 'MYB99', 'MYB101', 'MYB103', 'MYB104', 'MYB113', 'MYB114', 'MYB117', 'MYB119', 'MYB130', 'MYB131', 'MYB132', 'MYB133', 'MYB134', 'MYB135', 'MYB150', 'MYB157', 'MYB163', 'MYB165', 'MYB169', 'MYB179', 'MYB188', 'MYB193', 'MYB201', 'MYB807', 'MYB914', 'MYB917', 'MYB918']"
38080,MYB42,"['MYB1', 'MYB2', 'MYB3', 'MYB13', 'MYB14', 'MYB22', 'MYB23', 'MYB24', 'MYB26', 'MYB27', 'MYB28', 'MYB29', 'MYB30', 'MYB33', 'MYB35', 'MYB36', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB94', 'MYB96', 'MYB98', 'MYB99', 'MYB101', 'MYB103', 'MYB104', 'MYB113', 'MYB114', 'MYB119', 'MYB130', 'MYB131', 'MYB132', 'MYB133', 'MYB134', 'MYB135', 'MYB150', 'MYB157', 'MYB163', 'MYB165', 'MYB169', 'MYB179', 'MYB188', 'MYB193', 'MYB201', 'MYB914', 'MYB917', 'MYB918', 'MYB923']"
38080,MYB43,"['MYB1', 'MYB2', 'MYB3', 'MYB13', 'MYB14', 'MYB22', 'MYB23', 'MYB24', 'MYB26', 'MYB27', 'MYB28', 'MYB29', 'MYB30', 'MYB33', 'MYB35', 'MYB36', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB94', 'MYB96', 'MYB98', 'MYB99', 'MYB101', 'MYB103', 'MYB104', 'MYB113', 'MYB114', 'MYB119', 'MYB130', 'MYB131', 'MYB132', 'MYB133', 'MYB134', 'MYB135', 'MYB150', 'MYB157', 'MYB163', 'MYB165', 'MYB169', 'MYB179', 'MYB188', 'MYB193', 'MYB201', 'MYB914', 'MYB916', 'MYB917', 'MYB918', 'MYB923']"
38080,MYB44,"['MYB1', 'MYB2', 'MYB3', 'MYB13', 'MYB14', 'MYB22', 'MYB23', 'MYB24', 'MYB26', 'MYB27', 'MYB28', 'MYB29', 'MYB30', 'MYB33', 'MYB35', 'MYB36', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB94', 'MYB96', 'MYB98', 'MYB99', 'MYB101', 'MYB103', 'MYB104', 'MYB113', 'MYB114', 'MYB119', 'MYB130', 'MYB131', 'MYB132', 'MYB133', 'MYB134', 'MYB135', 'MYB150', 'MYB157', 'MYB163', 'MYB165', 'MYB169', 'MYB179', 'MYB188', 'MYB193', 'MYB201', 'MYB914', 'MYB917', 'MYB918', 'MYB923']"
38080,MYB45,"['MYB1', 'MYB2', 'MYB3', 'MYB8', 'MYB9', 'MYB11', 'MYB13', 'MYB14', 'MYB18', 'MYB22', 'MYB23', 'MYB24', 'MYB26', 'MYB27', 'MYB28', 'MYB29', 'MYB30', 'MYB33', 'MYB35', 'MYB36', 'MYB43', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB90', 'MYB94', 'MYB96', 'MYB98', 'MYB99', 'MYB101', 'MYB103', 'MYB104', 'MYB113', 'MYB114', 'MYB115', 'MYB117', 'MYB119', 'MYB130', 'MYB131', 'MYB132', 'MYB133', 'MYB134', 'MYB135', 'MYB136', 'MYB150', 'MYB157', 'MYB163', 'MYB165', 'MYB168', 'MYB169', 'MYB172', 'MYB179', 'MYB188', 'MYB193', 'MYB201', 'MYB914', 'MYB917', 'MYB918', 'MYB919', 'MYB920', 'MYB922', 'MYB923']"
38080,MYB46,"['MYB1', 'MYB2', 'MYB3', 'MYB8', 'MYB9', 'MYB11', 'MYB13', 'MYB14', 'MYB15', 'MYB18', 'MYB22', 'MYB23', 'MYB24', 'MYB26', 'MYB27', 'MYB28', 'MYB29', 'MYB30', 'MYB33', 'MYB35', 'MYB36', 'MYB43', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB90', 'MYB94', 'MYB96', 'MYB98', 'MYB99', 'MYB101', 'MYB103', 'MYB104', 'MYB113', 'MYB114', 'MYB115', 'MYB117', 'MYB119', 'MYB130', 'MYB131', 'MYB132', 'MYB133', 'MYB134', 'MYB135', 'MYB136', 'MYB150', 'MYB154', 'MYB157', 'MYB163', 'MYB165', 'MYB168', 'MYB169', 'MYB172', 'MYB179', 'MYB188', 'MYB193', 'MYB201', 'MYB914', 'MYB916', 'MYB917', 'MYB918', 'MYB918', 'MYB919', 'MYB920', 'MYB921', 'MYB922', 'MYB923']"
38080,MYB47,"['MYB1', 'MYB2', 'MYB3', 'MYB8', 'MYB9', 'MYB11', 'MYB13', 'MYB14', 'MYB15', 'MYB18', 'MYB22', 'MYB23', 'MYB24', 'MYB26', 'MYB27', 'MYB28', 'MYB29', 'MYB30', 'MYB33', 'MYB35', 'MYB36', 'MYB43', 'MYB51', 'MYB53', 'MYB68', 'MYB88', 'MYB90', 'MYB96', 'MYB98', 'MYB99', 'MYB101', 'MYB103', 'MYB104', 'MYB113', 'MYB114', 'MYB115', 'MYB117', 'MYB119', 'MYB130', 'MYB131', 'MYB133', 'MYB134', 'MYB135', 'MYB136', 'MYB150', 'MYB154', 'MYB157', 'MYB163', 'MYB165', 'MYB168', 'MYB169', 'MYB179', 'MYB188', 'MYB193', 'MYB201']"
38080,MYB69,"['MYB2', 'MYB8', 'MYB9', 'MYB103', 'MYB104', 'MYB115', 'MYB132', 'MYB136', 'MYB914']"
38080,MYB70,"['MYB2', 'MYB8', 'MYB9', 'MYB115', 'MYB136']"
38080,MYB12,"['MYB3', 'MYB17', 'MYB33', 'MYB35', 'MYB46', 'MYB68', 'MYB99', 'MYB102', 'MYB113', 'MYB156', 'MYB157', 'MYB158', 'MYB165', 'MYB168', 'MYB193', 'MYB201', 'MYB801', 'MYB802', 'MYB914']"
38080,MYB13,"['MYB3', 'MYB17', 'MYB32', 'MYB33', 'MYB35', 'MYB46', 'MYB67', 'MYB68', 'MYB69', 'MYB71', 'MYB73', 'MYB75', 'MYB78', 'MYB80', 'MYB81', 'MYB99', 'MYB102', 'MYB113', 'MYB124', 'MYB156', 'MYB157', 'MYB158', 'MYB165', 'MYB168', 'MYB193', 'MYB201', 'MYB807', 'MYB914']"
38080,MYB85,"['MYB3', 'MYB17', 'MYB31', 'MYB32', 'MYB33', 'MYB35', 'MYB46', 'MYB47', 'MYB67', 'MYB68', 'MYB69', 'MYB71', 'MYB73', 'MYB75', 'MYB78', 'MYB79', 'MYB80', 'MYB81', 'MYB82', 'MYB83', 'MYB87', 'MYB91', 'MYB98', 'MYB99', 'MYB101', 'MYB102', 'MYB102', 'MYB113', 'MYB124', 'MYB156', 'MYB157', 'MYB158', 'MYB162', 'MYB165', 'MYB168', 'MYB183', 'MYB184', 'MYB185', 'MYB186', 'MYB193', 'MYB201']"
38080,MYB86,"['MYB3', 'MYB17', 'MYB31', 'MYB32', 'MYB33', 'MYB35', 'MYB46', 'MYB47', 'MYB67', 'MYB68', 'MYB69', 'MYB71', 'MYB73', 'MYB75', 'MYB78', 'MYB79', 'MYB80', 'MYB81', 'MYB82', 'MYB83', 'MYB87', 'MYB91', 'MYB98', 'MYB99', 'MYB101', 'MYB102', 'MYB102', 'MYB113', 'MYB124', 'MYB156', 'MYB157', 'MYB158', 'MYB162', 'MYB165', 'MYB168', 'MYB183', 'MYB184', 'MYB185', 'MYB186', 'MYB193', 'MYB201', 'MYB802', 'MYB803', 'MYB804', 'MYB805']"
38080,MYB87,"['MYB3', 'MYB17', 'MYB31', 'MYB32', 'MYB33', 'MYB35', 'MYB46', 'MYB47', 'MYB67', 'MYB68', 'MYB69', 'MYB71', 'MYB73', 'MYB75', 'MYB78', 'MYB79', 'MYB80', 'MYB81', 'MYB82', 'MYB83', 'MYB87', 'MYB91', 'MYB98', 'MYB99', 'MYB101', 'MYB102', 'MYB102', 'MYB113', 'MYB124', 'MYB156', 'MYB157', 'MYB158', 'MYB162', 'MYB165', 'MYB168', 'MYB183', 'MYB184', 'MYB185', 'MYB186', 'MYB193', 'MYB201']"
