rigeon1,nodeid1,routeid1
38030,JJB381235043,"['JJB381001020', 'JJB381012020', 'JJB381012110', 'JJB381012210', 'JJB381012310', 'JJB381012410', 'JJB381012510', 'JJB381012620', 'JJB381015220', 'JJB381016020', 'JJB381016120', 'JJB381017020', 'JJB381029410', 'JJB381029510', 'JJB381101020', 'JJB381112210', 'JJB381112310', 'JJB381112510', 'JJB381116020', 'JJB381129410', 'JJB381129510', 'JJB381212310', 'JJB381216020', 'JJB381229510', 'JJB381316020', 'JJB381329510', 'JJB381429510']"
38030,JJB381237029,"['JJB381001020', 'JJB381012020', 'JJB381012110', 'JJB381012210', 'JJB381012310', 'JJB381012410', 'JJB381012510', 'JJB381012620', 'JJB381015220', 'JJB381016020', 'JJB381016120', 'JJB381017020', 'JJB381029410', 'JJB381029510', 'JJB381101020', 'JJB381112210', 'JJB381112310', 'JJB381112510', 'JJB381116020', 'JJB381129410', 'JJB381129510', 'JJB381212310', 'JJB381216020', 'JJB381229510', 'JJB381316020', 'JJB381329510', 'JJB381429510']"
38030,JJB381237027,"['JJB381001020', 'JJB381012020', 'JJB381012110', 'JJB381012210', 'JJB381012310', 'JJB381012410', 'JJB381012510', 'JJB381012620', 'JJB381015220', 'JJB381016020', 'JJB381016120', 'JJB381017020', 'JJB381029410', 'JJB381029510', 'JJB381101020', 'JJB381112210', 'JJB381112310', 'JJB381112510', 'JJB381116020', 'JJB381129410', 'JJB381129510', 'JJB381212310', 'JJB381216020', 'JJB381229510', 'JJB381316020', 'JJB381329510', 'JJB381429510']"
38030,JJB381237025,"['JJB381001020', 'JJB381012020', 'JJB381012110', 'JJB381012210', 'JJB381012310', 'JJB381012410', 'JJB381012510', 'JJB381012620', 'JJB381015220', 'JJB381016020', 'JJB381016120', 'JJB381017020', 'JJB381029410', 'JJB381029510', 'JJB381101020', 'JJB381112210', 'JJB381112310', 'JJB381112510', 'JJB381116020', 'JJB381129410', 'JJB381129510', 'JJB381212310', 'JJB381216020', 'JJB381229510', 'JJB381316020', 'JJB381329510', 'JJB381429510']"
38030,JJB381248013,"['JJB381001020', 'JJB381012110', 'JJB381012210', 'JJB381012310', 'JJB381012410', 'JJB381012510', 'JJB381012620', 'JJB381029410', 'JJB381029510', 'JJB381101020', 'JJB381112210', 'JJB381112310', 'JJB381112510', 'JJB381129410', 'JJB381129510', 'JJB381212310', 'JJB381229510', 'JJB381329510', 'JJB381429510']"
38030,JJB999000055,"['JJB381001020', 'JJB381012110', 'JJB381012210', 'JJB381012310', 'JJB381012410', 'JJB381012510', 'JJB381012620', 'JJB381029410', 'JJB381029510', 'JJB381101020', 'JJB381112210', 'JJB381112310', 'JJB381112510', 'JJB381129410', 'JJB381129510', 'JJB381212310', 'JJB381229510', 'JJB381329510', 'JJB381429510']"
38030,JJB381248020,"['JJB381001020', 'JJB381015020', 'JJB381015021', 'JJB381020020', 'JJB381101020']"
38030,JJB381248018,"['JJB381001020', 'JJB381015020', 'JJB381015021', 'JJB381020020', 'JJB381101020']"
38030,JJB381247032,"['JJB381001020', 'JJB381015020', 'JJB381015021', 'JJB381015131', 'JJB381020020', 'JJB381101020']"
38030,JJB381247041,"['JJB381001020', 'JJB381012220', 'JJB381012420', 'JJB381012520', 'JJB381013120', 'JJB381015020', 'JJB381015021', 'JJB381015130', 'JJB381020020', 'JJB381101020', 'JJB381112220', 'JJB381112520']"
38030,JJB381247022,"['JJB381001020', 'JJB381012220', 'JJB381012420', 'JJB381012520', 'JJB381013120', 'JJB381015020', 'JJB381015021', 'JJB381015130', 'JJB381020020', 'JJB381101020', 'JJB381112220', 'JJB381112520']"
38030,JJB381247040,"['JJB381001020', 'JJB381012220', 'JJB381012420', 'JJB381012520', 'JJB381013120', 'JJB381015020', 'JJB381015021', 'JJB381015130', 'JJB381020020', 'JJB381101020', 'JJB381112220', 'JJB381112520']"
38030,JJB381247007,"['JJB381001020', 'JJB381012020', 'JJB381012110', 'JJB381012310', 'JJB381012620', 'JJB381013020', 'JJB381013210', 'JJB381013310', 'JJB381013420', 'JJB381014020', 'JJB381014120', 'JJB381014220', 'JJB381014320', 'JJB381014420', 'JJB381014520', 'JJB381014620', 'JJB381015020', 'JJB381015021', 'JJB381015130', 'JJB381015220', 'JJB381016020', 'JJB381016120', 'JJB381017020', 'JJB381017120', 'JJB381020020', 'JJB381021020', 'JJB381101020', 'JJB381112310', 'JJB381114020', 'JJB381114220', 'JJB381116020', 'JJB381212310', 'JJB381214020', 'JJB381214220', 'JJB381216020', 'JJB381221020', 'JJB381314020', 'JJB381314220', 'JJB381316020', 'JJB381414020', 'JJB381414220']"
38030,JJB381247004,"['JJB381001020', 'JJB381012020', 'JJB381012110', 'JJB381012310', 'JJB381012620', 'JJB381013020', 'JJB381013210', 'JJB381013310', 'JJB381013420', 'JJB381014020', 'JJB381014120', 'JJB381014220', 'JJB381014320', 'JJB381014420', 'JJB381014520', 'JJB381014620', 'JJB381015020', 'JJB381015021', 'JJB381015130', 'JJB381015220', 'JJB381016020', 'JJB381016120', 'JJB381017020', 'JJB381017120', 'JJB381020020', 'JJB381021020', 'JJB381112310', 'JJB381114020', 'JJB381114220', 'JJB381116020', 'JJB381212310', 'JJB381214020', 'JJB381214220', 'JJB381216020', 'JJB381221020', 'JJB381314020', 'JJB381314220', 'JJB381316020', 'JJB381414020', 'JJB381414220']"
38030,JJB381247003,"['JJB381001020', 'JJB381011020', 'JJB381011120', 'JJB381012020', 'JJB381012620', 'JJB381013020', 'JJB381013420', 'JJB381014120', 'JJB381014220', 'JJB381014320', 'JJB381014420', 'JJB381014520', 'JJB381014620', 'JJB381015020', 'JJB381015021', 'JJB381015130', 'JJB381015131', 'JJB381015220', 'JJB381016120', 'JJB381017020', 'JJB381017120', 'JJB381020020', 'JJB381021020', 'JJB381111020', 'JJB381111120', 'JJB381114220', 'JJB381214220', 'JJB381221020', 'JJB381314220', 'JJB381316020', 'JJB381414220']"
38030,JJB381102016,"['JJB381001020', 'JJB381011020', 'JJB381011120', 'JJB381012020', 'JJB381012620', 'JJB381013020', 'JJB381013420', 'JJB381014120', 'JJB381014220', 'JJB381014320', 'JJB381014420', 'JJB381014520', 'JJB381014620', 'JJB381015020', 'JJB381015021', 'JJB381015130', 'JJB381015131', 'JJB381015220', 'JJB381016120', 'JJB381017020', 'JJB381017120', 'JJB381020020', 'JJB381021020', 'JJB381101020', 'JJB381111020', 'JJB381111120', 'JJB381113020', 'JJB381114220', 'JJB381214220', 'JJB381221020', 'JJB381314220', 'JJB381316020', 'JJB381321020', 'JJB381414220']"
38030,JJB381102092,"['JJB381001020', 'JJB381011020', 'JJB381011120', 'JJB381012020', 'JJB381012620', 'JJB381013020', 'JJB381013420', 'JJB381014120', 'JJB381014220', 'JJB381014320', 'JJB381014420', 'JJB381014520', 'JJB381014620', 'JJB381015020', 'JJB381015021', 'JJB381015130', 'JJB381015131', 'JJB381015220', 'JJB381016120', 'JJB381017020', 'JJB381017120', 'JJB381020020', 'JJB381021020', 'JJB381101020', 'JJB381111020', 'JJB381111120', 'JJB381113020', 'JJB381114220', 'JJB381135210', 'JJB381214220', 'JJB381221020', 'JJB381314220', 'JJB381316020', 'JJB381321020', 'JJB381414220']"
38030,JJB381102090,"['JJB381001020', 'JJB381011020', 'JJB381011120', 'JJB381012020', 'JJB381012620', 'JJB381013020', 'JJB381013420', 'JJB381014120', 'JJB381014220', 'JJB381014320', 'JJB381014420', 'JJB381014520', 'JJB381014620', 'JJB381015020', 'JJB381015021', 'JJB381015130', 'JJB381015131', 'JJB381015220', 'JJB381016120', 'JJB381017020', 'JJB381017120', 'JJB381020020', 'JJB381021020', 'JJB381101020', 'JJB381111020', 'JJB381111120', 'JJB381113020', 'JJB381114220', 'JJB381135210', 'JJB381214220', 'JJB381221020', 'JJB381314220', 'JJB381316020', 'JJB381321020', 'JJB381414220']"
38030,JJB381102087,"['JJB381001020', 'JJB381011020', 'JJB381011120', 'JJB381012020', 'JJB381012620', 'JJB381013020', 'JJB381013420', 'JJB381014120', 'JJB381014220', 'JJB381014320', 'JJB381014420', 'JJB381014520', 'JJB381014620', 'JJB381015020', 'JJB381015021', 'JJB381015130', 'JJB381015131', 'JJB381015220', 'JJB381016120', 'JJB381017020', 'JJB381017120', 'JJB381020020', 'JJB381021020', 'JJB381025310', 'JJB381035010', 'JJB381035110', 'JJB381035210', 'JJB381042010', 'JJB381047010', 'JJB381047110', 'JJB381101020', 'JJB381111020', 'JJB381111120', 'JJB381113020', 'JJB381114220', 'JJB381135010', 'JJB381135110', 'JJB381135210', 'JJB381214220', 'JJB381221020', 'JJB381235210', 'JJB381314220', 'JJB381316020', 'JJB381321020', 'JJB381414220']"
38030,JJB381234021,"['JJB381002010', 'JJB381013420', 'JJB381017120', 'JJB381073020', 'JJB381073120']"
38030,JJB381234019,"['JJB381002010', 'JJB381013420', 'JJB381017120', 'JJB381073020', 'JJB381073120']"
38030,JJB381234016,"['JJB381002010', 'JJB381013420', 'JJB381017120', 'JJB381073020', 'JJB381073120']"
38030,JJB381234008,"['JJB381002010', 'JJB381013020', 'JJB381013110', 'JJB381013210', 'JJB381013310', 'JJB381014020', 'JJB381014120', 'JJB381014220', 'JJB381014320', 'JJB381014420', 'JJB381014520', 'JJB381014620', 'JJB381015130', 'JJB381017120', 'JJB381021020', 'JJB381024110', 'JJB381025110', 'JJB381025210', 'JJB381025310', 'JJB381030030', 'JJB381030031', 'JJB381030130', 'JJB381030131', 'JJB381035110', 'JJB381038010', 'JJB381038110', 'JJB381039010', 'JJB381039110', 'JJB381113020', 'JJB381114020', 'JJB381114220', 'JJB381130131', 'JJB381135110', 'JJB381138030', 'JJB381138130', 'JJB381214020', 'JJB381214220', 'JJB381221020', 'JJB381230030', 'JJB381230130', 'JJB381230131', 'JJB381238010', 'JJB381239010', 'JJB381314020', 'JJB381314220', 'JJB381321020', 'JJB381330130', 'JJB381339010', 'JJB381414020', 'JJB381414220', 'JJB381439010']"
38030,JJB381234010,"['JJB381002010', 'JJB381013020', 'JJB381013110', 'JJB381013210', 'JJB381013310', 'JJB381014020', 'JJB381014120', 'JJB381014220', 'JJB381014320', 'JJB381014420', 'JJB381014520', 'JJB381014620', 'JJB381015130', 'JJB381017120', 'JJB381021020', 'JJB381024110', 'JJB381025110', 'JJB381025210', 'JJB381025310', 'JJB381030030', 'JJB381030031', 'JJB381030130', 'JJB381030131', 'JJB381035110', 'JJB381038010', 'JJB381038110', 'JJB381039010', 'JJB381039110', 'JJB381113020', 'JJB381114020', 'JJB381114220', 'JJB381130131', 'JJB381135110', 'JJB381138030', 'JJB381138130', 'JJB381214020', 'JJB381214220', 'JJB381221020', 'JJB381230030', 'JJB381230130', 'JJB381230131', 'JJB381238010', 'JJB381239010', 'JJB381314020', 'JJB381314220', 'JJB381321020', 'JJB381330130', 'JJB381339010', 'JJB381414020', 'JJB381414220', 'JJB381439010']"
38030,JJB381234013,"['JJB381002010', 'JJB381013020', 'JJB381013110', 'JJB381013210', 'JJB381013310', 'JJB381014020', 'JJB381014120', 'JJB381014220', 'JJB381014320', 'JJB381014420', 'JJB381014520', 'JJB381014620', 'JJB381015130', 'JJB381017120', 'JJB381021020', 'JJB381024110', 'JJB381025110', 'JJB381025210', 'JJB381025310', 'JJB381030030', 'JJB381030031', 'JJB381030130', 'JJB381030131', 'JJB381035110', 'JJB381038010', 'JJB381038110', 'JJB381039010', 'JJB381039110', 'JJB381113020', 'JJB381114020', 'JJB381114220', 'JJB381130131', 'JJB381135110', 'JJB381138030', 'JJB381138130', 'JJB381214020', 'JJB381214220', 'JJB381221020', 'JJB381230030', 'JJB381230130', 'JJB381230131', 'JJB381238010', 'JJB381239010', 'JJB381314020', 'JJB381314220', 'JJB381321020', 'JJB381330130', 'JJB381339010', 'JJB381414020', 'JJB381414220', 'JJB381439010']"
38030,JJB381233001,"['JJB381002010', 'JJB381013020', 'JJB381013110', 'JJB381013210', 'JJB381013310', 'JJB381013420', 'JJB381014020', 'JJB381014120', 'JJB381014220', 'JJB381014320', 'JJB381014420', 'JJB381014520', 'JJB381014620', 'JJB381015130', 'JJB381017120', 'JJB381021020', 'JJB381024110', 'JJB381025110', 'JJB381025210', 'JJB381025310', 'JJB381030030', 'JJB381030031', 'JJB381030130', 'JJB381030131', 'JJB381035010', 'JJB381035110', 'JJB381035210', 'JJB381036010', 'JJB381036110', 'JJB381036210', 'JJB381036310', 'JJB381037010', 'JJB381037110', 'JJB381037210', 'JJB381038010', 'JJB381038110', 'JJB381039010', 'JJB381039110', 'JJB381073020', 'JJB381073120', 'JJB381113020', 'JJB381114020', 'JJB381114220', 'JJB381130131', 'JJB381135010', 'JJB381135110', 'JJB381135210', 'JJB381138030', 'JJB381138130', 'JJB381214020', 'JJB381214220', 'JJB381221020', 'JJB381230030', 'JJB381230130', 'JJB381230131', 'JJB381235210', 'JJB381238010', 'JJB381239010', 'JJB381314020', 'JJB381314220', 'JJB381321020', 'JJB381330130', 'JJB381339010', 'JJB381414020', 'JJB381414220', 'JJB381439010']"
38030,JJB381227002,"['JJB381002010', 'JJB381013020', 'JJB381013110', 'JJB381013210', 'JJB381013310', 'JJB381013420', 'JJB381014020', 'JJB381014120', 'JJB381014220', 'JJB381014320', 'JJB381014420', 'JJB381014520', 'JJB381014620', 'JJB381015130', 'JJB381017120', 'JJB381021020', 'JJB381024110', 'JJB381025110', 'JJB381025210', 'JJB381025310', 'JJB381030030', 'JJB381030031', 'JJB381030130', 'JJB381030131', 'JJB381035010', 'JJB381035110', 'JJB381035210', 'JJB381035310', 'JJB381036010', 'JJB381037010', 'JJB381037110', 'JJB381037210', 'JJB381038010', 'JJB381038110', 'JJB381039010', 'JJB381039110', 'JJB381055030', 'JJB381073020', 'JJB381073120', 'JJB381113020', 'JJB381114020', 'JJB381114220', 'JJB381130131', 'JJB381135010', 'JJB381135110', 'JJB381135210', 'JJB381138030', 'JJB381138130', 'JJB381214020', 'JJB381214220', 'JJB381221020', 'JJB381230030', 'JJB381230130', 'JJB381230131', 'JJB381235210', 'JJB381238010', 'JJB381239010', 'JJB381314020', 'JJB381314220', 'JJB381321020', 'JJB381330130', 'JJB381339010', 'JJB381414020', 'JJB381414220', 'JJB381439010']"
38030,JJB381232001,"['JJB381002010', 'JJB381012020', 'JJB381012110', 'JJB381012210', 'JJB381012310', 'JJB381012410', 'JJB381012510', 'JJB381012620', 'JJB381015130', 'JJB381026010', 'JJB381026110', 'JJB381027010', 'JJB381027110', 'JJB381027210', 'JJB381028110', 'JJB381029210', 'JJB381029310', 'JJB381029410', 'JJB381029510', 'JJB381030030', 'JJB381030031', 'JJB381030130', 'JJB381030131', 'JJB381034010', 'JJB381034110', 'JJB381034210', 'JJB381034310', 'JJB381034410', 'JJB381035010', 'JJB381035110', 'JJB381035310', 'JJB381036010', 'JJB381037010', 'JJB381037110', 'JJB381037210', 'JJB381037310', 'JJB381037410', 'JJB381037510', 'JJB381037610', 'JJB381037710', 'JJB381055030', 'JJB381112210', 'JJB381112310', 'JJB381112510', 'JJB381126110', 'JJB381127210', 'JJB381128130', 'JJB381129210', 'JJB381129310', 'JJB381129410', 'JJB381129510', 'JJB381130131', 'JJB381134310', 'JJB381135010', 'JJB381135110', 'JJB381137310', 'JJB381137510', 'JJB381137610', 'JJB381212310', 'JJB381226110', 'JJB381229210', 'JJB381229510', 'JJB381230030', 'JJB381230130', 'JJB381230131', 'JJB381234410', 'JJB381329510', 'JJB381330130', 'JJB381334410', 'JJB381429510', 'JJB381434410', 'JJB381534410']"
38030,JJB381232007,"['JJB381002010', 'JJB381012020', 'JJB381012110', 'JJB381012210', 'JJB381012310', 'JJB381012410', 'JJB381012510', 'JJB381012620', 'JJB381015130', 'JJB381026010', 'JJB381026110', 'JJB381027010', 'JJB381027110', 'JJB381027210', 'JJB381028110', 'JJB381029210', 'JJB381029310', 'JJB381029410', 'JJB381029510', 'JJB381030030', 'JJB381030031', 'JJB381030130', 'JJB381030131', 'JJB381034010', 'JJB381034110', 'JJB381034210', 'JJB381034310', 'JJB381034410', 'JJB381035010', 'JJB381035110', 'JJB381035310', 'JJB381036010', 'JJB381036110', 'JJB381036210', 'JJB381036310', 'JJB381037010', 'JJB381037110', 'JJB381037210', 'JJB381037310', 'JJB381037410', 'JJB381037510', 'JJB381037610', 'JJB381037710', 'JJB381055030', 'JJB381055130', 'JJB381112210', 'JJB381112310', 'JJB381112510', 'JJB381126110', 'JJB381127210', 'JJB381128130', 'JJB381129210', 'JJB381129310', 'JJB381129410', 'JJB381129510', 'JJB381130131', 'JJB381134310', 'JJB381135010', 'JJB381135110', 'JJB381137310', 'JJB381137510', 'JJB381137610', 'JJB381212310', 'JJB381226110', 'JJB381229210', 'JJB381229510', 'JJB381230030', 'JJB381230130', 'JJB381230131', 'JJB381234410', 'JJB381329510', 'JJB381330130', 'JJB381334410', 'JJB381429510', 'JJB381434410', 'JJB381534410']"
38030,JJB381231001,"['JJB381002010', 'JJB381012020', 'JJB381012110', 'JJB381012210', 'JJB381012310', 'JJB381012410', 'JJB381012510', 'JJB381012620', 'JJB381015130', 'JJB381026010', 'JJB381026110', 'JJB381027010', 'JJB381027110', 'JJB381027210', 'JJB381028110', 'JJB381029210', 'JJB381029310', 'JJB381029410', 'JJB381029510', 'JJB381030030', 'JJB381030031', 'JJB381030130', 'JJB381030131', 'JJB381034010', 'JJB381034110', 'JJB381034210', 'JJB381034310', 'JJB381034410', 'JJB381035010', 'JJB381035110', 'JJB381035310', 'JJB381036010', 'JJB381036110', 'JJB381036210', 'JJB381036310', 'JJB381037010', 'JJB381037110', 'JJB381037210', 'JJB381037310', 'JJB381037410', 'JJB381037510', 'JJB381037610', 'JJB381037710', 'JJB381055030', 'JJB381055130', 'JJB381112210', 'JJB381112310', 'JJB381112510', 'JJB381126110', 'JJB381127210', 'JJB381128130', 'JJB381129210', 'JJB381129310', 'JJB381129410', 'JJB381129510', 'JJB381130131', 'JJB381134310', 'JJB381135010', 'JJB381135110', 'JJB381137310', 'JJB381137510', 'JJB381137610', 'JJB381212310', 'JJB381226110', 'JJB381229210', 'JJB381229510', 'JJB381230030', 'JJB381230130', 'JJB381230131', 'JJB381234410', 'JJB381329510', 'JJB381330130', 'JJB381334410', 'JJB381429510', 'JJB381434410', 'JJB381534410']"
38030,JJB381231004,"['JJB381002010', 'JJB381015130', 'JJB381026010', 'JJB381027010', 'JJB381035310', 'JJB381036010', 'JJB381055030']"
38030,JJB381231005,"['JJB381002010', 'JJB381015130', 'JJB381026010', 'JJB381027010', 'JJB381036010']"
38030,JJB381231008,"['JJB381002010', 'JJB381015130', 'JJB381026010', 'JJB381027010', 'JJB381036010']"
38030,JJB381236038,"['JJB381002010', 'JJB381015130']"
38030,JJB999000048,"['JJB381002010', 'JJB381015130']"
38030,JJB381238003,"['JJB381002010', 'JJB381015130', 'JJB381025220']"
38030,JJB381238013,"['JJB381002010', 'JJB381015130', 'JJB381017020', 'JJB381025220', 'JJB381027020', 'JJB381027120', 'JJB381027220', 'JJB381037020', 'JJB381037120', 'JJB381037220', 'JJB381047020', 'JJB381047120', 'JJB381127220']"
38030,JJB381101126,"['JJB381002010', 'JJB381015130', 'JJB381017020', 'JJB381025220', 'JJB381027020', 'JJB381027120', 'JJB381027220', 'JJB381037020', 'JJB381037120', 'JJB381037220', 'JJB381047020', 'JJB381047120', 'JJB381127220']"
38030,JJB381239015,"['JJB381002010', 'JJB381015130', 'JJB381017020', 'JJB381025220', 'JJB381027020', 'JJB381027120', 'JJB381027220', 'JJB381037020', 'JJB381037120', 'JJB381037220', 'JJB381047020', 'JJB381047120', 'JJB381115131', 'JJB381127220']"
38030,JJB999000019,"['JJB381002020', 'JJB381015130', 'JJB381015131']"
38030,JJB381239036,"['JJB381002020', 'JJB381015131', 'JJB381115131']"
38030,JJB381239034,"['JJB381002020', 'JJB381015131', 'JJB381115131']"
38030,JJB381239033,"['JJB381002020', 'JJB381015131', 'JJB381115131']"
38030,JJB381232009,"['JJB381002020', 'JJB381015131', 'JJB381115131']"
38030,JJB999000049,"['JJB381002020', 'JJB381015131', 'JJB381115131']"
38030,JJB381239039,"['JJB381002020', 'JJB381015131', 'JJB381115131']"
38030,JJB381231007,"['JJB381002020', 'JJB381015131', 'JJB381026020', 'JJB381027020', 'JJB381036020', 'JJB381115131']"
38030,JJB381231006,"['JJB381002020', 'JJB381015131', 'JJB381026020', 'JJB381027020', 'JJB381036020', 'JJB381115131']"
38030,JJB381231003,"['JJB381002020', 'JJB381015131', 'JJB381026020', 'JJB381027020', 'JJB381035320', 'JJB381036020', 'JJB381055130', 'JJB381115131']"
38030,JJB381231002,"['JJB381002020', 'JJB381012010', 'JJB381012120', 'JJB381012220', 'JJB381012320', 'JJB381012420', 'JJB381012520', 'JJB381012610', 'JJB381015131', 'JJB381026020', 'JJB381026120', 'JJB381027020', 'JJB381027120', 'JJB381027220', 'JJB381028120', 'JJB381029220', 'JJB381029320', 'JJB381029420', 'JJB381029520', 'JJB381030030', 'JJB381030031', 'JJB381030130', 'JJB381030131', 'JJB381034020', 'JJB381034120', 'JJB381034220', 'JJB381034320', 'JJB381034420', 'JJB381035020', 'JJB381035120', 'JJB381035320', 'JJB381036020', 'JJB381036120', 'JJB381036220', 'JJB381036320', 'JJB381037020', 'JJB381037120', 'JJB381037220', 'JJB381037320', 'JJB381037420', 'JJB381037520', 'JJB381037620', 'JJB381037720', 'JJB381055030', 'JJB381055130', 'JJB381112220', 'JJB381112320', 'JJB381112520', 'JJB381115131', 'JJB381126120', 'JJB381127220', 'JJB381129220', 'JJB381129320', 'JJB381129420', 'JJB381129520', 'JJB381130131', 'JJB381134230', 'JJB381134320', 'JJB381134410', 'JJB381135020', 'JJB381135120', 'JJB381137320', 'JJB381137520', 'JJB381137620', 'JJB381212320', 'JJB381226120', 'JJB381229220', 'JJB381229520', 'JJB381230030', 'JJB381230130', 'JJB381234420', 'JJB381329520', 'JJB381334420', 'JJB381429520', 'JJB381434420', 'JJB381534420']"
38030,JJB381232008,"['JJB381002020', 'JJB381012010', 'JJB381012120', 'JJB381012220', 'JJB381012320', 'JJB381012420', 'JJB381012520', 'JJB381012610', 'JJB381015131', 'JJB381026020', 'JJB381026120', 'JJB381027020', 'JJB381027120', 'JJB381027220', 'JJB381028120', 'JJB381029220', 'JJB381029320', 'JJB381029420', 'JJB381029520', 'JJB381030030', 'JJB381030031', 'JJB381030130', 'JJB381030131', 'JJB381034020', 'JJB381034120', 'JJB381034220', 'JJB381034320', 'JJB381034420', 'JJB381035020', 'JJB381035120', 'JJB381035320', 'JJB381036020', 'JJB381036120', 'JJB381036220', 'JJB381036320', 'JJB381037020', 'JJB381037120', 'JJB381037220', 'JJB381037320', 'JJB381037420', 'JJB381037520', 'JJB381037620', 'JJB381037720', 'JJB381055030', 'JJB381055130', 'JJB381112220', 'JJB381112320', 'JJB381112520', 'JJB381115131', 'JJB381126120', 'JJB381127220', 'JJB381129220', 'JJB381129320', 'JJB381129420', 'JJB381129520', 'JJB381130131', 'JJB381134230', 'JJB381134320', 'JJB381134410', 'JJB381135020', 'JJB381135120', 'JJB381137320', 'JJB381137520', 'JJB381137620', 'JJB381212320', 'JJB381226120', 'JJB381229220', 'JJB381229520', 'JJB381230030', 'JJB381230130', 'JJB381234420', 'JJB381329520', 'JJB381334420', 'JJB381429520', 'JJB381434420', 'JJB381534420']"
38030,JJB381232002,"['JJB381002020', 'JJB381012010', 'JJB381012120', 'JJB381012220', 'JJB381012320', 'JJB381012420', 'JJB381012520', 'JJB381012610', 'JJB381015131', 'JJB381026020', 'JJB381026120', 'JJB381027020', 'JJB381027120', 'JJB381027220', 'JJB381028120', 'JJB381029220', 'JJB381029320', 'JJB381029420', 'JJB381029520', 'JJB381030030', 'JJB381030031', 'JJB381030130', 'JJB381030131', 'JJB381034020', 'JJB381034120', 'JJB381034220', 'JJB381034320', 'JJB381034420', 'JJB381035020', 'JJB381035120', 'JJB381035320', 'JJB381036020', 'JJB381037020', 'JJB381037120', 'JJB381037220', 'JJB381037320', 'JJB381037420', 'JJB381037520', 'JJB381037620', 'JJB381037720', 'JJB381055130', 'JJB381112220', 'JJB381112320', 'JJB381112520', 'JJB381115131', 'JJB381126120', 'JJB381127220', 'JJB381129220', 'JJB381129320', 'JJB381129420', 'JJB381129520', 'JJB381130131', 'JJB381134230', 'JJB381134320', 'JJB381134410', 'JJB381135020', 'JJB381135120', 'JJB381137320', 'JJB381137520', 'JJB381137620', 'JJB381212320', 'JJB381226120', 'JJB381229220', 'JJB381229520', 'JJB381230030', 'JJB381230130', 'JJB381234420', 'JJB381329520', 'JJB381334420', 'JJB381429520', 'JJB381434420', 'JJB381534420']"
38030,JJB381227001,"['JJB381002020', 'JJB381012010', 'JJB381012120', 'JJB381012220', 'JJB381012320', 'JJB381012420', 'JJB381012520', 'JJB381012610', 'JJB381015131', 'JJB381026020', 'JJB381026120', 'JJB381027020', 'JJB381027120', 'JJB381027220', 'JJB381028120', 'JJB381029220', 'JJB381029320', 'JJB381029420', 'JJB381029520', 'JJB381030030', 'JJB381030031', 'JJB381030130', 'JJB381030131', 'JJB381034020', 'JJB381034120', 'JJB381034220', 'JJB381034320', 'JJB381034420', 'JJB381035020', 'JJB381035120', 'JJB381035320', 'JJB381036020', 'JJB381037020', 'JJB381037120', 'JJB381037220', 'JJB381037320', 'JJB381037420', 'JJB381037520', 'JJB381037620', 'JJB381037720', 'JJB381055130', 'JJB381112220', 'JJB381112320', 'JJB381112520', 'JJB381115131', 'JJB381126120', 'JJB381127220', 'JJB381129220', 'JJB381129320', 'JJB381129420', 'JJB381129520', 'JJB381130131', 'JJB381134230', 'JJB381134320', 'JJB381134410', 'JJB381135020', 'JJB381135120', 'JJB381137320', 'JJB381137520', 'JJB381137620', 'JJB381212320', 'JJB381226120', 'JJB381229220', 'JJB381229520', 'JJB381230030', 'JJB381230130', 'JJB381234420', 'JJB381329520', 'JJB381334420', 'JJB381429520', 'JJB381434420', 'JJB381534420']"
38030,JJB381227003,"['JJB381002020', 'JJB381013010', 'JJB381013120', 'JJB381013220', 'JJB381013320', 'JJB381013410', 'JJB381014010', 'JJB381014110', 'JJB381014210', 'JJB381014310', 'JJB381014410', 'JJB381014510', 'JJB381014610', 'JJB381015131', 'JJB381017110', 'JJB381021010', 'JJB381024120', 'JJB381025120', 'JJB381025220', 'JJB381025320', 'JJB381030030', 'JJB381030031', 'JJB381030130', 'JJB381030131', 'JJB381035020', 'JJB381035120', 'JJB381035220', 'JJB381035320', 'JJB381036020', 'JJB381037020', 'JJB381037120', 'JJB381037220', 'JJB381038020', 'JJB381038120', 'JJB381039020', 'JJB381039120', 'JJB381055130', 'JJB381073010', 'JJB381073110', 'JJB381113010', 'JJB381114010', 'JJB381114210', 'JJB381115131', 'JJB381130131', 'JJB381135020', 'JJB381135120', 'JJB381135220', 'JJB381214010', 'JJB381214210', 'JJB381221010', 'JJB381230030', 'JJB381230130', 'JJB381235220', 'JJB381239020', 'JJB381314010', 'JJB381314210', 'JJB381321010', 'JJB381339020', 'JJB381414010', 'JJB381414210', 'JJB381439020']"
