gid,lbl,val,point,경도,위도,geometry
마마081191,9.0,9.0,POINT (1108150 1719150),128.69189820782103,35.46229999213905,POINT (1108150.0000000005 1719150.0000000007)
마마146292,8.0,8.0,POINT (1114650 1729250),128.76494541157186,35.55261773412016,POINT (1114650.0000000005 1729250)
마마133087,8.0,8.0,POINT (1113350 1708750),128.74774807750302,35.367967932030105,POINT (1113349.9999999998 1708750)
마마125078,6.0,6.0,POINT (1112550 1707850),128.73881961201516,35.359945226343484,POINT (1112550.0000000002 1707850.0000000005)
마마105232,12.0,12.0,POINT (1110550 1723250),128.71890072826096,35.49899612398728,POINT (1110550.0000000005 1723250.0000000007)
마마249312,6.0,6.0,POINT (1124950 1731250),128.87886699660314,35.56940011462413,POINT (1124949.9999999995 1731250)
마마236257,10.0,10.0,POINT (1123650 1725750),128.8636849609704,35.519985974929675,POINT (1123649.9999999993 1725750.0000000007)
마마138247,145.0,145.0,POINT (1113850 1724750),128.75548859929185,35.512144865188475,POINT (1113850.0000000007 1724749.9999999998)
마마231251,6.0,6.0,POINT (1123150 1725150),128.8580809399074,35.51463970691522,POINT (1123150.000000001 1725150)
마마144210,9.0,9.0,POINT (1114450 1721050),128.76158208753,35.47872214534483,POINT (1114449.9999999998 1721049.9999999998)
마마209129,6.0,6.0,POINT (1120950 1712950),128.83201114686824,35.40493582291173,POINT (1120950.0000000005 1712949.9999999995)
마마124219,30.0,30.0,POINT (1112450 1721950),128.7396653294493,35.4870637207135,POINT (1112450.0000000002 1721949.9999999995)
라마988220,6.0,6.0,POINT (1098850 1722050),128.5897749951324,35.4894122620661,POINT (1098849.9999999995 1722049.9999999993)
마마138216,7.0,7.0,POINT (1113850 1721650),128.7550537960903,35.48419982947378,POINT (1113850.0000000002 1721649.999999999)
마마133215,17.0,17.0,POINT (1113350 1721550),128.7495291407314,35.48335556728975,POINT (1113350.0000000002 1721550)
마마097095,26.0,26.0,POINT (1109750 1709550),128.7082350386857,35.375582485013844,POINT (1109750 1709549.999999999)
마마183233,8.0,8.0,POINT (1118350 1723350),128.80489717539103,35.49899817470672,POINT (1118350.0000000002 1723349.9999999993)
마마275350,8.0,8.0,POINT (1127550 1735050),128.90815094290176,35.60332113701835,POINT (1127549.999999999 1735050.0000000005)
라마998286,6.0,6.0,POINT (1099850 1728650),128.60161045104093,35.548811176625335,POINT (1099850.0000000007 1728649.9999999993)
마마231294,9.0,9.0,POINT (1123150 1729450),128.8587344615345,35.553400348612534,POINT (1123150.0000000007 1729449.9999999998)
마마043240,6.0,6.0,POINT (1104350 1724050),128.65065640214084,35.50687921619731,POINT (1104349.999999999 1724049.9999999998)
마마123241,47.0,47.0,POINT (1112350 1724150),128.73886763259304,35.506907129856096,POINT (1112349.9999999993 1724149.9999999998)
마마249181,8.0,8.0,POINT (1124950 1718150),128.87684929265,35.45131586522586,POINT (1124950.0000000026 1718150.0000000005)
마마134087,9.0,9.0,POINT (1113450 1708750),128.74884863666108,35.367956561882025,POINT (1113449.9999999988 1708750)
마마165266,6.0,6.0,POINT (1116550 1726650),128.78552952570175,35.528958684516766,POINT (1116550.0000000007 1726649.9999999995)
마마271341,7.0,7.0,POINT (1127150 1734150),128.90359445348025,35.59526020472707,POINT (1127149.999999999 1734150)
마마106264,6.0,6.0,POINT (1110650 1726450),128.7204396275698,35.527831778928494,POINT (1110649.9999999998 1726449.9999999998)
마마131236,6.0,6.0,POINT (1113150 1723650),128.747617537285,35.50230895525681,POINT (1113150.000000001 1723650.0000000002)
마마146207,19.0,19.0,POINT (1114650 1720750),128.76374387857206,35.47599472204816,POINT (1114650.0000000012 1720750.000000001)
마마079233,7.0,7.0,POINT (1107950 1723350),128.6902525757939,35.500183781134936,POINT (1107950.0000000005 1723350.0000000007)
마마075145,8.0,8.0,POINT (1107550 1714550),128.68467920079527,35.42089679708449,POINT (1107549.9999999998 1714550.0000000005)
마마161111,9.0,9.0,POINT (1116150 1711150),128.7789049008744,35.389280880044225,POINT (1116149.9999999988 1711150.000000001)
마마214120,23.0,23.0,POINT (1121450 1712050),128.83738225069112,35.3967620383189,POINT (1121450.0000000007 1712050.0000000005)
마마115245,9.0,9.0,POINT (1111550 1724550),128.7301029674071,35.51060322692379,POINT (1111549.9999999993 1724550)
마마169248,8.0,8.0,POINT (1116950 1724850),128.789680841401,35.51268571219157,POINT (1116950.000000001 1724850.0000000019)
마마147123,7.0,7.0,POINT (1114750 1712350),128.7636619197576,35.40026065069949,POINT (1114750.0000000007 1712350)
마마137215,10.0,10.0,POINT (1113750 1721550),128.7539376535029,35.48330983316037,POINT (1113750.0000000002 1721550.0000000007)
마마098249,6.0,6.0,POINT (1109850 1724950),128.7114143849688,35.5143987719014,POINT (1109850.0000000023 1724950.0000000002)
마마210247,6.0,6.0,POINT (1121050 1724750),128.83486840515468,35.51129249554365,POINT (1121050.0000000028 1724749.9999999998)
마마207166,13.0,13.0,POINT (1120750 1716650),128.83035742768965,35.438313280116844,POINT (1120750.000000002 1716649.9999999993)
마마214117,19.0,19.0,POINT (1121450 1711750),128.83733759136447,35.3940577218454,POINT (1121450 1711750)
마마141213,44.0,44.0,POINT (1114150 1721350),128.75831805250053,35.481461029892394,POINT (1114150.000000001 1721350.0000000002)
마마239313,6.0,6.0,POINT (1123950 1731350),128.86784979383694,35.570427220588,POINT (1123949.999999999 1731349.9999999998)
마마079268,11.0,11.0,POINT (1107950 1726850),128.6907184555451,35.53173529851644,POINT (1107950.000000001 1726850)
마마138237,46.0,46.0,POINT (1113850 1723750),128.75534827479692,35.50313035221597,POINT (1113850.0000000019 1723750.0000000002)
마마117241,35.0,35.0,POINT (1111750 1724150),128.73225288794424,35.50697488368824,POINT (1111750.0000000002 1724149.9999999998)
마마155128,26.0,26.0,POINT (1115550 1712850),128.77254067271957,35.40467548200063,POINT (1115550.0000000012 1712850.0000000002)
마마080234,10.0,10.0,POINT (1108050 1723450),128.69136827222974,35.501074373540575,POINT (1108049.9999999998 1723450.0000000012)
마마216133,6.0,6.0,POINT (1121650 1713350),128.8397779835876,35.40845631789474,POINT (1121650.0000000007 1713350.0000000005)
마마218123,19.0,19.0,POINT (1121850 1712350),128.84183070408218,35.39941750846188,POINT (1121850.0000000035 1712350)
마마151196,16.0,16.0,POINT (1115150 1719650),128.76909814803489,35.46602091850148,POINT (1115149.9999999995 1719650)
마마080233,12.0,12.0,POINT (1108050 1723350),128.69135495911328,35.50017289960683,POINT (1108049.999999999 1723350.0000000007)
마마135210,7.0,7.0,POINT (1113550 1721050),128.7516635124365,35.47882543756487,POINT (1113550.0000000016 1721049.9999999998)
마마147187,13.0,13.0,POINT (1114750 1718750),128.76456360019128,35.457954092644755,POINT (1114749.999999999 1718749.9999999998)
마마158137,8.0,8.0,POINT (1115850 1713750),128.77597169825776,35.412753763516605,POINT (1115850.0000000012 1713749.999999999)
마마191226,6.0,6.0,POINT (1119150 1722650),128.81361296989613,35.49259243650047,POINT (1119150.0000000007 1722650)
마마124134,6.0,6.0,POINT (1112450 1713450),128.73849064683787,35.41043913425201,POINT (1112449.9999999995 1713450.000000001)
마마134176,10.0,10.0,POINT (1113450 1717650),128.75008705020443,35.44818723576586,POINT (1113450.000000002 1717650.0000000002)
마마280264,9.0,9.0,POINT (1128050 1726450),128.91230836085342,35.525737413953685,POINT (1128049.9999999993 1726450.0000000005)
마마136228,43.0,43.0,POINT (1113650 1722850),128.7530174622163,35.495040195756715,POINT (1113649.999999999 1722849.9999999998)
마마130216,48.0,48.0,POINT (1113050 1721650),128.74623666718884,35.48429122025798,POINT (1113050.0000000007 1721649.9999999998)
마마098099,7.0,7.0,POINT (1109850 1709950),128.70938952930302,35.37917741833908,POINT (1109850.0000000005 1709950.000000001)
마마122203,7.0,7.0,POINT (1112250 1720350),128.73723989779356,35.472662962782366,POINT (1112250.0000000012 1720350.0000000007)
마마227244,15.0,15.0,POINT (1122750 1724450),128.8535649735351,35.50837937512841,POINT (1122749.9999999995 1724450)
마마155204,8.0,8.0,POINT (1115550 1720450),128.77361940348754,35.47318609448844,POINT (1115550.0000000005 1720449.999999999)
마마113086,7.0,7.0,POINT (1111350 1708650),128.72572313555307,35.36729174845425,POINT (1111349.9999999995 1708650.0000000002)
마마152290,7.0,7.0,POINT (1115250 1729050),128.7715353489063,35.55074523244403,POINT (1115250 1729049.9999999995)
마마144209,11.0,11.0,POINT (1114450 1720950),128.76156800153385,35.477820691786505,POINT (1114450.0000000007 1720950.0000000007)
마마328328,6.0,6.0,POINT (1132850 1732850),128.9662843591745,35.582793364205806,POINT (1132849.9999999993 1732849.9999999995)
마마224125,13.0,13.0,POINT (1122450 1712550),128.84846639146636,35.401146807954284,POINT (1122450 1712550)
마마116086,13.0,13.0,POINT (1111650 1708650),128.72902481117268,35.36725821025589,POINT (1111650.0000000002 1708650.0000000002)
마마124237,7.0,7.0,POINT (1112450 1723750),128.73991465511523,35.50328997431369,POINT (1112450.0000000005 1723749.9999999995)
마마093097,8.0,8.0,POINT (1109350 1709750),128.70385909958208,35.3774294109174,POINT (1109349.9999999995 1709750.0000000005)
마마112114,13.0,13.0,POINT (1111250 1711450),128.72500410572025,35.39254437179012,POINT (1111249.9999999995 1711450.0000000005)
마마311321,10.0,10.0,POINT (1131150 1732150),128.9474130547718,35.57671055169593,POINT (1131150.0000000007 1732150.0000000002)
마마117117,9.0,9.0,POINT (1111750 1711750),128.7305497018002,35.39519285344568,POINT (1111750.000000001 1711749.9999999995)
마마128213,30.0,30.0,POINT (1112850 1721350),128.7439907017958,35.481609590575445,POINT (1112850.0000000012 1721350.0000000002)
마마118084,16.0,16.0,POINT (1111850 1708450),128.7311985444693,35.365432839912806,POINT (1111850.0000000019 1708449.9999999998)
마마131223,45.0,45.0,POINT (1113150 1722350),128.74743633670084,35.49059003125572,POINT (1113149.9999999993 1722349.999999999)
마마242312,14.0,14.0,POINT (1124250 1731250),128.8711442350382,35.56948821382864,POINT (1124250.000000001 1731250)
마마120237,31.0,31.0,POINT (1112050 1723750),128.735505027276,35.5033352181177,POINT (1112049.9999999993 1723750.000000001)
마마044098,15.0,15.0,POINT (1104450 1709850),128.64993659384066,35.3788563130263,POINT (1104450.0000000005 1709849.9999999995)
마마142198,17.0,17.0,POINT (1114250 1719850),128.75920926846916,35.46792770852807,POINT (1114250.0000000016 1719849.9999999998)
마마163267,6.0,6.0,POINT (1116350 1726750),128.783338405738,35.52988361304404,POINT (1116350.0000000007 1726750.000000001)
마마154204,81.0,81.0,POINT (1115450 1720450),128.7725174227646,35.47319771999897,POINT (1115449.9999999998 1720449.9999999998)
마마181238,6.0,6.0,POINT (1118150 1723850),128.80276532441894,35.503529179671006,POINT (1118150 1723849.9999999993)
마마151068,18.0,18.0,POINT (1115150 1706850),128.7672903517342,35.3506338191481,POINT (1115149.999999999 1706850.0000000002)
마마164076,7.0,7.0,POINT (1116450 1707650),128.78170836446435,35.35769469690268,POINT (1116449.9999999998 1707649.9999999993)
마마164103,14.0,14.0,POINT (1116450 1710350),128.7820932702478,35.38203418844901,POINT (1116450.0000000005 1710349.9999999995)
마마092285,6.0,6.0,POINT (1109250 1728550),128.70528427034802,35.546917769560295,POINT (1109250 1728550.0000000016)
마마120114,8.0,8.0,POINT (1112050 1711450),128.7338113080832,35.39245473324477,POINT (1112050.0000000005 1711449.999999999)
마마165304,7.0,7.0,POINT (1116550 1730450),128.7860764367077,35.5632132109395,POINT (1116549.9999999995 1730450)
마마156206,7.0,7.0,POINT (1115650 1720650),128.77474984500654,35.47497735809746,POINT (1115649.9999999988 1720650.000000001)
마마158240,13.0,13.0,POINT (1115850 1724050),128.77743892030958,35.50560322941467,POINT (1115849.9999999993 1724049.9999999998)
마마012307,10.0,10.0,POINT (1101250 1730750),128.61731628673456,35.567600356295216,POINT (1101250.0000000007 1730749.999999999)
마마046223,6.0,6.0,POINT (1104650 1722350),128.65374468467851,35.49152235510854,POINT (1104650.0000000005 1722349.999999999)
마마087289,6.0,6.0,POINT (1108750 1728950),128.69982290348116,35.550578630953595,POINT (1108749.9999999993 1728950.0000000005)
라마993223,7.0,7.0,POINT (1099350 1722350),128.59532306979648,35.49206687404408,POINT (1099350 1722349.9999999998)
마마133231,22.0,22.0,POINT (1113350 1723150),128.74975248622818,35.497778860822415,POINT (1113350.0000000012 1723150.0000000002)
마마024192,6.0,6.0,POINT (1102450 1719250),128.62910351291967,35.46380540176252,POINT (1102449.999999999 1719249.9999999998)
마마100098,13.0,13.0,POINT (1110050 1709850),128.7115775048255,35.37825387517983,POINT (1110050.0000000014 1709849.9999999995)
마마166243,9.0,9.0,POINT (1116650 1724350),128.7863014022398,35.508213832115715,POINT (1116649.9999999993 1724350.0000000002)
마마071234,8.0,8.0,POINT (1107150 1723450),128.6814466903328,35.50117194802723,POINT (1107150 1723449.9999999998)
마마133092,16.0,16.0,POINT (1113350 1709250),128.74781746046614,35.372475304449935,POINT (1113350 1709250.0000000016)
마마099097,51.0,51.0,POINT (1109950 1709750),128.7104633249721,35.37736342268449,POINT (1109949.9999999998 1709750.0000000005)
마마122307,7.0,7.0,POINT (1112250 1730750),128.73867961234728,35.56641433586877,POINT (1112250.000000001 1730749.9999999998)
라마987220,7.0,7.0,POINT (1098750 1722050),128.58867271980003,35.48942221287291,POINT (1098750.0000000002 1722050)
마마176182,28.0,28.0,POINT (1117650 1718250),128.79644253663642,35.453107878375114,POINT (1117649.9999999995 1718250.0000000002)
마마107119,9.0,9.0,POINT (1110750 1711950),128.71956745864117,35.39710747194635,POINT (1110750.0000000019 1711950)
마마116241,14.0,14.0,POINT (1111650 1724150),128.7311504283591,35.50698614074439,POINT (1111650.0000000012 1724149.9999999998)
마마113167,9.0,9.0,POINT (1111350 1716750),128.72682913955498,35.44031136865173,POINT (1111350.0000000007 1716750.0000000007)
마마174304,8.0,8.0,POINT (1117450 1730450),128.79600526593816,35.56310687239798,POINT (1117449.9999999995 1730450)
마마294236,10.0,10.0,POINT (1129450 1723650),128.92729834174318,35.500316807266444,POINT (1129450.0000000002 1723650.0000000002)
마마213119,27.0,27.0,POINT (1121350 1711950),128.83626646389197,35.39587278421196,POINT (1121349.9999999988 1711950)
마마143198,12.0,12.0,POINT (1114350 1719850),128.7603111829711,35.46791620600171,POINT (1114350.0000000007 1719849.9999999998)
마마136222,10.0,10.0,POINT (1113650 1722250),128.7529334787165,35.48963146916652,POINT (1113649.9999999995 1722250.0000000012)
마마138175,9.0,9.0,POINT (1113850 1717550),128.7544796522509,35.44724005983899,POINT (1113850.0000000005 1717549.9999999998)
마마109137,6.0,6.0,POINT (1110950 1713750),128.7220143040579,35.41331182421215,POINT (1110950.0000000005 1713749.999999999)
마마139218,6.0,6.0,POINT (1113950 1721850),128.75618399277283,35.48599126916868,POINT (1113950.000000002 1721850.0000000016)
마마135243,8.0,8.0,POINT (1113550 1724350),128.75212504637832,35.50857343938319,POINT (1113550.0000000007 1724349.9999999995)
마마132177,6.0,6.0,POINT (1113250 1717750),128.7478976679488,35.44911149585688,POINT (1113250.0000000002 1717750.0000000002)
마마116247,8.0,8.0,POINT (1111650 1724750),128.73123300478818,35.51239489646617,POINT (1111650.0000000005 1724749.9999999998)
마마099096,14.0,14.0,POINT (1109950 1709650),128.71044986009596,35.3764619365626,POINT (1109950 1709650.0000000005)
마마134177,7.0,7.0,POINT (1113450 1717750),128.75010099278515,35.44908869772957,POINT (1113450.0000000002 1717749.9999999995)
마마137192,21.0,21.0,POINT (1113750 1719250),128.75361574117213,35.46257632084307,POINT (1113749.9999999998 1719249.9999999998)
마마137242,51.0,51.0,POINT (1113750 1724250),128.7543159703139,35.50764907937727,POINT (1113749.9999999988 1724250.000000001)
마마251135,7.0,7.0,POINT (1125150 1713550),128.87834570774493,35.409825479584754,POINT (1125149.9999999988 1713550)
마마098095,16.0,16.0,POINT (1109850 1709550),128.70933571755037,35.37557147266918,POINT (1109850.0000000042 1709550.0000000005)
마마147231,16.0,16.0,POINT (1114750 1723150),128.7651849935164,35.49761800189018,POINT (1114750.0000000028 1723150.0000000002)
마마142217,210.0,210.0,POINT (1114250 1721750),128.75947641139547,35.48505534592216,POINT (1114250.0000000033 1721750.0000000005)
마마048212,10.0,10.0,POINT (1104850 1721250),128.65580723349072,35.48158489091453,POINT (1104849.999999999 1721250.0000000002)
마마063319,11.0,11.0,POINT (1106350 1731950),128.67374342000682,35.57788328796712,POINT (1106350.0000000033 1731949.999999999)
마마056124,7.0,7.0,POINT (1105650 1712450),128.66348213596794,35.402168852987515,POINT (1105649.999999999 1712449.9999999993)
라마999233,12.0,12.0,POINT (1099950 1723350),128.60206004335836,35.50102167759586,POINT (1099949.9999999993 1723350.0000000014)
마마135211,133.0,133.0,POINT (1113550 1721150),128.75167748837967,35.47972689440125,POINT (1113549.9999999998 1721149.9999999998)
마마138275,8.0,8.0,POINT (1113850 1727550),128.75588183951604,35.537385427128264,POINT (1113849.999999999 1727550)
마마247329,6.0,6.0,POINT (1124750 1732950),128.87692277746712,35.584749083529566,POINT (1124750.0000000002 1732950)
마마182184,7.0,7.0,POINT (1118250 1718450),128.8030817776404,35.454839583715945,POINT (1118249.9999999995 1718450.0000000007)
마마142248,13.0,13.0,POINT (1114250 1724850),128.75991276029475,35.51300033016981,POINT (1114249.9999999995 1724850.0000000019)
마마157135,21.0,21.0,POINT (1115750 1713550),128.7748421429994,35.410962475674594,POINT (1115749.9999999998 1713550)
마마291354,11.0,11.0,POINT (1129150 1735450),128.92587404400214,35.60671894673887,POINT (1129149.9999999998 1735450)
마마051114,6.0,6.0,POINT (1105150 1711450),128.65784793382588,35.393206758838694,POINT (1105150 1711449.9999999998)
마마215118,10.0,10.0,POINT (1121550 1711850),128.83845336393532,35.39494696660787,POINT (1121550 1711850)
마마152196,13.0,13.0,POINT (1115250 1719650),128.77020003231613,35.46600932623506,POINT (1115249.9999999995 1719649.9999999993)
마마146111,15.0,15.0,POINT (1114650 1711150),128.7623922949694,35.38945457618208,POINT (1114649.9999999995 1711150)
마마120202,17.0,17.0,POINT (1112050 1720250),128.73502213269404,35.47178407554472,POINT (1112049.9999999988 1720250.0000000007)
마마057110,7.0,7.0,POINT (1105750 1711050),128.6644017160315,35.389537264839035,POINT (1105749.999999997 1711049.9999999995)
마마079159,9.0,9.0,POINT (1107950 1715950),128.689269953361,35.4334742969412,POINT (1107949.9999999998 1715949.9999999995)
마마146206,21.0,21.0,POINT (1114650 1720650),128.76372976986156,35.47509326883357,POINT (1114649.999999999 1720649.9999999995)
마마141196,20.0,20.0,POINT (1114150 1719650),128.75807927072364,35.466136288102845,POINT (1114149.9999999998 1719649.9999999993)
마마169295,9.0,9.0,POINT (1116950 1729550),128.79035919671773,35.555053168437475,POINT (1116949.9999999995 1729549.9999999998)
마마136088,21.0,21.0,POINT (1113650 1708850),128.75106366517952,35.3688352651584,POINT (1113650 1708849.9999999993)
마마140212,33.0,33.0,POINT (1114050 1721250),128.75720191365016,35.48057106334521,POINT (1114049.999999999 1721249.9999999995)
마마141277,8.0,8.0,POINT (1114150 1727750),128.75921861396114,35.53915381308691,POINT (1114149.9999999995 1727749.9999999998)
마마083100,6.0,6.0,POINT (1108350 1710050),128.69289182054757,35.380243064343055,POINT (1108350.0000000012 1710050)
마마092117,8.0,8.0,POINT (1109250 1711750),128.70302610244067,35.395470118070094,POINT (1109249.9999999993 1711750)
마마112137,9.0,9.0,POINT (1111250 1713750),128.7253178603425,35.41327834974697,POINT (1111250 1713749.999999999)
마마121239,7.0,7.0,POINT (1112150 1723950),128.73663507643286,35.50512683879076,POINT (1112150.000000001 1723950)
마마073265,6.0,6.0,POINT (1107350 1726550),128.68406181681118,35.52909603605805,POINT (1107349.9999999998 1726549.9999999998)
마마156281,15.0,15.0,POINT (1115650 1728150),128.7758189751202,35.542585673213026,POINT (1115650.0000000002 1728150.0000000007)
마마140197,7.0,7.0,POINT (1114050 1719750),128.7569914082627,35.467049226653714,POINT (1114049.9999999988 1719750.0000000007)
마마207165,8.0,8.0,POINT (1120750 1716550),128.83034259604682,35.437411845064574,POINT (1120750.0000000005 1716550.0000000002)
마마133139,8.0,8.0,POINT (1113350 1713950),128.74847041380932,35.41484443469583,POINT (1113349.9999999988 1713950.0000000005)
마마095262,14.0,14.0,POINT (1109550 1726250),128.70828231701108,35.526150998103,POINT (1109549.9999999998 1726250.0000000007)
마마134231,13.0,13.0,POINT (1113450 1723150),128.75085481222533,35.49776743633756,POINT (1113449.9999999988 1723150.0000000002)
마마230134,18.0,18.0,POINT (1123050 1713450),128.85520798430463,35.40918575047399,POINT (1123049.9999999995 1713449.9999999995)
마마023230,7.0,7.0,POINT (1102350 1723050),128.6284803527665,35.498072593106855,POINT (1102350.0000000005 1723049.9999999995)
마마144294,11.0,11.0,POINT (1114450 1729450),128.76276754686455,35.5544437450078,POINT (1114450.0000000005 1729450.0000000005)
마마134218,6.0,6.0,POINT (1113450 1721850),128.75067317195328,35.48604851797933,POINT (1113450.0000000012 1721850.0000000016)
마마044262,7.0,7.0,POINT (1104450 1726250),128.65204224995895,35.52670134822846,POINT (1104450.0000000005 1726250)
마마306271,6.0,6.0,POINT (1130650 1727150),128.9410894823053,35.53170791802139,POINT (1130650.0000000005 1727149.9999999998)
마마148154,15.0,15.0,POINT (1114850 1715450),128.76519972236034,35.42819444711678,POINT (1114850.0000000007 1715450.0000000007)
마마162111,7.0,7.0,POINT (1116250 1711150),128.78000573623274,35.389269220083435,POINT (1116250.0000000007 1711150)
마마317333,11.0,11.0,POINT (1131750 1733350),128.9542285155575,35.58744725871313,POINT (1131750.0000000007 1733350.0000000002)
마마147208,20.0,20.0,POINT (1114750 1720850),128.76486002284253,35.47688462855063,POINT (1114750 1720850.0000000007)
마마137235,14.0,14.0,POINT (1113750 1723550),128.75421784462273,35.50133891421617,POINT (1113750.0000000005 1723549.9999999998)
마마136229,42.0,42.0,POINT (1113650 1722950),128.75303146164168,35.49594164969926,POINT (1113649.9999999998 1722949.9999999998)
마마165077,13.0,13.0,POINT (1116550 1707750),128.78282302952732,35.35858448448815,POINT (1116549.9999999995 1707750)
마마161294,12.0,12.0,POINT (1116150 1729450),128.78152008744826,35.55424586516222,POINT (1116150.0000000005 1729449.9999999998)
마마226124,6.0,6.0,POINT (1122650 1712450),128.85065328516322,35.40022077013585,POINT (1122649.9999999993 1712449.9999999993)
마마099098,6.0,6.0,POINT (1109950 1709850),128.7104767904461,35.37826490866714,POINT (1109949.9999999995 1709850.000000001)
마마113250,27.0,27.0,POINT (1111350 1725050),128.7279665862639,35.51513299321965,POINT (1111350.0000000002 1725050.0000000007)
마마140196,37.0,37.0,POINT (1114050 1719650),128.7569773795546,35.4661477697563,POINT (1114049.9999999995 1719650)
마마162209,15.0,15.0,POINT (1116250 1720950),128.78140477799528,35.477611669594424,POINT (1116250.0000000005 1720950.0000000007)
마마200105,12.0,12.0,POINT (1120050 1710550),128.82174875732989,35.383410036113816,POINT (1120049.999999999 1710549.9999999995)
마마082227,7.0,7.0,POINT (1108250 1722750),128.6934797099744,35.49474226414038,POINT (1108250.0000000002 1722750.0000000007)
마마274346,11.0,11.0,POINT (1127450 1734650),128.90698411724952,35.59972850488559,POINT (1127450.0000000005 1734650)
마마222224,7.0,7.0,POINT (1122250 1722450),128.84775160803437,35.49041271713174,POINT (1122250.0000000014 1722450.0000000002)
마마203110,6.0,6.0,POINT (1120350 1711050),128.82512468860335,35.3878810841399,POINT (1120349.9999999998 1711049.9999999995)
마마054321,6.0,6.0,POINT (1105450 1732150),128.66383839782074,35.57978253435456,POINT (1105450 1732149.9999999995)
마마095095,15.0,15.0,POINT (1109550 1709550),128.7060336791667,35.375604479634056,POINT (1109549.999999999 1709550)
마마098093,26.0,26.0,POINT (1109850 1709350),128.70930881525788,35.373768498998864,POINT (1109850.0000000005 1709350)
마마145306,14.0,14.0,POINT (1114550 1730650),128.7640405032569,35.56524947193669,POINT (1114550.0000000028 1730649.999999999)
마마150230,6.0,6.0,POINT (1115050 1723050),128.7684777704223,35.49668182707201,POINT (1115049.9999999998 1723050.0000000002)
마마209246,10.0,10.0,POINT (1120950 1724650),128.8337510211889,35.51040326868543,POINT (1120949.9999999998 1724649.9999999998)
마마136239,32.0,32.0,POINT (1113650 1723950),128.75317149008933,35.504956181437684,POINT (1113649.9999999988 1723950)
마마183184,8.0,8.0,POINT (1118350 1718450),128.80418349473297,35.45482768446091,POINT (1118350.0000000002 1718450.0000000007)
마마086133,13.0,13.0,POINT (1108650 1713350),128.69663354532497,35.409959518803426,POINT (1108650.0000000028 1713350.0000000005)
마마193237,11.0,11.0,POINT (1119350 1723750),128.8159791559265,35.50248415897591,POINT (1119350.0000000007 1723749.9999999995)
마마137175,8.0,8.0,POINT (1113750 1717550),128.75337801717933,35.44725150336824,POINT (1113750.000000001 1717550.0000000005)
마마042196,29.0,29.0,POINT (1104250 1719650),128.64898910889733,35.46722418812911,POINT (1104250.0000000005 1719649.9999999993)
마마199107,13.0,13.0,POINT (1119950 1710750),128.82067740902963,35.385224967889954,POINT (1119949.9999999993 1710749.999999999)
마마185174,9.0,9.0,POINT (1118550 1717450),128.8062412229621,35.445789436588434,POINT (1118550.0000000016 1717449.9999999998)
마마172249,6.0,6.0,POINT (1117250 1724950),128.7930028326662,35.51355173865483,POINT (1117250.0000000019 1724950.0000000002)
마마149311,15.0,15.0,POINT (1114950 1731150),128.76852452131445,35.569710304509066,POINT (1114950.0000000026 1731150)
마마110279,7.0,7.0,POINT (1111050 1727950),128.72505620364495,35.54130892425421,POINT (1111050.000000001 1727950.000000001)
마마078182,6.0,6.0,POINT (1107850 1718250),128.68847326056544,35.45421926060136,POINT (1107849.9999999993 1718250.0000000002)
마마134088,7.0,7.0,POINT (1113450 1708850),128.74886252425227,35.36885803626823,POINT (1113450.0000000033 1708850)
마마145292,16.0,16.0,POINT (1114550 1729250),128.76384234121397,35.552629302728256,POINT (1114550.0000000005 1729250.000000001)
마마137239,12.0,12.0,POINT (1113750 1723950),128.75427391271165,35.504944723718374,POINT (1113749.9999999995 1723950)
마마016207,6.0,6.0,POINT (1101650 1720750),128.62047580108873,35.47741006456716,POINT (1101649.9999999995 1720750.0000000002)
마마021241,7.0,7.0,POINT (1102150 1724150),128.62641405960153,35.5080096336719,POINT (1102149.9999999988 1724150.0000000005)
마마042236,6.0,6.0,POINT (1104250 1723650),128.64950251986383,35.503283780573696,POINT (1104249.9999999988 1723650.0000000002)
마마321324,6.0,6.0,POINT (1132150 1732450),128.95849521867194,35.579281636102905,POINT (1132149.9999999993 1732450)
마마142196,14.0,14.0,POINT (1114250 1719650),128.75918116126925,35.466124796393586,POINT (1114250.000000002 1719650.0000000007)
마마134227,15.0,15.0,POINT (1113450 1722750),128.75079891174312,35.494161617819536,POINT (1113449.9999999993 1722750)
마마163105,7.0,7.0,POINT (1116350 1710550),128.78102103950192,35.38384878738941,POINT (1116350.000000001 1710549.9999999995)
마마094244,14.0,14.0,POINT (1109450 1724450),128.7069366364716,35.50993565073494,POINT (1109449.9999999995 1724450.0000000007)
마마140201,9.0,9.0,POINT (1114050 1720150),128.7570475293246,35.47065505284596,POINT (1114049.9999999998 1720150.000000001)
마마114218,18.0,18.0,POINT (1111450 1721850),128.728629734301,35.486274997382935,POINT (1111450.0000000007 1721849.9999999995)
마마118240,37.0,37.0,POINT (1111850 1724050),128.73334156168914,35.50606215753025,POINT (1111849.9999999993 1724049.999999999)
마마257251,7.0,7.0,POINT (1125750 1725150),128.88674594841427,35.51431353339265,POINT (1125750.0000000005 1725150)
마마119253,13.0,13.0,POINT (1111950 1725350),128.73462342359352,35.51776983236068,POINT (1111949.9999999988 1725349.9999999998)
마마215129,25.0,25.0,POINT (1121550 1712950),128.83861728588732,35.40486278152048,POINT (1121549.9999999995 1712950)
