gid,lbl,val,point,경도,위도,geometry
라라424737,36.0,36.0,POINT (1042450 1673750),127.9655235459583,35.05791782502891,POINT (1042449.999999999 1673750.0000000002)
라라527565,6.0,6.0,POINT (1052750 1656550),128.07738313697374,34.9023391878109,POINT (1052750.000000001 1656550.0000000005)
라라496664,11.0,11.0,POINT (1049650 1666450),128.04404240147522,34.99176505391987,POINT (1049650.0000000023 1666450.0000000002)
라라520601,21.0,21.0,POINT (1052050 1660150),128.06994588621572,34.93483695797816,POINT (1052050.0000000005 1660150.0000000007)
라라522593,19.0,19.0,POINT (1052250 1659350),128.0720857012324,34.927612990543125,POINT (1052250.000000001 1659350)
라라534763,15.0,15.0,POINT (1053450 1676350),128.08631651855856,35.08083878696941,POINT (1053449.9999999998 1676350.0000000007)
라라538765,30.0,30.0,POINT (1053850 1676550),128.09071708760032,35.082620862343816,POINT (1053850 1676549.9999999998)
라라532600,41.0,41.0,POINT (1053250 1660050),128.08307887101648,34.933872901069485,POINT (1053249.9999999993 1660050.0000000007)
라라521598,19.0,19.0,POINT (1052150 1659850),128.07102208797983,34.932126689001244,POINT (1052150.0000000012 1659850.0000000002)
라라432680,6.0,6.0,POINT (1043250 1668050),127.9739995534988,35.00648646194988,POINT (1043249.9999999974 1668049.9999999998)
라라396748,8.0,8.0,POINT (1039650 1674850),127.93487104579368,35.06795056895564,POINT (1039650.0000000001 1674850.000000001)
라라495664,10.0,10.0,POINT (1049550 1666450),128.04294669011549,34.991769959068904,POINT (1049549.9999999993 1666450.000000001)
라라544598,10.0,10.0,POINT (1054450 1659850),128.09620500351514,34.932005722166046,POINT (1054450.0000000005 1659850.000000001)
라라520632,7.0,7.0,POINT (1052050 1663250),128.0701393791189,34.96278987553813,POINT (1052050.0000000007 1663249.9999999998)
라라530616,28.0,28.0,POINT (1053050 1661650),128.08099075069106,34.948310694030674,POINT (1053049.9999999995 1661650.000000001)
라라532607,32.0,32.0,POINT (1053250 1660750),128.08312354428006,34.94018484794277,POINT (1053250.000000001 1660750)
라라507638,18.0,18.0,POINT (1050750 1663850),128.0559367343265,34.96826612619523,POINT (1050750.000000001 1663849.9999999998)
라라509641,6.0,6.0,POINT (1050950 1664150),128.05814587411152,34.9709611947267,POINT (1050949.9999999995 1664149.9999999995)
라라541771,42.0,42.0,POINT (1054150 1677150),128.09404705778235,35.08801488487004,POINT (1054150 1677149.999999999)
라라529603,60.0,60.0,POINT (1052950 1660350),128.0798131054385,34.93659374367478,POINT (1052950.0000000007 1660349.9999999995)
라라540591,17.0,17.0,POINT (1054050 1659150),128.09178005069865,34.92571518928253,POINT (1054049.999999999 1659150.0000000005)
라라524622,6.0,6.0,POINT (1052450 1662250),128.0744577329385,34.95375217970988,POINT (1052449.999999999 1662250.0000000002)
라라540768,8.0,8.0,POINT (1054050 1676850),128.09293049316906,35.08531520557324,POINT (1054050.0000000026 1676850.000000001)
라라511654,10.0,10.0,POINT (1051150 1665450),128.06041658588532,34.98267326206667,POINT (1051149.999999999 1665450)
라라546600,15.0,15.0,POINT (1054650 1660050),128.09840791178704,34.93379836629949,POINT (1054650.0000000002 1660050)
라라533760,6.0,6.0,POINT (1053350 1676050),128.08520030884603,35.078139029830176,POINT (1053350 1676049.9999999995)
라라540770,8.0,8.0,POINT (1054050 1677050),128.0929435442622,35.08711857136777,POINT (1054050.0000000007 1677050)
라라553638,7.0,7.0,POINT (1055350 1663850),128.10632465850608,34.96802500601845,POINT (1055349.9999999993 1663849.9999999998)
라라526744,28.0,28.0,POINT (1052650 1674450),128.0774206752011,35.06374883401634,POINT (1052649.9999999995 1674450)
라라543768,6.0,6.0,POINT (1054350 1676850),128.09622134627384,35.08529906983858,POINT (1054349.9999999998 1676850)
라라431683,8.0,8.0,POINT (1043150 1668350),127.97291920259612,35.00919587309315,POINT (1043149.9999999977 1668349.9999999995)
라라526742,15.0,15.0,POINT (1052650 1674250),128.0774079767669,35.06194545625431,POINT (1052650.000000001 1674250.0000000005)
라라536683,10.0,10.0,POINT (1053650 1668350),128.08799317997082,35.008692973858004,POINT (1053649.9999999988 1668350.0000000002)
라라524594,34.0,34.0,POINT (1052450 1659450),128.07428168879753,34.92850437030338,POINT (1052450.0000000026 1659450)
라라572709,6.0,6.0,POINT (1057250 1670950),128.1276255441774,35.03193929931034,POINT (1057250.000000002 1670950)
라라524623,8.0,8.0,POINT (1052450 1662350),128.07446402427948,34.9546538852298,POINT (1052449.9999999998 1662350.000000001)
라라532604,39.0,39.0,POINT (1053250 1660450),128.08310439689487,34.93747972866488,POINT (1053250.0000000002 1660450.0000000016)
라라571738,7.0,7.0,POINT (1057150 1673850),128.1267290017453,35.05809378222967,POINT (1057150 1673850)
라라548609,12.0,12.0,POINT (1054850 1660950),128.10065693529165,34.941902894059155,POINT (1054850.0000000016 1660949.9999999995)
라라520627,6.0,6.0,POINT (1052050 1662750),128.0701081525629,34.95828134922879,POINT (1052050.000000001 1662750.0000000019)
라라535602,40.0,40.0,POINT (1053550 1660250),128.0863765044532,34.9356605051483,POINT (1053550.000000001 1660249.999999999)
라라441820,8.0,8.0,POINT (1044150 1682050),127.98460845661424,35.13268575645332,POINT (1044149.9999999988 1682049.9999999995)
라라508718,12.0,12.0,POINT (1050850 1671850),128.05752129124397,35.040397165999444,POINT (1050850.0000000005 1671850.000000001)
라라542764,20.0,20.0,POINT (1054250 1676450),128.095098200267,35.081697726554744,POINT (1054250.0000000005 1676450.0000000005)
라라461749,8.0,8.0,POINT (1046150 1674950),128.00616464976383,35.06857572485566,POINT (1046150.000000001 1674950.0000000002)
라라503736,13.0,13.0,POINT (1050350 1673650),128.05214871640578,35.056652740299576,POINT (1050350.0000000007 1673650.0000000005)
라라535768,20.0,20.0,POINT (1053550 1676850),128.08744573220534,35.0853419000233,POINT (1053550.0000000002 1676850)
라라525589,6.0,6.0,POINT (1052550 1658950),128.0753450792156,34.923990642820506,POINT (1052549.999999999 1658950)
라라564771,7.0,7.0,POINT (1056450 1677150),128.1192776899447,35.08788865471831,POINT (1056450.0000000007 1677149.9999999998)
라라585772,8.0,8.0,POINT (1058550 1677250),128.1423212839113,35.08867049094872,POINT (1058549.9999999995 1677250.0000000005)
라라528611,28.0,28.0,POINT (1052850 1661150),128.0787688146135,34.94381261987785,POINT (1052850.0000000019 1661150.0000000002)
라라500654,11.0,11.0,POINT (1050050 1665450),128.04836511174426,34.98272828806724,POINT (1050050.0000000007 1665450)
라라558611,12.0,12.0,POINT (1055850 1661150),128.1116206786228,34.94365165952664,POINT (1055849.999999999 1661150.0000000002)
라라557614,11.0,11.0,POINT (1055750 1661450),128.11054567310157,34.94636227098496,POINT (1055749.9999999995 1661450.0000000005)
라라545602,20.0,20.0,POINT (1054550 1660250),128.0973260560593,34.93560716380431,POINT (1054550 1660249.999999999)
라라526602,30.0,30.0,POINT (1052650 1660250),128.07652188362124,34.935707668694604,POINT (1052649.999999999 1660249.9999999984)
라라429833,6.0,6.0,POINT (1042950 1683350),127.97150475323215,35.14445971594569,POINT (1042950.0000000001 1683350.000000001)
라라568607,8.0,8.0,POINT (1056850 1660750),128.12254398149375,34.93998923429265,POINT (1056849.9999999998 1660750)
라라569793,8.0,8.0,POINT (1056950 1679350),128.12491393949946,35.107697386886485,POINT (1056950.0000000002 1679350.0000000007)
라라527607,20.0,20.0,POINT (1052750 1660750),128.07764845393243,34.94021100493366,POINT (1052749.999999999 1660750)
라라506596,25.0,25.0,POINT (1050650 1659650),128.0545862307258,34.930399344519806,POINT (1050650.0000000002 1659649.9999999998)
라라394709,6.0,6.0,POINT (1039450 1670950),127.93249212659686,35.032791688897106,POINT (1039449.9999999997 1670949.9999999993)
라라532603,34.0,34.0,POINT (1053250 1660350),128.08309801500008,34.93657802196871,POINT (1053250.0000000002 1660350.0000000026)
라라538764,17.0,17.0,POINT (1053850 1676450),128.09071058749475,35.081719178481165,POINT (1053850 1676450.0000000005)
라라536612,88.0,88.0,POINT (1053650 1661250),128.08753576915197,34.944672270617765,POINT (1053649.9999999988 1661250.0000000007)
라라530611,22.0,22.0,POINT (1053050 1661150),128.08095894691982,34.94380216555723,POINT (1053050.0000000002 1661150.0000000002)
라라533622,6.0,6.0,POINT (1053350 1662250),128.08431451653396,34.95370516245514,POINT (1053350.0000000005 1662250.000000001)
라라514684,39.0,39.0,POINT (1051450 1668450),128.0638888710278,35.009709075791825,POINT (1051450.0000000023 1668450)
라라502736,11.0,11.0,POINT (1050250 1673650),128.05105214043544,35.05665772660128,POINT (1050249.9999999998 1673649.9999999995)
라라514637,7.0,7.0,POINT (1051450 1663750),128.06359832461166,34.96732907732089,POINT (1051450.0000000005 1663750.0000000007)
라라488589,7.0,7.0,POINT (1048850 1658950),128.0348371554709,34.92417569481166,POINT (1048850.0000000028 1658950.0000000007)
라라421735,6.0,6.0,POINT (1042150 1673550),127.9622235592315,35.05612699296081,POINT (1042150 1673549.9999999998)
라라535761,13.0,13.0,POINT (1053550 1676150),128.08740048490478,35.07903010926296,POINT (1053550.0000000002 1676150.0000000002)
라라534611,18.0,18.0,POINT (1053450 1661150),128.0853392081383,34.94378113847114,POINT (1053450.0000000019 1661149.9999999995)
라라536607,42.0,42.0,POINT (1053650 1660750),128.08750361145815,34.94016374470659,POINT (1053650 1660750.0000000014)
라라509637,9.0,9.0,POINT (1050950 1663750),128.05812141039806,34.96735437135518,POINT (1050949.999999999 1663750.0000000007)
라라499662,8.0,8.0,POINT (1049950 1666250),128.0473175293519,34.98994687062036,POINT (1049949.9999999993 1666249.9999999998)
라라536620,6.0,6.0,POINT (1053650 1662050),128.08758723631925,34.95188590504835,POINT (1053649.9999999998 1662049.9999999998)
라라518665,6.0,6.0,POINT (1051850 1666550),128.06815421439384,34.992556339834145,POINT (1051850.0000000012 1666550.0000000002)
라라552754,7.0,7.0,POINT (1055250 1675450),128.10600053742223,35.07262658141926,POINT (1055249.9999999998 1675450.0000000005)
라라532731,11.0,11.0,POINT (1053250 1673150),128.08391720584433,35.05199538035897,POINT (1053250.0000000023 1673150.0000000002)
라라509704,16.0,16.0,POINT (1050950 1670450),128.05853175145788,35.027768377667144,POINT (1050950.000000001 1670449.999999999)
라라536606,106.0,106.0,POINT (1053650 1660650),128.08749718077635,34.939262039118944,POINT (1053650.0000000016 1660649.9999999993)
라라511638,6.0,6.0,POINT (1051150 1663850),128.06031831642488,34.96824598908827,POINT (1051149.9999999988 1663849.9999999998)
라라572739,9.0,9.0,POINT (1057250 1673950),128.1278324844155,35.058989792808575,POINT (1057249.999999998 1673949.9999999993)
라라566607,7.0,7.0,POINT (1056650 1660750),128.1203539672657,34.94000043725958,POINT (1056650.0000000016 1660750.0000000007)
라라517754,6.0,6.0,POINT (1051750 1675450),128.0676130940674,35.07281231422484,POINT (1051750.0000000005 1675450.000000001)
라라537597,21.0,21.0,POINT (1053750 1659750),128.08853421375636,34.931141384033964,POINT (1053749.9999999995 1659750.0000000005)
라라541765,22.0,22.0,POINT (1054150 1676550),128.09400783381977,35.08260478774544,POINT (1054149.9999999998 1676549.9999999998)
라라530608,37.0,37.0,POINT (1053050 1660850),128.0809398680471,34.941097046851795,POINT (1053049.999999999 1660850.0000000005)
라라429804,7.0,7.0,POINT (1042950 1680450),127.97135403963983,35.11831059048457,POINT (1042950.0000000006 1680450.000000001)
라라514725,8.0,8.0,POINT (1051450 1672550),128.0641428222087,35.046678617850866,POINT (1051449.999999999 1672550.000000001)
라라543751,7.0,7.0,POINT (1054350 1675150),128.0961098434225,35.06997044784121,POINT (1054349.999999999 1675150)
라라548779,9.0,9.0,POINT (1054850 1677950),128.10177895341778,35.095190467857634,POINT (1054850 1677950.0000000002)
라라518740,16.0,16.0,POINT (1051850 1674050),128.06862232879504,35.060183520108055,POINT (1051849.9999999995 1674049.9999999998)
라라500662,11.0,11.0,POINT (1050050 1666250),128.04841321561904,34.9899419262482,POINT (1050050.0000000016 1666249.9999999998)
라라417845,7.0,7.0,POINT (1041750 1684550),127.95839222049965,35.15533057289514,POINT (1041749.9999999992 1684549.9999999995)
라라522633,7.0,7.0,POINT (1052250 1663350),128.07233628971852,34.96368127645156,POINT (1052249.9999999998 1663350.0000000005)
라라536793,11.0,11.0,POINT (1053650 1679350),128.08870469928607,35.10787863225628,POINT (1053650.0000000007 1679350)
라라416842,10.0,10.0,POINT (1041650 1684250),127.9572791702068,35.152629644499484,POINT (1041650.0000000034 1684250.0000000005)
라라556609,14.0,14.0,POINT (1055650 1660950),128.1094172197263,34.941859263545254,POINT (1055650.0000000005 1660949.999999999)
라라506736,10.0,10.0,POINT (1050650 1673650),128.05543844269707,35.056637721923686,POINT (1050650.0000000016 1673650.0000000005)
라라532617,18.0,18.0,POINT (1053250 1661750),128.08318738732737,34.949201903419606,POINT (1053250.0000000007 1661750.0000000002)
라라535760,28.0,28.0,POINT (1053550 1676050),128.08739402215295,35.07812842432714,POINT (1053549.9999999993 1676050.0000000005)
라라513638,58.0,58.0,POINT (1051350 1663850),128.06250910584004,34.968235861258066,POINT (1051349.9999999993 1663849.999999999)
라라504716,7.0,7.0,POINT (1050450 1671650),128.0531237047887,35.03861384567013,POINT (1050449.9999999993 1671650.0000000005)
라라585773,7.0,7.0,POINT (1058550 1677350),128.14232835373252,35.089572165009336,POINT (1058549.9999999995 1677349.9999999995)
라라507595,25.0,25.0,POINT (1050750 1659550),128.05567504317946,34.92949262989535,POINT (1050749.999999999 1659550)
라라524555,6.0,6.0,POINT (1052450 1655550),128.07403684903397,34.89333760217428,POINT (1052450.0000000028 1655549.9999999995)
라라438683,9.0,9.0,POINT (1043850 1668350),127.98059088699362,35.00916574032072,POINT (1043850.0000000012 1668349.9999999995)
라라513667,9.0,9.0,POINT (1051350 1666750),128.06268796719286,34.99438525827644,POINT (1051350.0000000007 1666750.0000000007)
라라592670,8.0,8.0,POINT (1059250 1667050),128.14927210473954,34.99665824369871,POINT (1059250 1667050.0000000002)
라라523595,15.0,15.0,POINT (1052350 1659550),128.07319309634156,34.929411249721255,POINT (1052350.0000000002 1659550)
라라536763,28.0,28.0,POINT (1053650 1676350),128.08851030369345,35.08082816056713,POINT (1053650.000000003 1676350.0000000007)
라라530599,11.0,11.0,POINT (1053050 1659950),128.08088264668035,34.93298168343968,POINT (1053049.999999999 1659950.000000001)
라라515725,7.0,7.0,POINT (1051550 1672550),128.06523926235235,35.04667351447642,POINT (1051549.999999999 1672550.0000000002)
라라518595,50.0,50.0,POINT (1051850 1659550),128.06771871228673,34.92943695232043,POINT (1051849.9999999993 1659549.999999999)
라라557748,12.0,12.0,POINT (1055750 1674850),128.11144407660657,35.0671889628907,POINT (1055750 1674850.0000000005)
라라532619,10.0,10.0,POINT (1053250 1661950),128.08320015934,34.95100531289344,POINT (1053249.9999999988 1661950.0000000007)
라라545594,6.0,6.0,POINT (1054550 1659450),128.09727376749711,34.92839352272418,POINT (1054550.000000001 1659449.9999999993)
라라495591,8.0,8.0,POINT (1049550 1659150),128.0425127147695,34.9259451501784,POINT (1049549.9999999993 1659150.0000000005)
라라505640,7.0,7.0,POINT (1050550 1664050),128.05375807749417,34.97007954849396,POINT (1050549.999999999 1664050.000000001)
라라510675,7.0,7.0,POINT (1051050 1667550),128.0594498310525,35.00161406068011,POINT (1051049.9999999995 1667549.9999999998)
라라538770,38.0,38.0,POINT (1053850 1677050),128.09074959245885,35.08712927962627,POINT (1053849.999999999 1677050)
라라560770,18.0,18.0,POINT (1056050 1677050),128.1148829978241,35.0870093057986,POINT (1056050.0000000012 1677050)
라라569621,6.0,6.0,POINT (1056950 1662150),128.12373458610764,34.95260739799853,POINT (1056950.000000003 1662149.999999999)
라라506737,15.0,15.0,POINT (1050650 1673750),128.05544454900632,35.05753941509137,POINT (1050650.0000000005 1673750.0000000002)
라라534745,11.0,11.0,POINT (1053450 1674550),128.08620043973332,35.06460843911006,POINT (1053449.999999999 1674550)
라라526609,9.0,9.0,POINT (1052650 1660950),128.07656605753917,34.94201962099082,POINT (1052649.9999999988 1660949.9999999995)
라라537621,18.0,18.0,POINT (1053750 1662150),128.08868885491637,34.95278230578918,POINT (1053749.999999999 1662150.0000000005)
라라521731,6.0,6.0,POINT (1052150 1673150),128.07185560585995,35.05205283680717,POINT (1052150 1673150.0000000002)
라라541591,11.0,11.0,POINT (1054150 1659150),128.0928748739514,34.92570985217133,POINT (1054150.0000000028 1659150.0000000005)
라라384772,6.0,6.0,POINT (1038450 1677250),127.9218214467852,35.08963803186447,POINT (1038450.0000000006 1677250.0000000005)
라라508640,9.0,9.0,POINT (1050850 1664050),128.05704433811147,34.97006451875853,POINT (1050850.0000000007 1664050.000000001)
라라518742,13.0,13.0,POINT (1051850 1674250),128.06863483320387,35.06198690116899,POINT (1051850.0000000012 1674249.9999999995)
라라525606,13.0,13.0,POINT (1052550 1660650),128.075452116968,34.93931969113745,POINT (1052549.9999999993 1660650.0000000014)
라라387697,6.0,6.0,POINT (1038750 1669750),127.92476220567286,35.02199821471578,POINT (1038750.0000000006 1669750.0000000007)
라라493779,7.0,7.0,POINT (1049350 1677950),128.04143901656224,35.095474933600364,POINT (1049349.999999999 1677950.000000001)
라라531600,40.0,40.0,POINT (1053150 1660050),128.0819839373899,34.93387815098107,POINT (1053150.0000000005 1660050)
라라517655,7.0,7.0,POINT (1051750 1665550),128.0669963195829,34.983544446159826,POINT (1051750 1665550.0000000007)
라라522697,11.0,11.0,POINT (1052250 1669750),128.07273815848453,35.02139008418523,POINT (1052250.0000000002 1669750)
라라542761,9.0,9.0,POINT (1054250 1676150),128.09507855687377,35.07899267629497,POINT (1054250.0000000007 1676150.0000000002)
라라527595,22.0,22.0,POINT (1052750 1659550),128.07757259857428,34.92939051006814,POINT (1052749.9999999995 1659550)
라라529600,30.0,30.0,POINT (1052950 1660050),128.07979406928862,34.93388862120388,POINT (1052950.0000000007 1660050)
라라523597,9.0,9.0,POINT (1052350 1659750),128.07320564026432,34.93121466826548,POINT (1052350.0000000019 1659750.0000000019)
라라516594,12.0,12.0,POINT (1051650 1659450),128.06552276903173,34.928545453631784,POINT (1051649.999999999 1659449.9999999993)
라라400687,10.0,10.0,POINT (1040050 1668750),127.93896373702272,35.01293035399892,POINT (1040049.999999997 1668749.9999999998)
라라421736,13.0,13.0,POINT (1042150 1673650),127.96222864069476,35.0570286992724,POINT (1042149.9999999999 1673649.9999999995)
라라559770,41.0,41.0,POINT (1055950 1677050),128.11378602796566,35.08701486334171,POINT (1055950.000000001 1677050)
라라408658,10.0,10.0,POINT (1040850 1665850),127.94758939703765,34.9867485456267,POINT (1040850.0000000005 1665849.9999999995)
라라525743,23.0,23.0,POINT (1052550 1674350),128.0763176718221,35.062852360688474,POINT (1052550.000000001 1674350.0000000002)
라라554762,6.0,6.0,POINT (1055450 1676250),128.10824762501923,35.07982905602947,POINT (1055450.0000000012 1676249.9999999995)
라라500653,20.0,20.0,POINT (1050050 1665350),128.04835909996166,34.98182658268678,POINT (1050050.0000000007 1665350.0000000002)
라라571737,6.0,6.0,POINT (1057150 1673750),128.12672211165426,35.05719210075315,POINT (1057150.000000003 1673750.0000000002)
라라496590,6.0,6.0,POINT (1049650 1659050),128.04360160335685,34.92503854240161,POINT (1049649.9999999993 1659049.9999999998)
라라512653,7.0,7.0,POINT (1051250 1665350),128.06150601691996,34.98176649701524,POINT (1051249.9999999995 1665349.9999999995)
라라537612,115.0,115.0,POINT (1053750 1661250),128.0886308451623,34.94466696925291,POINT (1053750 1661250)
라라533729,8.0,8.0,POINT (1053350 1672950),128.08500085342817,35.05018671875315,POINT (1053350.0000000033 1672949.9999999998)
라라501722,6.0,6.0,POINT (1050150 1672250),128.04987094782973,35.044038972811315,POINT (1050150 1672249.999999999)
라라508637,20.0,20.0,POINT (1050850 1663750),128.05702602673836,34.96735940052465,POINT (1050850.0000000007 1663750)
라라520666,9.0,9.0,POINT (1052050 1666650),128.07035190371136,34.993447764853286,POINT (1052050.0000000002 1666650.0000000007)
라라426716,7.0,7.0,POINT (1042650 1671650),127.96760882726424,35.03897354515507,POINT (1042650.0000000002 1671649.9999999998)
라라513710,6.0,6.0,POINT (1051350 1671050),128.06295359982593,35.03315829292348,POINT (1051350.0000000026 1671050.0000000005)
