시설명,정류장1,정류장2,정류장3,정류장4,정류장5,정류장6,정류장7,정류장8,정류장9,정류장10,total_idx
마산동부경찰서,0.027891210872062783,0.02998297701038129,0.030999547583484076,0.02761901084395868,0.003627614792149754,0.0006069967249329139,1.8056452977554634e-05,0.010463985415777513,0.011864367277687039,0.003229639432259151,0.14630340640567074
마산중부경찰서,0.004838137424298555,0.0048065356310546025,0.09398251093282452,0.09192678486461814,0.0818116272426436,0.004334002907016796,0.07989484279956477,0.00420838017571726,0.004420192229115891,0.0041694124856363505,0.37439242669249045
창원서부경찰서,0.011086265842415302,0.01457023523100052,0.010639615208492919,0.008879823293942442,0.013924640243724331,0.011575518281713186,0.008470077034887731,0.01114684961150934,0.023979533463291073,0.023734978677337325,0.13800753688831416
경남지방경찰청,0.00491486404747513,0.007473022843258356,0.014743223839130142,0.014398436424260651,0.014328149182661913,0.0020726071329770783,0.007444344392378416,0.012843687389234486,0.012875031699677167,0.00843366414911287,0.09952703110016621
가곡 경로당,0.0004814676353530292,0.0004757532258091934,0.0006319181262939509,0.0006280795595513052,,,,,,,0.0022172185470074788
고양 경로당 ,0.010349787982095624,0.010280936339647714,0.0018958856822196618,0.0018883489214560013,0.0016576970178462116,0.0016172807629143912,0.0011592498916439707,0.0010895573747815971,,,0.02993874397260517
곡목 경로당 ,0.008490717891620913,0.0015685054169740705,0.0015159098292963932,0.0014996502438241936,0.0011076936437108833,0.001064439843391948,0.0008966042884577658,0.0008894578778531794,,,0.017032979035129348
금동 경로당 ,0.0019779342829634944,0.001956855374373496,0.0013271455004487797,0.0013033191272776063,0.0011105161756303418,0.0010960732197446022,,,,,0.008771843680438322
금산 경로당 ,0.0019884286968555234,0.0019743460641935447,0.0011226620709646074,0.0010643797895213212,0.001113999300126695,0.0010604012205922971,,,,,0.008324217142253988
기로회 경로당 ,0.003807195663219411,4.4221376502945434e-05,0.011776003883443775,4.3947428732595634e-05,0.009890474054918365,0.011696523881224006,0.003794603047868246,3.631259446539252e-05,3.618279460830839e-05,0.007441733957340263,0.0485671986823233
남산경로당 ,0.00020989901980624984,0.00020918095934559865,0.000157382688843167,0.00015645480552063713,0.00015364317917146385,0.005905033370768982,0.0036105060822685504,0.0034673951875672402,0.005430835472260925,,0.019300330765552813
내단 경로당 ,0.006948062760347659,0.009152951015847625,0.004452405226591609,0.004241553315243173,0.006583478803892023,0.008635995614629815,0.00030531131445103336,0.004023132739593137,0.008189406743482534,0.005133163366803573,0.057665460900882176
단산경로당 ,0.004027328552602997,0.004632613277596988,0.009162494807870106,0.00881596426419663,0.0065762031655403775,0.004230329539888607,0.004065000375290761,0.003466469282098784,0.00535011488206088,0.00343488138194743,0.05376139952909356
달천 경로당 ,6.62761003513915e-05,6.553524712274711e-05,4.1970788056094074e-05,4.166694138879058e-05,0.0005047084296129405,0.0004978192820224587,0.00046581572866561793,0.00046642809734032744,3.779501483353066e-05,,0.0021880156293938987
대한APT 경로당 ,0.0034952866532056157,0.0034771117904107696,0.003356573840268789,0.003327757736562972,0.001912786596315558,1.9870723108527285e-05,1.9451292722011205e-05,1.9443951856057865e-05,,,0.0156282825844503
덕산경로당 ,0.006527417463750532,0.006092491864294517,0.006409442247520138,0.005930239108726947,,,,,,,0.024959590684292134
덕천경로당 ,0.004053245523980019,0.0037472670891207133,3.959663095233859e-05,3.943012676548774e-05,0.009991682303801276,0.006528515602216801,0.010018235240425881,0.0031670388168482007,0.0028789736029223726,0.002851005031678491,0.04331498996871158
동부산2차아파트경로당 ,0.004469277809937124,0.0037926259493781386,0.0037827663543591327,0.0043908590637098295,0.008656219364391742,0.004203230029657517,0.006516852288908065,0.008691591990379834,0.006566635987550421,0.004218219677006049,0.05528827851527785
동월 경로당 ,0.0015632469753086905,0.001544872403712391,0.001451951441825223,0.001427714039006575,0.0012426418165379664,0.0011353421791948707,0.005108504040986653,0.00502268565716544,0.0009587366710892627,,0.019455695224827072
마룡 경로당 ,0.0018706480430887593,0.001855094090596424,0.0013482394225064348,0.0012651398790266334,0.0009918947676748027,0.0009475449842169284,0.0008819361305571757,,,,0.009160497317667158
모암 경로당 ,0.004027066187933557,0.004060998876502172,0.0038600395127498383,0.0034814122329028144,0.0028009064461507307,0.0027428661675537197,0.0010118624378079749,0.0009281025436015098,0.000986904463554178,0.0009159866752025577,0.024816145543959053
무성 경로당 ,0.007846919183476027,0.0008598855291558639,0.0008558426927301958,0.007803150776384244,5.993218342237232e-05,5.982410643698822e-05,0.008681558622666837,0.0008180175765956495,0.0008100011336973816,0.004685817634008951,0.032480949438574505
무성부인 경로당 ,0.007846919183476027,0.0008598855291558639,0.0008558426927301958,0.007803150776384244,5.993218342237232e-05,5.982410643698822e-05,0.008681558622666837,0.0008180175765956495,0.0008100011336973816,0.004685817634008951,0.032480949438574505
무성1구경로당 ,0.0007634987758036214,0.0069378654089571655,0.0007593301901889744,0.006888425441260557,5.251466096777721e-05,5.232754260502265e-05,0.007788414390748382,0.0007351299398343659,0.004181752570206336,0.0007215564510628825,0.028880815371635084
무성1구남자경로당 ,0.0007634987758036214,0.0069378654089571655,0.0007593301901889744,0.006888425441260557,5.251466096777721e-05,5.232754260502265e-05,0.007788414390748382,0.0007351299398343659,0.004181752570206336,0.0007215564510628825,0.028880815371635084
무성1구경로당 ,0.0007634987758036214,0.0069378654089571655,0.0007593301901889744,0.006888425441260557,5.251466096777721e-05,5.232754260502265e-05,0.007788414390748382,0.0007351299398343659,0.004181752570206336,0.0007215564510628825,0.028880815371635084
무성1구남자경로당 ,0.0007634987758036214,0.0069378654089571655,0.0007593301901889744,0.006888425441260557,5.251466096777721e-05,5.232754260502265e-05,0.007788414390748382,0.0007351299398343659,0.004181752570206336,0.0007215564510628825,0.028880815371635084
무성 경로당 ,0.007846919183476027,0.0008598855291558639,0.0008558426927301958,0.007803150776384244,5.993218342237232e-05,5.982410643698822e-05,0.008681558622666837,0.0008180175765956495,0.0008100011336973816,0.004685817634008951,0.032480949438574505
무성부인 경로당 ,0.007846919183476027,0.0008598855291558639,0.0008558426927301958,0.007803150776384244,5.993218342237232e-05,5.982410643698822e-05,0.008681558622666837,0.0008180175765956495,0.0008100011336973816,0.004685817634008951,0.032480949438574505
무점 경로당 ,0.00078388707264131,0.007352519506509946,0.0005207873668628137,0.007299126632937247,5.878581460227832e-05,5.839544698342829e-05,0.004051098349592061,0.0004430709799073176,0.004026693452444025,0.00043880808240093666,0.025033172704881364
본포 경로당 ,0.0019630432859377724,0.001953612437230001,0.001350271776359168,0.001344685871092348,0.00871173999576063,0.0005578454197345227,0.0006186253118333073,0.0005539092159827423,0.0006128674617193386,,0.01766660077564983
봉강 경로당 ,0.0016651887382069016,0.0016471875904865256,0.0007167106078381921,0.0007112627987321689,0.0011009676102006845,0.0011023938896280706,3.8948663733690954e-05,3.831312787578523e-05,0.0004488152078391594,0.00044328930956023327,0.007913077544101412
봉곡 경로당 ,0.00014593296587661245,0.0012923743093558764,0.0012101905874031334,0.0012839667674681276,0.0011941111635428141,,,,,,0.005126575793646565
봉산경로당 ,0.009688842512348136,0.004737282366841046,0.004053905217381792,0.0035626003335340896,0.004161953118978556,0.007985957335765164,0.005950154536353201,0.0038276396787298964,0.00184532655241212,0.003146349130645026,0.048960010782989026
산남 경로당 ,0.001030111448392884,0.0010273928241288912,0.0008477628152313256,0.0008388037125431679,0.0008997852424253494,0.0008974036387269899,0.005894985719560809,0.00014669490275518108,0.0058492695037764605,0.00014580855042058174,0.01757801835796164
삼운 경로당 ,0.0018479176530565241,0.0018309674480721167,0.0008417970421377918,0.0008260615587344528,5.0890685139862334e-05,5.0045119812724906e-05,0.0005768148410599822,0.0005731843696313475,0.0010414542244095496,0.001032836493974607,0.00867196943602896
성진2차경로당 ,0.00036479355844163503,0.0048303953979075415,0.00984995081101338,0.004363648792537741,0.006769723687995932,0.004297044546683673,0.0066322885981880955,0.00872847950399054,0.004259016623607349,0.0065912127501713295,0.05668655427053721
성진까치빌라경로당 ,0.004736654721508718,0.00734845202365194,0.004487368763633627,0.00033844596220793273,0.009175219863900083,0.004144342129359714,0.006413102831783433,0.003924075538026362,0.008394446783203648,0.006053903993477832,0.0550160126107533
성진정 경로당 ,0.004972944728973259,0.010191103503626568,0.007682730368390884,0.0003415842412722965,0.004508413342423438,0.009244904694540432,0.0039039539670782104,0.006047716836454387,0.00787855180332167,0.0035418764509524674,0.058313779937033614
송정1구경로당 ,0.003914069614948777,0.009391621560790821,0.004489547062139942,0.007013887236458207,0.004513249903513729,0.008793771160525302,0.004032658180519052,0.003431012661549667,0.005719682937229847,0.003673608130113949,0.05497310844778929
송정주공APT경로당 ,0.004134362040838166,0.00980162589585192,0.004811159914487381,0.004674813196117608,0.0039377073619815215,0.007497557566233674,0.005603330012094492,0.0036092560233935284,0.005405913872253806,0.0019197401889104152,0.05139546607216251
신방 경로당 ,0.004252572602990847,0.004183828303300498,0.0033291389005750153,0.0032900268469612374,0.002074508346089382,,,,,,0.017130074999916978
신방 부인 경로당 ,0.004252572602990847,0.004183828303300498,0.0033291389005750153,0.0032900268469612374,0.002074508346089382,,,,,,0.017130074999916978
신방 경로당 ,0.004252572602990847,0.004183828303300498,0.0033291389005750153,0.0032900268469612374,0.002074508346089382,,,,,,0.017130074999916978
신방 부인 경로당 ,0.004252572602990847,0.004183828303300498,0.0033291389005750153,0.0032900268469612374,0.002074508346089382,,,,,,0.017130074999916978
신안APT 경로당 ,0.004143702232437685,0.004119478616375743,0.011404530982180394,0.007460833506173714,0.003579514715794223,0.011056750095077011,3.986557358681112e-05,3.967270901767325e-05,3.1691853023487504e-05,3.174490746378667e-05,0.041907785191130524
양교경로당 ,0.0020455249143539306,0.0020291602346081345,0.0014118064445648771,0.0014043297376718435,0.0009349486848529623,0.0009329969340575921,,,,,0.00875876695010934
외단경로당 ,0.00038291188957322806,0.01978248177775198,0.0018334356850643796,0.0006199231312872492,0.0061137834673548235,0.002953698933934092,0.0045804440060424195,0.005459427758765717,0.002634042858210969,0.00019914821547104325,0.0445592977234559
용산 경로당 ,0.00022952146715890238,0.00022702430528433662,0.0013859382397923932,0.0013831307213405916,0.00013489410119313765,0.00013337642953661276,0.0009134193722332629,0.0009107169480550581,,,0.005318021584594296
용산부인경로당 ,0.00022952146715890238,0.00022702430528433662,0.0013859382397923932,0.0013831307213405916,0.00013489410119313765,0.00013337642953661276,0.0009134193722332629,0.0009107169480550581,,,0.005318021584594296
용산 경로당 ,0.00022952146715890238,0.00022702430528433662,0.0013859382397923932,0.0013831307213405916,0.00013489410119313765,0.00013337642953661276,0.0009134193722332629,0.0009107169480550581,,,0.005318021584594296
용산부인경로당 ,0.00022952146715890238,0.00022702430528433662,0.0013859382397923932,0.0013831307213405916,0.00013489410119313765,0.00013337642953661276,0.0009134193722332629,0.0009107169480550581,,,0.005318021584594296
용연 경로당 ,0.0009224762690684899,7.815214708278982e-05,0.0009158777976540444,0.0007562688175827248,0.0007366442375507651,0.0007131754674349126,0.0007096149964528085,5.0043909268233666e-05,4.9377504525801086e-05,0.0005788661607564079,0.0055104973073769785
용잠1구 경로당 ,4.4855026705009105e-05,4.472556052365012e-05,0.011782619766643172,0.003746919568439633,0.009818744125987483,0.011021614391058598,0.003581231319615484,3.9442806443043515e-05,3.928397679787116e-05,0.009556643281527482,0.049676079823741434
용잠1구여성경로당,4.478295274837627e-05,4.448064254138855e-05,0.011868715652062338,0.003772128025817728,0.00990016933570311,0.011080620916891047,0.003601382124695773,3.944714422747049e-05,3.9315008640310295e-05,0.00960662002083103,0.04999766182415857
용잠2구 경로당 ,0.003759099248441069,0.011518520861629446,0.009733380208453057,0.0036568072379033418,0.011283120585088777,4.047319708231292e-05,3.9839880555974405e-05,0.008201828821987986,3.5467727529307636e-05,3.53859769766454e-05,0.04830392374564792
용잠3구 경로당 ,4.4315473057438306e-05,4.4195016120658424e-05,0.0039867613108548325,0.0039001267660032928,0.010937753601314904,0.003390321937615636,0.010375850548501339,0.00675719070413216,3.65671890436835e-05,3.652581325376466e-05,0.03950960835989771
용잠6구경로당 ,0.010534452937632806,0.003413511487432065,3.9242267332227164e-05,3.900469021591893e-05,0.0033082579173026824,0.010220734908623609,0.008580550727642059,0.00708535664411978,0.007124667977926673,3.137719681466916e-05,0.050377156755042486
용잠본동경로당 ,0.0033249326283565192,0.003259735408969828,0.003418506490172468,0.0033668697901767498,0.002305916098289039,0.0020312137965925008,0.0035086418372205636,0.005342415087339268,2.0575112564323174e-05,2.033720177228979e-05,0.026599143451453547
용잠본동부인경로당 ,0.0033249326283565192,0.003259735408969828,0.003418506490172468,0.0033668697901767498,0.002305916098289039,0.0020312137965925008,0.0035086418372205636,0.005342415087339268,2.0575112564323174e-05,2.033720177228979e-05,0.026599143451453547
용잠본동경로당 ,0.0033249326283565192,0.003259735408969828,0.003418506490172468,0.0033668697901767498,0.002305916098289039,0.0020312137965925008,0.0035086418372205636,0.005342415087339268,2.0575112564323174e-05,2.033720177228979e-05,0.026599143451453547
용잠본동부인경로당 ,0.0033249326283565192,0.003259735408969828,0.003418506490172468,0.0033668697901767498,0.002305916098289039,0.0020312137965925008,0.0035086418372205636,0.005342415087339268,2.0575112564323174e-05,2.033720177228979e-05,0.026599143451453547
용전경로당 ,0.00020774950115456012,0.00015169104943428218,0.00015059375357882814,0.00013956795074796275,0.0001383338814714323,0.005401689824652774,0.0033686843488397442,0.0033199802058072442,,,0.012878290515686827
용정1구 경로당 ,0.007746377881845034,0.004990223435769103,0.010160730006793111,0.006356788245171885,0.00409291213242251,0.00031200630978834253,0.00834725803375915,0.004116430372227965,0.008356044381970325,0.003363006736931396,0.05784177753667882
용정2구 경로당 ,0.00036744087118126273,0.004845791168706403,0.009865175431620672,0.004647787526513851,0.007180424879672621,0.009448960057306848,0.004285710010388109,0.00663584048462748,0.008650538535806933,0.004008290773499271,0.05993595973932345
용정3구경로당 ,0.0046679829380893365,0.007226542114893676,0.009436386490039132,0.00034305435066511394,0.00452975328372258,0.009204760172541102,0.004306274625100258,0.006667578308618119,0.008759989166540957,0.0064637458577901565,0.06160606730800044
원봉강 경로당 ,0.0009997361339593657,0.000980905663353764,0.0008051773260037274,0.0007985068815113562,6.66168686256781e-05,6.641652351237639e-05,0.0006792189216986027,0.0006674818554333376,0.001213688725367143,0.0012047707255790669,0.007482519625044417
월잠 경로당 ,0.0021889158771238567,0.0020940624736606075,0.0020467340316701393,0.002039331797836336,0.007439007159619555,0.007355461107232265,0.0015704526896601803,0.0013935851555781544,0.0014604181561882238,0.001381826739886405,0.02896979518845572
이운 경로당 ,0.009724821093385273,0.009685812737102905,0.0018645826021554547,0.0018438339898539037,0.0017814980721433103,0.0017412319518880569,0.0011364594477411092,0.0010694093011863136,0.0008988262816709566,0.0008951629955627232,0.030641638472690007
전촌 경로당 ,0.0009022158906353694,0.0008955891867626205,0.0007823374324577177,0.000778962114643545,6.163003059397785e-05,6.0865571747754095e-05,0.0007300301063336426,0.0007130945258518752,0.0006055299545096309,0.0005975763810325851,0.006127831194568719
죽동 경로당 ,0.0011152819641640022,0.0011039629444363156,0.007360769049207874,0.007343009617010946,0.00018425354422697991,0.0001835367049806832,0.006688603184799642,0.0006871977083859671,0.006555350154831728,0.0006758945304953244,0.03189785940253946
칠성그린APT 경로당 ,0.00427005688377967,0.0040300796366871065,0.0037706405330612024,0.0033171792758343657,0.0029089511400019535,0.00285926062565957,0.0010568162693871564,0.0010323987237097212,0.0009582495866561514,0.0009479803747789727,0.02515161304955587
판신경로당 ,0.0022023119551682177,0.0021352988116993613,0.0015420228712188472,0.001496397598075095,0.0012908709728223706,0.0012761647648959207,0.004861956080405852,0.0009749003985095368,,,0.0157799234527952
합산 경로당 ,0.00026214817868555645,0.00026204915330087534,0.0001909101780363063,0.0001909230943908299,0.0009390623749908964,0.0009030000256795174,,,,,0.002748093005083982
화목 경로당 ,0.0057215033174783355,0.005632200692125104,0.0009544361658713511,0.0009541659234535306,0.000903810752932979,0.0008904187397832078,,,,,0.015056535591644507
STX칸1차아파트경로당,0.01568351119399595,0.01563564847836342,0.013987175536391066,0.014187435456524044,0.013954599230523676,0.013070756031492185,0.01264752362737446,0.012636621596725614,0.010365754569786693,0.010093593161802986,0.13226261888298008
갈전경로당,0.00030844884841901594,0.00029245222011699425,0.00029390827703234797,0.0002806316803521799,0.00024408472929429194,0.0002520642606995533,,,,,0.0016715900159143832
감계아내1차아파트경로당,0.0164744870815846,0.01638031175114455,0.016179392199363308,0.014972762305791263,0.0006647456866391369,0.0006625498688051203,0.01255753682472947,0.013133832065960511,0.0005241428912139188,0.0005197571267165646,0.09206951780194844
감계아내2차아파트경로당,0.015126827097432996,0.014750058109652022,0.0006483298934201245,0.0006429284163952707,0.013760049897873428,0.0006190562364136881,0.0006078599139284748,0.010880893118258338,0.012195829206894604,0.010650025567955485,0.07988185745822443
감계푸르지오아파트경로당,0.01573632597180649,0.015443515043083025,0.014398540619923924,0.014317624184690566,0.012690249691704854,0.01232036368991072,0.009978986180628514,0.009746477947227062,0.010218271182562084,0.008794241054381789,0.12364459556591903
감계휴먼빌경로당,0.016247474969260694,0.016958108674280926,0.015345374435571818,0.0006611231743300773,0.0006608354869667971,0.013827788551493844,0.014245839192142869,0.013200282538486813,0.0005207199987079516,0.0005145024289586904,0.09218204945020048
감계힐스테이트1차아파트경로당,0.016096588680863732,0.014713765578299183,0.014682228130014184,0.015461804967726724,0.021730278652124343,0.02134093391292036,0.012920204179674778,0.0009286452931592544,0.0009099059935148081,0.017563331634863896,0.13634768702316127
감계힐스테이트2차아파트경로당,0.016739678703066533,0.01564765863307373,0.02271722229336234,0.02237334703583486,0.01341936975966861,0.013361489266345554,0.012586394384093428,0.0008502182242631005,0.01639184716765639,0.000829309005716389,0.13491653447308097
감계힐스테이트3차아파트경로당,0.016012656217702943,0.015710427755935476,0.015083294404149844,0.01435083338016153,0.013392599392934046,0.013404990883781422,0.01322258813850807,0.012634487982891667,0.012325196371341196,0.0005718285394702918,0.1267089030668765
감계힐스테이트4차아파트경로당,0.014783296410734904,0.014517127187333298,0.013845012723771697,0.013722460879291161,0.011992980501723082,0.011541930234878643,0.009302204402456446,0.009069110210805496,0.009335625289503588,0.007864135751377848,0.11597388359187615
고암경로당,0.00017435718200964315,0.00017070539756951588,0.00010898100125924375,0.00013121319821859822,7.245250352281535e-05,0.00014607867208616158,,,,,0.0008037879546659778
남백경로당,0.00047429013531180407,0.0010729528822806603,0.0009264986820813179,0.0009258784592341571,,,,,,,0.0033996201589079397
내감경로당,0.015351446266087034,0.015029391418963764,0.01417883948719997,0.000671738250918051,0.014017378361458678,0.000666424841453385,0.013330022364154807,0.013979388371641888,0.0005766546417685852,0.0005757915796787443,0.0883770755833249
내감부인경로당,0.015351446266087034,0.015029391418963764,0.01417883948719997,0.000671738250918051,0.014017378361458678,0.000666424841453385,0.013330022364154807,0.013979388371641888,0.0005766546417685852,0.0005757915796787443,0.0883770755833249
내감경로당,0.015351446266087034,0.015029391418963764,0.01417883948719997,0.000671738250918051,0.014017378361458678,0.000666424841453385,0.013330022364154807,0.013979388371641888,0.0005766546417685852,0.0005757915796787443,0.0883770755833249
내감부인경로당,0.015351446266087034,0.015029391418963764,0.01417883948719997,0.000671738250918051,0.014017378361458678,0.000666424841453385,0.013330022364154807,0.013979388371641888,0.0005766546417685852,0.0005757915796787443,0.0883770755833249
내산경로당,0.00011924162143346745,0.0001180817585806593,0.00010101651812824895,0.00010067002977998533,8.655131888867082e-05,8.22133215310999e-05,,,,,0.0006077745683421318
대천경로당,0.00408827290703628,0.0014985669200333475,0.001299775046681027,0.0031833773618136158,0.001060212353790453,0.001096326337082546,0.0011534603054049431,0.00022594627353100393,0.0003058501664865475,0.002598540460488772,0.016510328132348536
대한경로당,0.000797120433100999,0.0007891102699810489,0.0005437289281267204,0.0005405886136242786,0.0003971553390099335,0.0003920375708264429,0.011327097370133354,0.011237452181351122,0.0003685029205985572,0.0003656459427429524,0.02675843956949541
대호아파트경로당,0.024274076201431044,0.024296256461118024,0.01993845663321014,0.019799775949571462,0.0006354769700530552,0.01778192418170334,0.017437996086279422,0.0006162355287826641,0.013903647132359689,0.013243527078239592,0.15192737222274844
동전경로당,0.014016711918849883,0.013985887502876142,0.012459003641851311,0.012424082957974083,0.011605853444252526,0.011510717622194038,0.011384859790859396,0.011237394146333858,0.009691565046255398,0.009468830479003286,0.11778490655044993
마산경로당,0.0021815187246732506,0.001714452805291355,0.00044953627627956953,0.0004411479600857329,0.0015691769444077614,0.0014091025497560685,2.1413007222841703e-05,2.0395856889861076e-05,,,0.007806744124606441
마산부인경로당,0.00023811591358502036,0.00020496602322035457,0.0006473868031718262,0.012164797699264585,0.0006317370116291856,0.0006286612182357618,0.0005007868811603173,0.0004780892024499362,,,0.015494540752716987
명촌경로당,0.016927076066567168,0.0001272825076552609,0.0001259988668063847,0.00012564159490472028,0.000120522649953004,0.00022817266501127357,0.0002271693568562475,,,,0.017881863707754058
명호경로당,0.00016932253301162577,0.0001563748879537771,0.00016492891056103635,0.0001758518108442141,0.00014718116206868497,0.00013383519163062487,0.00015624015769624263,0.000164454853353634,0.0001315683776262608,0.00012218874568838893,0.0015219466304344897
무동경로당,0.01627673175872801,0.015525010788274205,0.015123582445454174,0.014821959597502751,0.012892949103052663,0.009888535990694388,0.009842775771614192,0.011158098583015367,0.011022861488538007,0.010297487092152247,0.126849992619026
