city_name,routeno,routetp,startnodenm,endnodenm,startvehicletime,endvehicletime,intervaltime,intervalsattime,intervalsuntime,usage,노선정류장수,노선거리(km),굴곡도,start,end
창원시,1,마을버스,신전,창원역,540.0,2210.0,40.0,40.0,40.0,33931.0,105.0,55.9,2.0,340.0,1330.0
창원시,2,마을버스,유등,창원역,725.0,2150.0,170.0,170.0,170.0,2558.0,83.0,53.5,1.7,445.0,1310.0
창원시,3,마을버스,상리,진영시외주차장,750.0,1655.0,220.0,220.0,220.0,299.0,74.0,43.8,2.6,470.0,1015.0
창원시,7,마을버스,창원역,자여입구,620.0,2310.0,11.0,15.0,15.0,63612.0,35.0,21.1,1.0,380.0,1390.0
창원시,8,마을버스,창원역,삼성창원병원종점(8),600.0,2240.0,17.0,17.0,17.0,68306.0,39.0,8.8,1.8,360.0,1360.0
창원시,10,지선버스,대방동성아파트,북면종점,605.0,2200.0,70.0,70.0,70.0,20688.0,124.0,52.8,1.5,365.0,1320.0
창원시,11,지선버스,대방동성아파트,내봉촌,920.0,2110.0,260.0,260.0,260.0,2024.0,167.0,79.2,2.0,560.0,1270.0
창원시,12,지선버스,대방동성아파트,북면종점,510.0,2005.0,126.0,126.0,126.0,11121.0,146.0,63.5,1.8,310.0,1205.0
창원시,13,지선버스,대방동성아파트,북면종점,535.0,2035.0,255.0,255.0,255.0,4501.0,161.0,73.3,1.8,335.0,1235.0
창원시,14,지선버스,대방동성아파트,명촌,525.0,2015.0,250.0,250.0,250.0,4389.0,160.0,77.2,1.8,325.0,1215.0
창원시,15,지선버스,창원역,명촌2,520.0,1940.0,205.0,205.0,205.0,1849.0,123.0,64.7,2.3,320.0,1180.0
창원시,17,지선버스,불모산종점,북면종점,500.0,2236.0,29.0,29.0,40.0,94109.0,151.0,67.5,1.7,300.0,1356.0
창원시,19,지선버스,소계종점,STX칸1차아파트후문,600.0,2200.0,125.0,125.0,125.0,7820.0,54.0,32.3,2.4,360.0,1320.0
창원시,20,지선버스,경남대남부터미널종점,북면종점,600.0,2235.0,45.0,45.0,45.0,51104.0,124.0,49.9,1.4,360.0,1355.0
창원시,21,지선버스,경남대남부터미널종점,초소,610.0,2200.0,260.0,260.0,260.0,5787.0,157.0,68.5,1.6,370.0,1320.0
창원시,22,지선버스,경남대남부터미널종점,명촌,540.0,2140.0,90.0,90.0,90.0,16043.0,161.0,70.0,1.6,340.0,1300.0
창원시,23,지선버스,경남대남부터미널종점,남백마을종점,550.0,2010.0,185.0,185.0,185.0,6680.0,126.0,55.1,1.7,350.0,1210.0
창원시,24,지선버스,덕동공영차고지,북면종점,500.0,2210.0,70.0,70.0,70.0,29985.0,137.0,59.9,1.3,300.0,1330.0
창원시,27,지선버스,가포고등학교,북면종점,500.0,2245.0,24.0,36.0,40.0,120052.0,160.0,67.6,1.8,300.0,1365.0
창원시,30,지선버스,대방동성아파트,북면종점,530.0,2210.0,145.0,145.0,145.0,10551.0,154.0,79.3,2.2,330.0,1330.0
창원시,31,지선버스,대방동성아파트,본포마을회관,537.0,2040.0,365.0,365.0,365.0,4144.0,180.0,93.9,2.7,337.0,1240.0
창원시,32,지선버스,대방동성아파트,상리,530.0,2150.0,190.0,190.0,190.0,9474.0,138.0,75.2,2.2,330.0,1310.0
창원시,33,지선버스,무점종점,북면종점,720.0,2130.0,220.0,220.0,220.0,1663.0,124.0,63.2,3.1,440.0,1290.0
창원시,34,지선버스,대방동성아파트,무점종점,540.0,2135.0,195.0,195.0,195.0,5561.0,97.0,54.6,1.4,340.0,1295.0
창원시,35,지선버스,대방동성아파트,신용삼거리,550.0,2000.0,230.0,230.0,230.0,5835.0,124.0,65.1,3.2,350.0,1200.0
창원시,36,지선버스,창원역,유등종점,640.0,2000.0,240.0,240.0,240.0,1872.0,143.0,79.4,2.4,400.0,1200.0
창원시,37,지선버스,가술정류장,우성아파트,700.0,2150.0,140.0,140.0,140.0,1032.0,57.0,30.3,2.0,420.0,1310.0
창원시,40,지선버스,경남대남부터미널종점,북모산마을,610.0,2055.0,145.0,145.0,145.0,10333.0,170.0,82.4,1.8,370.0,1255.0
창원시,41,지선버스,경남대남부터미널종점,본포마을회관,530.0,1835.0,275.0,275.0,275.0,5222.0,194.0,97.3,1.8,330.0,1115.0
창원시,42,지선버스,경남대남부터미널종점,송정종점,845.0,2135.0,210.0,210.0,210.0,6658.0,130.0,65.5,1.5,525.0,1295.0
창원시,44,지선버스,경남대남부터미널종점,무점종점,555.0,2000.0,245.0,245.0,245.0,5355.0,111.0,56.4,1.5,355.0,1200.0
창원시,45,지선버스,경남대남부터미널종점,신용삼거리,530.0,1940.0,225.0,225.0,225.0,6874.0,135.0,63.2,1.4,330.0,1180.0
창원시,46,지선버스,경남대남부터미널종점,용전마을,610.0,2110.0,150.0,150.0,150.0,4807.0,85.0,40.1,1.4,370.0,1270.0
창원시,49,지선버스,경남대남부터미널종점,유등종점,535.0,2000.0,315.0,315.0,315.0,3175.0,178.0,91.1,1.8,335.0,1200.0
창원시,50,지선버스,월영1차아파트,안계종점,600.0,2225.0,175.0,175.0,175.0,5177.0,99.0,39.7,2.0,360.0,1345.0
창원시,51,지선버스,월영1차아파트,신목종점,510.0,2145.0,82.0,82.0,82.0,17827.0,109.0,46.5,1.5,310.0,1305.0
창원시,53,지선버스,월영1차아파트,안성종점,545.0,2230.0,90.0,90.0,90.0,9098.0,85.0,37.0,2.2,345.0,1350.0
창원시,54,지선버스,월영1차아파트,마산대학교종점,550.0,2230.0,90.0,90.0,90.0,4164.0,91.0,36.7,1.8,350.0,1350.0
창원시,55,지선버스,호계중학교,소계종점,620.0,2130.0,130.0,130.0,130.0,1232.0,65.0,33.5,2.0,380.0,1290.0
창원시,60,지선버스,마산역종점,옥계종점,740.0,2120.0,180.0,180.0,180.0,3672.0,90.0,51.9,1.8,460.0,1280.0
창원시,61,지선버스,마산역종점,저도비치로드,550.0,2135.0,110.0,114.6,118.0,2982.0,133.0,59.7,1.7,350.0,1295.0
창원시,61-1,간선버스,마산역종점,조밭골,928.0,1614.0,128.1,110.0,110.0,2982.0,,,,568.6765746638358,974.5322338830584
창원시,62,지선버스,마산역종점,원전종점,720.0,2210.0,79.0,79.0,79.0,15196.0,128.0,64.8,1.9,440.0,1330.0
창원시,64,지선버스,마산역종점,진동환승센터,550.0,1820.0,260.0,260.0,260.0,2141.0,166.0,89.2,4.1,350.0,1100.0
창원시,73-1,지선버스,월안마을,진동환승센터,650.0,2250.0,120.0,120.0,120.0,1049.0,55.0,28.6,1.6,410.0,1370.0
창원시,74,지선버스,마산역종점,정곡종점,730.0,2100.0,170.0,170.0,170.0,6974.0,97.0,53.5,1.6,450.0,1260.0
창원시,74-1,지선버스,진동환승센터,정곡종점,635.0,2220.0,135.0,135.0,135.0,2331.0,47.0,19.3,1.6,395.0,1340.0
창원시,75,지선버스,마산역종점,상평종점,835.0,2230.0,220.0,220.0,220.0,5175.0,126.0,85.2,2.3,515.0,1350.0
창원시,75-1,지선버스,둔덕종점,진동환승센터,715.0,2030.0,300.0,300.0,300.0,1788.0,83.0,58.8,2.1,435.0,1230.0
창원시,75-2,지선버스,상평종점,진동환승센터,910.0,2220.0,420.0,420.0,420.0,989.0,55.0,37.1,1.9,550.0,1340.0
창원시,76,지선버스,마산역종점,둔덕종점,755.0,2145.0,225.0,225.0,225.0,5916.0,136.0,84.0,2.2,475.0,1305.0
창원시,77,지선버스,마산역종점,시락정곡종점,750.0,2030.0,290.0,290.0,290.0,4473.0,144.0,101.5,2.0,470.0,1230.0
창원시,77-1,지선버스,진동환승센터,시락정곡종점,740.0,2210.0,150.0,150.0,150.0,1975.0,78.0,49.1,4.4,460.0,1330.0
창원시,64-1,지선버스,유니시티2단지,진동환승센터,750.0,1750.0,320.0,320.0,320.0,3891.0,196.0,102.4,2.6,470.0,1070.0
창원시,65,지선버스,유니시티2단지,명주,610.0,2050.0,175.0,175.0,175.0,13856.0,130.0,73.5,1.4,370.0,1250.0
창원시,65-2,지선버스,유니시티2단지,명주,1600.0,1650.0,145.0,145.0,145.0,11696.0,,,,960.0,1010.0
창원시,65-1,지선버스,유니시티2단지,로봇랜드(입구),920.0,1920.0,340.0,340.0,340.0,11696.0,154.0,88.7,1.4,560.0,1160.0
창원시,70,지선버스,진동환승센터,창원역,527.0,2230.0,66.0,82.0,82.0,36068.0,89.0,49.2,1.3,327.0,1350.0
창원시,71,지선버스,진동면허시험장,창원역,533.0,2246.0,66.0,79.0,79.0,31100.0,95.0,52.4,1.4,333.0,1366.0
창원시,72,지선버스,마산역종점,대현종점.용광사,600.0,2140.0,170.0,170.0,170.0,10159.0,110.0,63.2,1.4,360.0,1300.0
창원시,72-1,지선버스,진동환승센터,대현종점.용광사,720.0,2200.0,215.0,215.0,215.0,1960.0,63.0,31.7,2.2,440.0,1320.0
창원시,73,지선버스,마산역종점,서북동마을,540.0,2125.0,125.0,125.0,125.0,12201.0,126.0,66.7,2.1,340.0,1285.0
창원시,78,지선버스,마산역종점,선두종점,700.0,2205.0,190.0,190.0,190.0,5730.0,84.0,47.7,1.4,420.0,1325.0
창원시,80,지선버스,진동환승센터,마산역종점,600.0,2248.0,72.0,90.0,90.0,29095.0,108.0,69.3,2.0,360.0,1368.0
창원시,100,간선버스,월영1차아파트,대방동종점,500.0,2300.0,24.0,20.0,20.0,253220.0,137.0,55.8,2.3,300.0,1380.0
창원시,101,간선버스,월영1차아파트,불모산종점,518.0,2259.0,20.0,27.0,29.0,131093.0,147.0,61.7,1.9,318.0,1379.0
창원시,102,간선버스,해운중학교종점,청솔아파트종점,525.0,2240.0,35.0,36.0,36.0,167730.0,153.0,60.7,2.4,325.0,1360.0
창원시,103,간선버스,성주사역 환승센터,가포고등학교,505.0,2300.0,15.0,18.0,20.0,335737.0,131.0,56.6,1.8,305.0,1380.0
창원시,105,간선버스,덕동공영차고지,대방동종점,500.0,2249.0,33.0,22.0,27.0,220604.0,152.0,65.8,2.1,300.0,1369.0
창원시,106,간선버스,월영1차아파트,불모산종점,500.0,2246.0,36.0,47.0,47.0,115456.0,132.0,57.0,1.7,300.0,1366.0
창원시,107,간선버스,월영1차아파트,불모산종점,505.0,2300.0,38.0,35.0,35.0,103106.0,124.0,55.5,1.7,305.0,1380.0
창원시,108,간선버스,대방동종점,가포고등학교,505.0,2245.0,29.0,35.0,45.0,138892.0,117.0,52.6,1.6,305.0,1365.0
창원시,109,간선버스,경남대남부터미널종점,불모산종점,515.0,2300.0,20.0,29.0,36.0,168472.0,143.0,59.4,1.8,315.0,1380.0
창원시,110,간선버스,성주사역 환승센터,마산대학교종점,500.0,2229.0,40.0,33.0,51.0,89811.0,168.0,68.2,1.7,300.0,1349.0
창원시,111,간선버스,성주사역 환승센터,안계초등학교,513.0,2235.0,29.0,53.0,49.0,89207.0,161.0,66.2,1.6,313.0,1355.0
창원시,113,간선버스,불모산종점,평성종점,515.0,2300.0,20.0,29.0,33.0,186661.0,139.0,61.7,1.5,315.0,1380.0
창원시,114,간선버스,안계초등학교,청솔아파트종점,515.0,2232.0,49.0,56.0,63.0,45694.0,154.0,69.6,1.8,315.0,1352.0
창원시,115,간선버스,청솔아파트종점,평성종점,512.0,2258.0,29.0,44.0,47.0,146843.0,135.0,61.8,1.8,312.0,1378.0
창원시,116,간선버스,마산대학교종점,불모산종점,525.0,2250.0,31.0,51.0,47.0,74133.0,145.0,66.7,1.4,325.0,1370.0
창원시,122,간선버스,대방동성아파트,가포고등학교,510.0,2255.0,27.0,24.0,24.0,170594.0,146.0,55.5,1.8,310.0,1375.0
창원시,150,간선버스,인의동터미널,창원중앙역,550.0,2238.0,49.0,63.0,63.0,31407.0,118.0,54.4,2.6,350.0,1358.0
창원시,151,간선버스,행암입구,종합터미널,530.0,2255.0,27.0,36.0,36.0,96230.0,103.0,49.2,1.9,330.0,1375.0
창원시,152,간선버스,인의동터미널,창원대학교종점,600.0,2212.0,73.0,73.0,76.0,17683.0,81.0,37.8,1.8,360.0,1332.0
창원시,155,간선버스,행암입구,태광주유소,540.0,2250.0,24.0,40.0,40.0,130050.0,106.0,48.1,1.4,340.0,1370.0
창원시,156,간선버스,녹수아파트,창원대학교종점,510.0,2210.0,29.0,42.0,42.0,57674.0,100.0,43.6,2.0,310.0,1330.0
창원시,160,간선버스,인의동터미널,덕동공영차고지,515.0,2305.0,24.0,35.0,35.0,68111.0,107.0,53.7,2.2,315.0,1385.0
창원시,162,간선버스,인의동터미널,소계입구,520.0,2220.0,42.0,49.0,49.0,66663.0,86.0,38.7,1.6,320.0,1340.0
창원시,163,간선버스,덕동공영차고지,상리마을,520.0,2238.0,31.0,31.0,38.0,44488.0,122.0,60.7,2.1,320.0,1358.0
창원시,164,간선버스,경남대남부터미널종점,행암입구,530.0,2235.0,45.0,45.0,45.0,58382.0,119.0,53.2,1.9,330.0,1355.0
창원시,212,지선버스,불모산종점,소계종점,520.0,2220.0,51.0,51.0,51.0,42439.0,118.0,49.5,1.8,320.0,1340.0
창원시,213,지선버스,불모산종점,소계종점,500.0,2245.0,49.0,49.0,49.0,27270.0,117.0,53.5,1.9,300.0,1365.0
창원시,214,지선버스,불모산종점,웅남동주민운동장,510.0,2250.0,63.0,63.0,63.0,40587.0,125.0,53.2,1.8,310.0,1370.0
창원시,215,지선버스,소계종점,창원경상대병원종점(215),540.0,2259.0,70.0,70.0,70.0,34752.0,111.0,45.6,1.9,340.0,1379.0
창원시,216,지선버스,불모산종점,석교종점,500.0,2200.0,51.0,60.0,60.0,19242.0,101.0,56.5,2.7,300.0,1320.0
창원시,219,지선버스,창원시청(가로변),창원시립상복공원,800.0,2130.0,310.0,310.0,310.0,458.0,20.0,11.2,1.4,480.0,1290.0
창원시,220,지선버스,창원중앙역,창원중앙역,540.0,2250.0,88.0,88.0,88.0,23808.0,49.0,18.8,2.4,340.0,1370.0
창원시,221,지선버스,창원중앙역,창원중앙역,525.0,2237.0,88.0,88.0,88.0,24930.0,48.0,18.8,1.6,325.0,1357.0
창원시,222,지선버스,창원중앙역,창원중앙역,700.0,2345.0,93.0,93.0,93.0,2361.0,18.0,8.4,1.5,420.0,1425.0
창원시,223,지선버스,반도유보라아파트,대방동종점,510.0,2215.0,64.0,64.0,64.0,5376.0,44.0,17.2,1.7,310.0,1335.0
창원시,224,지선버스,종합터미널,종합터미널,600.0,2200.0,70.0,70.0,90.0,772.0,19.0,8.4,2.2,360.0,1320.0
창원시,225,지선버스,대방동성아파트,대방동종점,600.0,2200.0,64.0,64.0,64.0,273.0,9.0,5.1,1.6,360.0,1320.0
창원시,240,지선버스,평성종점,수곡종점,540.0,2130.0,240.0,240.0,240.0,4808.0,80.0,32.2,4.0,340.0,1290.0
창원시,250,지선버스,덕동공영차고지,블루밍아파트,500.0,2235.0,40.0,47.0,66.0,66137.0,150.0,63.1,2.1,300.0,1355.0
창원시,251,지선버스,해운중학교,안계초등학교,500.0,2251.0,38.0,44.0,53.0,35240.0,91.0,37.4,1.6,300.0,1371.0
창원시,253,지선버스,덕동공영차고지,블루밍아파트,520.0,2230.0,38.0,40.0,40.0,42648.0,96.0,45.6,1.6,320.0,1350.0
창원시,254,지선버스,덕동공영차고지,마산대학교종점,510.0,2216.0,29.0,36.0,36.0,61303.0,123.0,54.8,2.0,310.0,1336.0
창원시,256,지선버스,가포고등학교,평성종점,515.0,2220.0,35.0,35.0,35.0,39405.0,82.0,42.9,2.0,315.0,1340.0
창원시,257,지선버스,덕동공영차고지,석교종점,500.0,2130.0,90.0,90.0,90.0,10215.0,119.0,57.2,4.3,300.0,1290.0
창원시,258,지선버스,덕동공영차고지,마산대학교종점,500.0,2255.0,96.0,173.0,151.0,51250.0,115.0,51.1,1.8,300.0,1375.0
창원시,258-1,지선버스,덕동공영차고지,수곡종점,900.0,1555.0,319.0,349.0,343.0,6275.0,118.0,53.2,1.8,540.0,955.0
창원시,258-9,지선버스,덕동공영차고지,용담종점,1331.0,1740.0,144.0,197.0,234.0,6275.0,,,,811.0,1060.0
창원시,259,지선버스,덕동공영차고지,평성종점,513.0,2237.0,45.0,54.0,54.0,34959.0,97.0,48.5,2.0,313.0,1357.0
창원시,260,지선버스,수정시내버스환승센터,소계종점,500.0,2225.0,61.0,73.0,93.0,30470.0,123.0,52.8,1.8,300.0,1345.0
창원시,260-1,지선버스,저도비치로드,소계종점,638.0,638.0,128.1,114.6,118.0,783.0,142.0,63.7,1.8,398.0,398.0
창원시,260-2,지선버스,수정시내버스환승센터,소계종점,1008.0,1547.0,339.0,370.0,370.0,30470.0,131.0,56.6,1.9,608.0,947.0
창원시,262,지선버스,덕동공영차고지,소계종점,516.0,2245.0,35.0,35.0,44.0,59025.0,110.0,46.7,1.8,316.0,1365.0
창원시,263,지선버스,수정시내버스환승센터,소계종점,515.0,2120.0,64.0,76.0,76.0,44734.0,128.0,50.5,1.7,315.0,1280.0
창원시,263-1,지선버스,수정시내버스환승센터,소계종점,2205.0,2205.0,128.1,114.6,118.0,1082.0,136.0,54.3,1.9,1325.0,1325.0
창원시,264,지선버스,덕동공영차고지,가포LH1단지,600.0,2210.0,60.0,60.0,60.0,3288.0,35.0,23.4,4.2,360.0,1330.0
창원시,270,지선버스,합성동무학아파트,합성동무학아파트,600.0,2150.0,90.0,90.0,90.0,332.0,18.0,6.4,1.8,360.0,1310.0
창원시,271,지선버스,창원시립마산박물관,창원시립마산박물관,600.0,2200.0,94.0,94.0,94.0,5143.0,15.0,6.0,4.8,360.0,1320.0
창원시,272,지선버스,가포LH1단지,어시장,530.0,2150.0,105.0,105.0,105.0,4615.0,44.0,17.4,2.0,330.0,1310.0
창원시,273,지선버스,삼학사.경남은행연수원,마산성로원,600.0,2200.0,94.0,94.0,94.0,1567.0,15.0,5.9,1.7,360.0,1320.0
창원시,277,지선버스,두릉마을종점,마산역종점,600.0,2100.0,130.0,130.0,130.0,3143.0,57.0,24.1,1.6,360.0,1260.0
창원시,301,지선버스,속천종점,녹수아파트,530.0,2320.0,22.0,29.0,29.0,32255.0,55.0,17.3,2.0,330.0,1400.0
창원시,302,지선버스,속천종점,행암동종점,520.0,2310.0,54.0,123.0,123.0,13384.0,49.0,18.5,2.2,320.0,1390.0
창원시,302-1,지선버스,속천종점,수치,540.0,2140.0,108.0,120.0,120.0,9099.0,55.0,21.4,2.0,340.0,1300.0
창원시,302-2,지선버스,속천어촌계,학개마을,600.0,2240.0,107.0,107.0,107.0,4615.0,65.0,26.2,2.4,360.0,1360.0
창원시,303,지선버스,속천종점,세스페데스공원,518.0,2245.0,42.0,56.0,56.0,18191.0,80.0,34.4,1.6,318.0,1365.0
창원시,305,지선버스,속천종점,부영4단지,500.0,2250.0,27.0,38.0,38.0,98312.0,140.0,57.2,1.9,300.0,1370.0
창원시,306,지선버스,속천종점,시티프라디움1차.리젠시빌란트,500.0,2227.0,42.0,56.0,56.0,17567.0,81.0,34.5,2.0,300.0,1347.0
창원시,307,지선버스,속천종점,녹수아파트,510.0,2330.0,14.0,20.0,20.0,83974.0,64.0,19.6,2.3,310.0,1410.0
창원시,309,지선버스,속천어촌계,속천어촌계,520.0,2300.0,56.0,56.0,56.0,24819.0,45.0,17.8,4.4,320.0,1380.0
창원시,315,지선버스,속천종점,부영4단지,510.0,2235.0,40.0,44.0,44.0,70279.0,156.0,64.3,2.1,310.0,1355.0
창원시,317,지선버스,속천종점,장천동,510.0,2250.0,18.0,26.0,26.0,94686.0,94.0,30.0,3.9,310.0,1370.0
창원시,325,지선버스,속천종점,안골버스회차지,530.0,2150.0,100.0,100.0,100.0,150.0,101.0,46.3,1.7,330.0,1310.0
창원시,350,마을버스,수도마을,삼포입구,928.0,1614.0,128.1,150.0,150.0,1029.0,46.0,30.0,3.3,568.6765746638358,974.5322338830584
창원시,351,마을버스,대장동종점,대장동종점,650.0,1810.0,110.0,110.0,110.0,2329.0,30.0,15.8,1.6,410.0,1090.0
창원시,352,마을버스,부암마을,주포종점,620.0,1815.0,64.0,64.0,64.0,2555.0,53.0,31.6,2.1,380.0,1095.0
창원시,353,마을버스,웅동농협하나로마트,포스텍지엘씨,645.0,1955.0,150.0,150.0,150.0,837.0,59.0,35.5,3.4,405.0,1195.0
창원시,353-1,마을버스,웅동농협하나로마트,포스텍지엘씨,555.0,555.0,128.1,114.6,118.0,99.0,28.0,16.2,2.9,355.0,355.0
창원시,510,지선버스,창원종합운동장,창원문성대학교,550.0,1255.0,91.0,91.0,118.0,,33.0,15.2,2.5,350.0,775.0
창원시,510-1,지선버스,세아제강,남창원역,1411.0,2136.0,84.0,84.0,118.0,,33.0,15.1,4.4,851.0,1296.0
창원시,511,지선버스,창원시청(정우상가),중앙동,604.0,1309.0,91.0,91.0,118.0,,35.0,17.4,2.3,364.0,789.0
창원시,511-1,지선버스,세아제강,대원성원아파트,1425.0,2150.0,84.0,84.0,118.0,,33.0,15.8,4.4,865.0,1310.0
창원시,530,지선버스,창원역,인화정공,620.0,837.0,27.0,27.0,118.0,,31.0,10.8,4.7,380.0,517.0
창원시,530-1,지선버스,삼광3공장,창원역,1742.0,2200.0,47.0,47.0,118.0,,35.0,13.0,2.8,1062.0,1320.0
창원시,540,지선버스,마산역종점,마산역종점,600.0,2200.0,72.0,72.0,118.0,,29.0,11.2,1.7,360.0,1320.0
창원시,710,좌석버스,불모산종점,마산대학교종점,520.0,2248.0,31.0,45.0,49.0,54151.0,105.0,65.8,1.4,320.0,1368.0
창원시,720,좌석버스,대방동종점,덕동공영차고지,520.0,2310.0,61.0,61.0,61.0,33058.0,106.0,67.5,2.2,320.0,1390.0
창원시,730,좌석버스,청솔아파트종점,덕동공영차고지,525.0,2310.0,38.0,35.0,53.0,47653.0,114.0,72.8,2.4,325.0,1390.0
창원시,740,좌석버스,대방동성아파트,경남대남부터미널종점,520.0,2255.0,45.0,49.0,49.0,27524.0,82.0,45.9,1.5,320.0,1375.0
창원시,770,좌석버스,창원대학교종점,장유고등학교,545.0,2244.0,20.0,33.0,33.0,63812.0,86.0,50.4,1.7,345.0,1364.0
창원시,901,간선버스,창원중앙역,창원중앙역,928.0,1614.0,128.1,114.6,118.0,2819.0,3.0,,1.0,568.6765746638358,974.5322338830584
창원시,3000,좌석버스,불모산종점,가촌마을,600.0,2135.0,85.0,85.0,85.0,6471.0,80.0,53.8,1.8,360.0,1295.0
창원시,3001,좌석버스,STX칸1차아파트후문,대방동종점,600.0,2300.0,75.0,75.0,75.0,12735.0,64.0,54.5,1.6,360.0,1380.0
창원시,3002,좌석버스,신항파출소,마산대학교종점,525.0,2144.0,85.0,97.0,97.0,21437.0,102.0,104.4,1.6,325.0,1304.0
창원시,3003,좌석버스,창원종합터미널,진동환승센터,635.0,2330.0,100.0,100.0,100.0,6346.0,45.0,56.2,1.4,395.0,1410.0
창원시,3004,좌석버스,진동환승센터,창원중앙역,610.0,2045.0,245.0,245.0,245.0,2641.0,46.0,65.8,1.3,370.0,1245.0
창원시,3005,좌석버스,수정시내버스환승센터,창원대학교종점,530.0,2200.0,100.0,60.0,60.0,549.0,40.0,60.8,1.8,330.0,1320.0
창원시,3005-9,좌석버스,로봇랜드(출구),창원대학교종점,928.0,1614.0,128.1,79.0,79.0,549.0,,,,568.6765746638358,974.5322338830584
창원시,3006,좌석버스,신항파출소,창원대학교종점,520.0,2230.0,67.0,82.0,82.0,63484.0,106.0,88.1,2.4,320.0,1350.0
창원시,BRT일반(5000),간선버스,불모산종점,월영동공원,500.0,2300.0,26.0,22.0,33.0,13562.0,,,,300.0,1380.0
창원시,BRT급행(6000),좌석버스,성주사역 환승센터,덕동공영차고지,510.0,2248.0,27.0,22.0,31.0,96263.0,,,,310.0,1368.0
진주시,1,일반버스,반성터미널,반성터미널,620.0,2055.0,128.1,114.6,118.0,709.0,45.0,30.2,1.1,380.0,1255.0
진주시,2,일반버스,반성터미널,반성터미널,950.0,2035.0,128.1,114.6,118.0,375.0,39.0,26.0,2.6,590.0,1235.0
진주시,2-1,일반버스,반성터미널,반성터미널,850.0,1945.0,128.1,114.6,118.0,251.0,41.0,23.6,4.8,530.0,1185.0
진주시,3,일반버스,반성터미널,반성터미널,655.0,1940.0,128.1,114.6,118.0,628.0,70.0,35.6,2.2,415.0,1180.0
진주시,3-1,일반버스,반성터미널,반성터미널,610.0,2050.0,128.1,114.6,118.0,619.0,67.0,35.7,2.1,370.0,1250.0
진주시,4,일반버스,반성터미널,반성터미널,625.0,1450.0,128.1,114.6,118.0,131.0,89.0,44.5,2.1,385.0,890.0
진주시,5,일반버스,반성터미널,반성터미널,820.0,2030.0,128.1,114.6,118.0,362.0,49.0,24.5,5.2,500.0,1230.0
진주시,6,일반버스,반성터미널,반성터미널,700.0,1925.0,128.1,114.6,118.0,211.0,41.0,25.3,1.2,420.0,1165.0
진주시,10,일반버스,공영차고지,석교,620.0,1740.0,128.1,114.6,118.0,,120.0,50.2,2.5,380.0,1060.0
진주시,10,일반버스,석교,공영차고지,725.0,1915.0,128.1,114.6,118.0,,120.0,50.2,2.5,445.0,1155.0
진주시,20,일반버스,진주봉원중학교,명신고등학교,640.0,1820.0,128.1,114.6,118.0,,41.0,16.0,1.9,400.0,1100.0
진주시,20,일반버스,명신고등학교,진주봉원중학교,705.0,1845.0,128.1,114.6,118.0,,41.0,16.0,1.9,425.0,1125.0
진주시,110,일반버스,공영차고지,예상,610.0,2140.0,128.1,114.6,118.0,,30.0,15.1,1.6,370.0,1300.0
진주시,110,일반버스,예상,공영차고지,700.0,2250.0,128.1,114.6,118.0,,30.0,15.1,1.6,420.0,1370.0
진주시,111,일반버스,공영차고지,예상,545.0,2210.0,128.1,114.6,118.0,21.0,,,,345.0,1330.0
진주시,111,일반버스,예상,공영차고지,630.0,2235.0,128.1,114.6,118.0,21.0,,,,390.0,1355.0
진주시,120,일반버스,공영차고지,진양호공원,530.0,2230.0,128.1,114.6,118.0,176756.0,92.0,32.3,3.3,330.0,1350.0
진주시,120,일반버스,진양호공원,공영차고지,620.0,2300.0,128.1,114.6,118.0,176756.0,92.0,32.3,3.3,380.0,1380.0
진주시,121,일반버스,진양호차고지/경해여자고등학교,봉전종점,703.0,2023.0,128.1,114.6,118.0,4142.0,114.0,44.8,1.8,423.0,1223.0
진주시,121,일반버스,봉전경로회관,진양호차고지/경해여자고등학교,610.0,1945.0,128.1,114.6,118.0,4142.0,114.0,44.8,1.8,370.0,1185.0
진주시,122,일반버스,진양호차고지/경해여자고등학교,소곡주차장,923.0,1935.0,128.1,114.6,118.0,3642.0,103.0,40.4,2.2,563.0,1175.0
진주시,122,일반버스,소곡주차장,진양호차고지/경해여자고등학교,1155.0,2155.0,128.1,114.6,118.0,3642.0,103.0,40.4,2.2,715.0,1315.0
진주시,123,일반버스,진양호차고지/경해여자고등학교,죽봉,1315.0,1315.0,128.1,114.6,118.0,5041.0,97.0,38.5,2.2,795.0,795.0
진주시,123,일반버스,죽봉,진양호차고지/경해여자고등학교,1410.0,1410.0,128.1,114.6,118.0,5041.0,97.0,38.5,2.2,850.0,850.0
진주시,124,일반버스,진양호공원,신촌,625.0,2130.0,128.1,114.6,118.0,2951.0,103.0,41.4,1.6,385.0,1290.0
진주시,124,일반버스,신촌,진양호공원,720.0,2220.0,128.1,114.6,118.0,2951.0,103.0,41.4,1.6,440.0,1340.0
진주시,125,일반버스,진양호공원,진주역,900.0,1925.0,128.1,114.6,118.0,2142.0,84.0,29.2,1.8,540.0,1165.0
진주시,125,일반버스,진주역,진양호공원,950.0,2010.0,128.1,114.6,118.0,2142.0,84.0,29.2,1.8,590.0,1210.0
진주시,126,일반버스,공영차고지,신풍종점,805.0,1625.0,128.1,114.6,118.0,2409.0,122.0,55.0,2.9,485.0,985.0
진주시,126,일반버스,신풍종점,공영차고지,630.0,1740.0,128.1,114.6,118.0,2409.0,122.0,55.0,2.9,390.0,1060.0
