nodeid,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명,geometry,weight
GHB773,용곡,35.17665,128.8505,2023-10-16,1773.0,38070,경상남도 김해시,김해,POINT (1122973.7887146885 1687653.1683410315),95743.0
GHB774,태정,35.1771,128.8479,2023-10-16,1774.0,38070,경상남도 김해시,김해,POINT (1122736.346619054 1687699.8652175087),95743.0
GHB775,응달마을,35.17746,128.8382,2023-10-16,1775.0,38070,경상남도 김해시,김해,POINT (1121852.4972769432 1687727.8620063553),95743.0
GHB776,응달,35.17734,128.835,2023-10-16,1776.0,38070,경상남도 김해시,김해,POINT (1121561.2756146288 1687710.6358397396),95743.0
GHB777,장유마을-미사용,35.16828,128.8297,2023-10-16,1777.0,38070,경상남도 김해시,김해,POINT (1121092.0791316116 1686699.328898848),93934.36539589443
GJB473,성포마을,34.920509,128.526443,2023-10-16,4170.0,38090,경상남도 거제시,거제,POINT (1093756.8561620887 1658893.6281220291),40006.0
GJB474,해와루APT,34.8647908,128.6877671,2023-10-16,2416.0,38090,경상남도 거제시,거제,POINT (1108566.4160687947 1652877.357249338),38309.0
GJB475,구 아주동주민센터,34.866549,128.691895,2023-10-16,2417.0,38090,경상남도 거제시,거제,POINT (1108941.4216593897 1653076.8252311135),34766.0
GJB476,맑은샘병원,34.897442,128.643036,2023-10-16,6195.0,38090,경상남도 거제시,거제,POINT (1104436.3131660272 1656450.8836681766),202120.0
GJB477,거원비치APT,34.827174,128.705657,2023-10-16,3156.0,38090,경상남도 거제시,거제,POINT (1110251.8700873046 1648725.107383963),32880.0
GJB478,일운농협,34.831973,128.700843,2023-10-16,3157.0,38090,경상남도 거제시,거제,POINT (1109805.2572259707 1649252.0434295132),33979.0
GJB479,신전선착장,34.93853592,128.51494332,2023-10-16,4333.0,38090,경상남도 거제시,거제,POINT (1092686.140465723 1660882.1175352158),3632.0
GJB481,유교마을입구,34.959684,128.529739,2023-10-16,4335.0,38090,경상남도 거제시,거제,POINT (1094013.2051510992 1663241.280040579),12812.0
GJB482,칠천도 다리,34.978903,128.651281,2023-10-16,6540.0,38090,경상남도 거제시,거제,POINT (1105085.6976248578 1665493.7702132433),39176.0
GJB483,대계마을입구,34.933282,128.7165217,2023-10-16,6704.0,38090,경상남도 거제시,거제,POINT (1111102.545508497 1660504.7702340363),69638.0
GJB484,거제교회,34.906769,128.644452,2023-10-16,6196.0,38090,경상남도 거제시,거제,POINT (1104553.872038316 1657486.745467574),41273.0
GJB485,거제교회,34.906698,128.644087,2023-10-16,6197.0,38090,경상남도 거제시,거제,POINT (1104520.6151217255 1657478.490258893),56154.0
GJB486,제산,34.888571,128.644967,2023-10-16,1347.0,38090,경상남도 거제시,거제,POINT (1104623.9998295354 1655469.088139089),15111.0
GJB487,양화펜션촌,34.79268656,128.66471707,2023-10-16,3158.0,38090,경상남도 거제시,거제,POINT (1106552.304460873 1644856.1880828273),22125.0
GJB488,덕원해수욕장,34.7802663,128.573699,2023-10-16,5395.0,38090,경상남도 거제시,거제,POINT (1098240.0303177198 1643385.9654807705),36937.0
GJB489,덕원해수욕장,34.7802002,128.5737204,2023-10-16,5396.0,38090,경상남도 거제시,거제,POINT (1098242.0668004542 1643378.6559883954),28360.0
GJB490,서상마을,34.9486502,128.6327138,2023-10-16,6370.0,38090,경상남도 거제시,거제,POINT (1103428.8744502321 1662119.2744792704),6610.0
GJB491,동성그린APT,34.83680928,128.69001872,2023-10-16,3159.0,38090,경상남도 거제시,거제,POINT (1108809.0692989056 1649776.5968887513),5721.0
GJB492,영진자이온APT,34.89331474,128.56807907,2023-10-16,4171.0,38090,경상남도 거제시,거제,POINT (1097592.2835402172 1655917.55040769),18022.0
GJB500,터미널(일반),34.89072333,128.62422,2023-10-16,1101.0,38090,경상남도 거제시,거제,POINT (1102725.4299279 1655686.3081674674),901856.0
GJB501,거원APT,34.8888704,128.60587023,2023-10-16,1428.0,38090,경상남도 거제시,거제,POINT (1101050.9182957655 1655462.147255586),128827.0
GJB502,수창APT,34.89028019,128.59561443,2023-10-16,1429.0,38090,경상남도 거제시,거제,POINT (1100112.0254692647 1655608.1949680871),119408.0
GJB503,경남에너지입구,34.895465,128.58301,2023-10-16,4103.0,38090,경상남도 거제시,거제,POINT (1098954.0264911978 1656170.669139299),118237.0
GJB504,경남에너지,34.89628833,128.58378167,2023-10-16,4104.0,38090,경상남도 거제시,거제,POINT (1099023.5482853227 1656262.7402544753),2418.0
GJB505,모래실,34.90185833,128.576535,2023-10-16,4105.0,38090,경상남도 거제시,거제,POINT (1098354.7622157799 1656873.3175056537),2418.0
GJB506,사곡해수욕장,34.89775833,128.57268167,2023-10-16,4106.0,38090,경상남도 거제시,거제,POINT (1098007.5696671857 1656414.8442864914),119408.0
GJB507,사곡옥성삼화APT,34.899421,128.564574,2023-10-16,4107.0,38090,경상남도 거제시,거제,POINT (1097264.8070411049 1656591.330388199),82435.0
GJB508,사곡삼거리,34.89891,128.564115,2023-10-16,4108.0,38090,경상남도 거제시,거제,POINT (1097223.4710659827 1656534.214189284),42800.0
GJB509,두동마을입구,34.89536667,128.56891333,2023-10-16,4109.0,38090,경상남도 거제시,거제,POINT (1097666.0855163294 1656145.924806975),28006.0
GJB510,두동회관,34.89114167,128.571955,2023-10-16,4110.0,38090,경상남도 거제시,거제,POINT (1097949.0280357564 1655680.3388557737),28006.0
GJB511,두동3길,34.88918,128.57262667,2023-10-16,4111.0,38090,경상남도 거제시,거제,POINT (1098012.7337468879 1655463.444888187),28006.0
GJB512,두동공단,34.88586,128.57195667,2023-10-16,4112.0,38090,경상남도 거제시,거제,POINT (1097955.4495748824 1655094.5983943604),28006.0
GJB513,옥산고개,34.881314,128.573336,2023-10-16,5101.0,38090,경상남도 거제시,거제,POINT (1098086.899982917 1654591.792917574),35514.0
GJB514,옥산,34.87222833,128.574075,2023-10-16,5102.0,38090,경상남도 거제시,거제,POINT (1098165.2384391795 1653584.9091966385),22170.0
GJB515,화원,34.87026,128.58013333,2023-10-16,5103.0,38090,경상남도 거제시,거제,POINT (1098721.3162787396 1653372.5722812416),57266.0
GJB516,귀목정,34.86297333,128.582055,2023-10-16,5104.0,38090,경상남도 거제시,거제,POINT (1098905.6845080038 1652566.3706959998),57266.0
GJB517,굿뉴스병원,34.85654792,128.58505375,2023-10-16,5105.0,38090,경상남도 거제시,거제,POINT (1099187.5120217795 1651856.7525284272),57266.0
GJB518,거제향교,34.85231167,128.587485,2023-10-16,5106.0,38090,경상남도 거제시,거제,POINT (1099414.8646555485 1651389.3587339297),89292.0
GJB519,제일중학교,34.850325,128.58820833,2023-10-16,5107.0,38090,경상남도 거제시,거제,POINT (1099483.3838054237 1651169.753658764),89292.0
GJB520,거제면사무소,34.84965461,128.59050431,2023-10-16,5108.0,38090,경상남도 거제시,거제,POINT (1099694.098533598 1651097.687906356),100554.0
GJB521,거제여상앞,34.84954495,128.59202307,2023-10-16,5109.0,38090,경상남도 거제시,거제,POINT (1099833.0821883355 1651087.0379213053),93046.0
GJB522,오수마을,34.839145,128.59751667,2023-10-16,5110.0,38090,경상남도 거제시,거제,POINT (1100347.954543638 1649939.1629311116),60598.0
GJB523,선창마을,34.83598167,128.59873,2023-10-16,5111.0,38090,경상남도 거제시,거제,POINT (1100462.739785677 1649589.5633058965),63014.0
GJB524,산촌마을,34.82965333,128.60400333,2023-10-16,5301.0,38090,경상남도 거제시,거제,POINT (1100952.6543493688 1648893.0434504212),63014.0
GJB525,산양마을회관,34.82539167,128.60577667,2023-10-16,5302.0,38090,경상남도 거제시,거제,POINT (1101120.029665808 1648422.2104163044),63014.0
GJB526,산양마을,34.82390833,128.60682167,2023-10-16,5303.0,38090,경상남도 거제시,거제,POINT (1101217.4109856728 1648258.7615511082),63014.0
GJB527,오망천교,34.82246,128.60620333,2023-10-16,5304.0,38090,경상남도 거제시,거제,POINT (1101162.6332045174 1648097.517718895),40977.0
GJB528,오송,34.822485,128.59370167,2023-10-16,5305.0,38090,경상남도 거제시,거제,POINT (1100019.2733495268 1648087.7547778778),28360.0
GJB529,작은오송마을,34.82070833,128.58940333,2023-10-16,5306.0,38090,경상남도 거제시,거제,POINT (1099628.3119927573 1647886.445097933),28360.0
GJB530,오송신촌마을,34.81711833,128.58722167,2023-10-16,5307.0,38090,경상남도 거제시,거제,POINT (1099433.1001913473 1647486.1501282316),28360.0
GJB531,오송만리성,34.814515,128.58619667,2023-10-16,5308.0,38090,경상남도 거제시,거제,POINT (1099342.478982397 1647196.4259615378),28360.0
GJB532,동호,34.81031,128.58712333,2023-10-16,5309.0,38090,경상남도 거제시,거제,POINT (1099432.2859132297 1646731.0102277333),28360.0
GJB533,동호양지,34.80512667,128.58650833,2023-10-16,5310.0,38090,경상남도 거제시,거제,POINT (1099382.2564569032 1646155.571348156),28360.0
GJB534,영북,34.80195833,128.58621833,2023-10-16,5311.0,38090,경상남도 거제시,거제,POINT (1099359.531684964 1645803.9165492728),28360.0
GJB535,영북선착장,34.79900667,128.58421667,2023-10-16,5312.0,38090,경상남도 거제시,거제,POINT (1099179.9619847413 1645474.5991944117),28360.0
GJB536,영월,34.79566667,128.58216833,2023-10-16,5313.0,38090,경상남도 거제시,거제,POINT (1098996.5728032826 1645102.1730812173),28360.0
GJB537,영월아래담늠마을,34.793445,128.57687,2023-10-16,5314.0,38090,경상남도 거제시,거제,POINT (1098514.5051343562 1644850.5792586252),28360.0
GJB538,해바라기수산,34.79323667,128.57217167,2023-10-16,5315.0,38090,경상남도 거제시,거제,POINT (1098084.9203115373 1644822.8752917983),28360.0
GJB539,함박,34.78997167,128.56253333,2023-10-16,5316.0,38090,경상남도 거제시,거제,POINT (1097206.9772179474 1644451.4154506824),28360.0
GJB540,가배,34.78447167,128.569745,2023-10-16,5317.0,38090,경상남도 거제시,거제,POINT (1097873.2692825885 1643848.476152621),28360.0
GJB541,덕원해수욕장입구,34.78366333,128.57465167,2023-10-16,5318.0,38090,경상남도 거제시,거제,POINT (1098323.168878286 1643763.6253290547),28360.0
GJB542,KT수련관,34.7794359,128.5786224,2023-10-16,5319.0,38090,경상남도 거제시,거제,POINT (1098691.5134354702 1643298.7021016795),28360.0
GJB543,율포초등학교,34.77814,128.593485,2023-10-16,5320.0,38090,경상남도 거제시,거제,POINT (1100053.0302274416 1643169.6938755242),28360.0
GJB544,율포회관,34.77815833,128.59649,2023-10-16,5321.0,38090,경상남도 거제시,거제,POINT (1100327.975015394 1643174.7244422475),28360.0
GJB545,율포솔곶이,34.77238667,128.59826833,2023-10-16,5322.0,38090,경상남도 거제시,거제,POINT (1100497.6965299447 1642536.429495983),28360.0
GJB546,탑포삼거리,34.76901158,128.60210923,2023-10-16,3301.0,38090,경상남도 거제시,거제,POINT (1100853.2820886825 1642165.9841728713),31147.0
GJB547,탑포입구,34.76659833,128.60155833,2023-10-16,3302.0,38090,경상남도 거제시,거제,POINT (1100805.8019212065 1641897.8037735135),3754.0
GJB549,쌍근마을입구,34.76134167,128.586705,2023-10-16,3304.0,38090,경상남도 거제시,거제,POINT (1099452.7914374815 1641300.0420149257),1877.0
GJB550,쌍근종점,34.76312667,128.58477333,2023-10-16,3305.0,38090,경상남도 거제시,거제,POINT (1099273.8647196856 1641496.0861606267),31909.0
GJB551,쌍근마을입구,34.76133,128.58671667,2023-10-16,3306.0,38090,경상남도 거제시,거제,POINT (1099453.8734919343 1641298.7593764602),30032.0
GJB552,탑포마을,34.76277167,128.59925833,2023-10-16,3307.0,38090,경상남도 거제시,거제,POINT (1100599.9583504794 1641471.1251434963),31909.0
GJB553,탑포마을입구,34.76659667,128.60161833,2023-10-16,3308.0,38090,경상남도 거제시,거제,POINT (1100811.294898206 1641897.6798886764),31909.0
GJB554,탑포마을입구,34.76714333,128.603305,2023-10-16,3309.0,38090,경상남도 거제시,거제,POINT (1100964.9863856295 1641959.9978920512),31147.0
GJB555,저구마을,34.73381833,128.60834667,2023-10-16,3310.0,38090,경상남도 거제시,거제,POINT (1101467.1321130984 1638269.368447944),21339.0
GJB556,남부면사무소,34.73135833,128.61045833,2023-10-16,3311.0,38090,경상남도 거제시,거제,POINT (1101663.4721734528 1637998.6907861154),19462.0
GJB557,명사,34.72499667,128.60297833,2023-10-16,3312.0,38090,경상남도 거제시,거제,POINT (1100986.379319749 1637285.6548172787),25062.0
GJB558,근포,34.71962935,128.59282135,2023-10-16,3313.0,38090,경상남도 거제시,거제,POINT (1100062.8548826238 1636680.2758495046),25062.0
GJB559,근포선창,34.71975344,128.58810504,2023-10-16,3314.0,38090,경상남도 거제시,거제,POINT (1099630.8444084732 1636689.3552577118),14484.0
GJB560,대포선창,34.71473833,128.58564667,2023-10-16,3315.0,38090,경상남도 거제시,거제,POINT (1099411.7401497075 1636130.7567307013),14484.0
GJB561,대포,34.71634475,128.59191278,2023-10-16,3316.0,38090,경상남도 거제시,거제,POINT (1099983.613309487 1636315.1161619958),25062.0
GJB562,용궁사입구,34.713085,128.59309,2023-10-16,3317.0,38090,경상남도 거제시,거제,POINT (1100095.3410060715 1635954.7867333149),25062.0
GJB563,홍포마을,34.71097,128.59526333,2023-10-16,3318.0,38090,경상남도 거제시,거제,POINT (1100296.9171144997 1635722.4018686933),25062.0
GJB564,홍포종점,34.70844333,128.59899833,2023-10-16,3319.0,38090,경상남도 거제시,거제,POINT (1100642.0191534571 1635445.9289366268),40554.0
GJB565,홍포마을,34.71106333,128.59523833,2023-10-16,3320.0,38090,경상남도 거제시,거제,POINT (1100294.5150063802 1635732.7270644745),15492.0
GJB566,용궁사입구,34.71309167,128.59308167,2023-10-16,3321.0,38090,경상남도 거제시,거제,POINT (1100094.5701497218 1635955.5181352184),15492.0
GJB567,대포,34.716115,128.59186833,2023-10-16,3322.0,38090,경상남도 거제시,거제,POINT (1099979.8195204027 1636289.5931303506),15492.0
GJB568,대포선창,34.71466667,128.58573833,2023-10-16,3323.0,38090,경상남도 거제시,거제,POINT (1099420.2195051112 1636122.900365077),12574.0
GJB569,근포선창,34.71970644,128.58816623,2023-10-16,3324.0,38090,경상남도 거제시,거제,POINT (1099636.5038137338 1636684.2036586343),14451.0
GJB570,근포,34.71965931,128.5929532,2023-10-16,3325.0,38090,경상남도 거제시,거제,POINT (1100074.8919831694 1636683.7295406063),17369.0
GJB571,명사,34.72498833,128.60316667,2023-10-16,3326.0,38090,경상남도 거제시,거제,POINT (1101003.6342341716 1637284.9190679656),17369.0
GJB572,다포삼거리,34.73276833,128.62106167,2023-10-16,3327.0,38090,경상남도 거제시,거제,POINT (1102632.5178859124 1638165.8301306),42124.013245033115
GJB574,다포회관,34.72799833,128.62291833,2023-10-16,3329.0,38090,경상남도 거제시,거제,POINT (1102808.4089226618 1637638.739581298),34826.0
GJB575,여차종점,34.71476,128.62821167,2023-10-16,3330.0,38090,경상남도 거제시,거제,POINT (1103309.529111357 1636176.050288437),5860.0
GJB576,다포회관,34.72806167,128.62315167,2023-10-16,3331.0,38090,경상남도 거제시,거제,POINT (1102829.6948031625 1637646.0024970993),7248.0
GJB578,다대교회앞,34.73692667,128.628355,2023-10-16,3333.0,38090,경상남도 거제시,거제,POINT (1103295.0729930804 1638634.454647918),27642.0
GJB579,다대,34.73547333,128.63047333,2023-10-16,3334.0,38090,경상남도 거제시,거제,POINT (1103490.8162758867 1638475.459211218),27642.0
GJB580,함목,34.74128667,128.65182,2023-10-16,3335.0,38090,경상남도 거제시,거제,POINT (1105437.7341049998 1639142.335860874),16415.0
GHB17,주촌농협,35.23692,128.83,2023-10-16,1017.0,38070,경상남도 김해시,김해,POINT (1121017.5108559057 1694312.5579418992),90058.0
GHB18,지혜의바다,35.23442,128.8213,2023-10-16,1018.0,38070,경상남도 김해시,김해,POINT (1120229.5348646936 1694024.7118814152),88539.0
GHB19,내삼공단입구,35.23087,128.8197,2023-10-16,1019.0,38070,경상남도 김해시,김해,POINT (1120089.1695358858 1693629.043738008),90058.0
GHB20,내삼-미사용,35.23226,128.8167,2023-10-16,1020.0,38070,경상남도 김해시,김해,POINT (1119814.1171691222 1693779.585057338),93934.36539589443
GHB21,자현,35.22522,128.8188,2023-10-16,1021.0,38070,경상남도 김해시,김해,POINT (1120015.5885992732 1693001.3125128727),2550.0
GHB22,부경축산,35.22357,128.8177,2023-10-16,1022.0,38070,경상남도 김해시,김해,POINT (1119917.9065803792 1692816.9818956372),10935.0
GHB23,후포-미사용,35.22175,128.8158,2023-10-16,1023.0,38070,경상남도 김해시,김해,POINT (1119747.6600267622 1692612.8329330087),93934.36539589443
GHB24,대한가스,35.21808,128.8149,2023-10-16,1024.0,38070,경상남도 김해시,김해,POINT (1119671.1366592313 1692204.7081613573),90058.0
GHB25,하손,35.21515,128.8166,2023-10-16,1025.0,38070,경상남도 김해시,김해,POINT (1119830.1725389587 1691881.7911555103),90058.0
GHB26,유하,35.21239,128.8148,2023-10-16,1026.0,38070,경상남도 김해시,김해,POINT (1119670.3873164877 1691573.5097340879),90058.0
GHB27,유하마을회관,35.20699,128.8156,2023-10-16,1027.0,38070,경상남도 김해시,김해,POINT (1119751.1363872236 1690975.5601250904),90058.0
GHB28,외덕,35.20628,128.8153,2023-10-16,1028.0,38070,경상남도 김해시,김해,POINT (1119724.8699567441 1690896.452580522),127958.0
GHB29,장유초등학교,35.20395,128.8103,2023-10-16,1029.0,38070,경상남도 김해시,김해,POINT (1119273.1269024108 1690632.0193771962),149763.0
GHB30,장유1동행정복지센터,35.20237,128.8107,2023-10-16,1030.0,38070,경상남도 김해시,김해,POINT (1119311.8513396778 1690457.2622101859),331019.0
GHB31,장유우체국,35.19994,128.8143,2023-10-16,1031.0,38070,경상남도 김해시,김해,POINT (1119643.139936608 1690192.0799832018),303309.0
GHB32,장유농협,35.20037,128.8153,2023-10-16,1032.0,38070,경상남도 김해시,김해,POINT (1119733.5459791184 1690240.9756054417),505589.0
GHB33,대동1단지,35.20353,128.8143,2023-10-16,1033.0,38070,경상남도 김해시,김해,POINT (1119637.8739475585 1690590.2460466893),201921.0
GHB34,외덕,35.20611,128.8154,2023-10-16,1034.0,38070,경상남도 김해시,김해,POINT (1119734.2225746491 1690877.7184068582),127958.0
GHB35,유하마을회관,35.207,128.8154,2023-10-16,1035.0,38070,경상남도 김해시,김해,POINT (1119732.9158287537 1690976.4281887752),90058.0
GHB36,유하,35.21242,128.815,2023-10-16,1036.0,38070,경상남도 김해시,김해,POINT (1119688.5479439213 1691577.0779742643),90058.0
GHB37,하손,35.21517,128.8165,2023-10-16,1037.0,38070,경상남도 김해시,김해,POINT (1119821.0411152483 1691883.8887301371),90058.0
GHB38,대한가스,35.21881,128.8149,2023-10-16,1038.0,38070,경상남도 김해시,김해,POINT (1119670.0649244927 1692285.6725099636),90058.0
GHB39,후포,35.22167,128.8158,2023-10-16,1039.0,38070,경상남도 김해시,김해,POINT (1119747.7775671254 1692603.96012206),90058.0
GHB40,부경축산,35.22353,128.8178,2023-10-16,1040.0,38070,경상남도 김해시,김해,POINT (1119927.0665312367 1692812.6662363862),10935.0
GHB41,자현,35.22544,128.8189,2023-10-16,1041.0,38070,경상남도 김해시,김해,POINT (1120024.365477757 1693025.8336191128),2550.0
GHB42,내삼공단입구,35.23085,128.8199,2023-10-16,1042.0,38070,경상남도 김해시,김해,POINT (1120107.3995701938 1693627.0674261248),90058.0
GHB43,지혜의바다,35.2343,128.8215,2023-10-16,1043.0,38070,경상남도 김해시,김해,POINT (1120247.9117565418 1694011.6448276816),87553.0
GHB44,주촌농협,35.23669,128.8306,2023-10-16,1044.0,38070,경상남도 김해시,김해,POINT (1121072.4503897484 1694287.780016064),94413.0
GHB45,서선마을,35.23836,128.8372,2023-10-16,1045.0,38070,경상남도 김해시,김해,POINT (1121670.5322315958 1694481.0693987878),30845.0
GHB46,동선마을,35.23684,128.8416,2023-10-16,1046.0,38070,경상남도 김해시,김해,POINT (1122073.1865719606 1694317.88625044),37186.0
GHB47,일동한신아파트,35.23297,128.8494,2023-10-16,1047.0,38070,경상남도 김해시,김해,POINT (1122788.7917190325 1693898.2795928689),127244.0
GHB48,한신아파트,35.23197,128.8526,2023-10-16,1048.0,38070,경상남도 김해시,김해,POINT (1123081.5050433532 1693791.3306822954),426489.0
GHB49,중앙병원,35.23109,128.8567,2023-10-16,1049.0,38070,경상남도 김해시,김해,POINT (1123455.9465646052 1693698.819000281),426489.0
GHB50,조흥그린,35.22973,128.8648,2023-10-16,1050.0,38070,경상남도 김해시,김해,POINT (1124195.144129405 1693558.080915466),399999.0
GHB51,김해보건소,35.2313,128.8711,2023-10-16,1051.0,38070,경상남도 김해시,김해,POINT (1124766.0690624872 1693740.1091341432),639803.0
GHB52,김해도서관,35.2325,128.874,2023-10-16,1052.0,38070,경상남도 김해시,김해,POINT (1125028.1359805786 1693876.8503494128),533742.0
GHB53,수로왕릉,35.23303,128.8783,2023-10-16,1053.0,38070,경상남도 김해시,김해,POINT (1125418.6271067807 1693941.056367536),533742.0
GHB54,분성사거리,35.23331,128.8806,2023-10-16,1054.0,38070,경상남도 김해시,김해,POINT (1125627.497834994 1693975.019212725),533742.0
GHB55,신한은행,35.232,128.8817,2023-10-16,1055.0,38070,경상남도 김해시,김해,POINT (1125729.620443446 1693831.1177031617),794648.0
GHB56,중앙지구대,35.2297,128.8821,2023-10-16,1056.0,38070,경상남도 김해시,김해,POINT (1125769.5718181063 1693576.5282532936),794648.0
GHB57,금강병원,35.22752,128.8824,2023-10-16,1057.0,38070,경상남도 김해시,김해,POINT (1125800.239039417 1693335.1216771896),794648.0
GHB58,김해중부경찰서,35.22629,128.8796,2023-10-16,1058.0,38070,경상남도 김해시,김해,POINT (1125547.3137852557 1693195.1573801353),591920.0
GHB59,봉황역,35.22687,128.8743,2023-10-16,1059.0,38070,경상남도 김해시,김해,POINT (1125064.0780579958 1693252.7982509155),1503.0
GHB60,이마트 신세계백화점,35.23059,128.8723,2023-10-16,1060.0,38070,경상남도 김해시,김해,POINT (1124876.3608142696 1693662.87069464),573075.0
GHB61,임호성당,35.23023,128.8606,2023-10-16,1061.0,38070,경상남도 김해시,김해,POINT (1123812.1651405422 1693608.2914596852),399999.0
GHB62,농협김해시지부,35.2354,128.8813,2023-10-16,1062.0,38070,경상남도 김해시,김해,POINT (1125687.9736907058 1694207.7098708653),597626.0
GHB63,김해여고,35.23986,128.8794,2023-10-16,1063.0,38070,경상남도 김해시,김해,POINT (1125508.2041102725 1694699.9710397),444027.0
GHB64,청소년문화의집,35.24124,128.8784,2023-10-16,1064.0,38070,경상남도 김해시,김해,POINT (1125415.0855734488 1694851.7649972022),444027.0
GHB65,광남백조아파트,35.24604,128.8752,2023-10-16,1065.0,38070,경상남도 김해시,김해,POINT (1125116.53655381 1695380.1017576663),469624.0
GHB66,구산동우체국,35.25139,128.8707,2023-10-16,1066.0,38070,경상남도 김해시,김해,POINT (1124698.9032847206 1695967.8149730393),190421.0
GHB67,구산동원아파트,35.25452,128.8697,2023-10-16,1067.0,38070,경상남도 김해시,김해,POINT (1124603.1318582557 1696313.711968525),161806.0
GHB68,노인복지회관,35.25698,128.8664,2023-10-16,1068.0,38070,경상남도 김해시,김해,POINT (1124299.1513969772 1696582.4157744772),187403.0
GHB69,부영6차아파트,35.26063,128.8649,2023-10-16,1069.0,38070,경상남도 김해시,김해,POINT (1124157.1220444073 1696985.364974063),225963.0
GHB70,동신아파트,35.26716,128.8619,2023-10-16,1070.0,38070,경상남도 김해시,김해,POINT (1123874.270970346 1697705.867789508),225963.0
GHB71,감분,35.27013,128.856,2023-10-16,1071.0,38070,경상남도 김해시,김해,POINT (1123333.0888824186 1698027.9241165433),194767.0
GHB72,망천2구,35.27543,128.8413,2023-10-16,1072.0,38070,경상남도 김해시,김해,POINT (1121988.0402335627 1698597.5775748063),194767.0
GHB73,망천1구,35.27764,128.8348,2023-10-16,1073.0,38070,경상남도 김해시,김해,POINT (1121393.5462521722 1698834.7169454722),194767.0
GHB74,신천,35.27748,128.8285,2023-10-16,1074.0,38070,경상남도 김해시,김해,POINT (1120820.7951166453 1698809.2785244554),184195.0
GHB75,명동정수장,35.2817,128.8213,2023-10-16,1075.0,38070,경상남도 김해시,김해,POINT (1120159.7149195801 1699268.5769454464),184195.0
GHB76,금음,35.28562,128.817,2023-10-16,1076.0,38070,경상남도 김해시,김해,POINT (1119762.8738954777 1699698.1475144662),184195.0
GHB77,인현,35.29032,128.8132,2023-10-16,1077.0,38070,경상남도 김해시,김해,POINT (1119410.3930964605 1700214.8476504032),184195.0
GHB78,명동,35.29423,128.8082,2023-10-16,1078.0,38070,경상남도 김해시,김해,POINT (1118949.9906869582 1700642.5005550568),161806.0
GHB79,새마을,35.2959,128.8026,2023-10-16,1079.0,38070,경상남도 김해시,김해,POINT (1118438.339597833 1700821.0178976501),161806.0
GHB80,소업마을,35.29391,128.796,2023-10-16,1080.0,38070,경상남도 김해시,김해,POINT (1117841.0881083303 1700592.4399507595),161806.0
GHB81,소업,35.2921,128.79,2023-10-16,1081.0,38070,경상남도 김해시,김해,POINT (1117298.1083401768 1700384.5760684623),161806.0
GHB82,신기,35.29349,128.7845,2023-10-16,1082.0,38070,경상남도 김해시,김해,POINT (1116795.9747894958 1700532.2493373677),166906.0
GHB83,빙그레,35.29444,128.7796,2023-10-16,1083.0,38070,경상남도 김해시,김해,POINT (1116349.0468681257 1700631.8533532547),165634.0
GHB84,설창,35.29621,128.7664,2023-10-16,1084.0,38070,경상남도 김해시,김해,POINT (1115146.2489093423 1700812.7544707241),183972.0
GHB85,신용삼거리,35.29661,128.7609,2023-10-16,1085.0,38070,경상남도 김해시,김해,POINT (1114645.5751622114 1700850.7445992376),246377.0
GHB86,신용마을,35.29862,128.7573,2023-10-16,1086.0,38070,경상남도 김해시,김해,POINT (1114315.4053799442 1701069.5177707665),246377.0
GHB87,진영한방병원,35.30014,128.7538,2023-10-16,1087.0,38070,경상남도 김해시,김해,POINT (1113995.0315373682 1701234.0714940748),246377.0
GHB88,용전마을,35.30123,128.75,2023-10-16,1088.0,38070,경상남도 김해시,김해,POINT (1113647.994202013 1701350.6008163705),246377.0
GHB89,기영아파트,35.30182,128.7463,2023-10-16,1089.0,38070,경상남도 김해시,김해,POINT (1113310.7556579083 1701411.8023341433),246377.0
GHB90,제일고등학교,35.30217,128.7412,2023-10-16,1090.0,38070,경상남도 김해시,김해,POINT (1112846.5648940746 1701444.803161584),249501.0
GHB91,진영시외주차장,35.3027,128.736,2023-10-16,1091.0,38070,경상남도 김해시,김해,POINT (1112373.0373406694 1701497.6783095342),322377.0
GHB92,진영농협(진영전통시장),35.30296,128.7334,2023-10-16,1092.0,38070,경상남도 김해시,김해,POINT (1112136.2828903196 1701523.5706093232),66955.0
GHB93,중구,35.30348,128.7286,2023-10-16,1093.0,38070,경상남도 김해시,김해,POINT (1111699.1469391123 1701575.824440925),151167.0
GHB94,삼성아파트,35.30391,128.7234,2023-10-16,1094.0,38070,경상남도 김해시,김해,POINT (1111225.7720934462 1701617.6685116533),152731.0
GHB95,부곡,35.3046,128.7188,2023-10-16,1095.0,38070,경상남도 김해시,김해,POINT (1110806.5996261016 1701689.0445545833),151167.0
GHB96,거성아파트,35.30487,128.7142,2023-10-16,1096.0,38070,경상남도 김해시,김해,POINT (1110388.0050840264 1701713.8576792106),151167.0
GHB97,대근아파트,35.30334,128.711,2023-10-16,1097.0,38070,경상남도 김해시,김해,POINT (1110099.1382299585 1701540.6061969616),151167.0
GHB98,좌곤,35.29668,128.7072,2023-10-16,1098.0,38070,경상남도 김해시,김해,POINT (1109762.6354206994 1700797.7318252332),151167.0
GHB99,좌곤육교,35.29283,128.7078,2023-10-16,1099.0,38070,경상남도 김해시,김해,POINT (1109822.3936737704 1700371.393296968),151167.0
