nodeid,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명,geometry,weight
CWB379000566,구암고등학교,35.24629644,128.5939782,2023-10-16,420615.0,38010,경상남도 창원시,창원,POINT (1099529.3099473445 1695090.3215359906),478654.0
CWB379000567,사격장입구,35.24492343,128.6831562,2023-10-16,107508.0,38010,경상남도 창원시,창원,POINT (1107644.8457543373 1695031.1020157929),464401.0
CWB379000568,장애인복지회관입구,35.24496023,128.6735972,2023-10-16,119117.0,38010,경상남도 창원시,창원,POINT (1106775.0680812967 1695024.859684883),732161.0
CWB379000570,장애인복지회관입구,35.2447727,128.6732432,2023-10-16,119118.0,38010,경상남도 창원시,창원,POINT (1106743.105090053 1695003.6802969584),266638.0
CWB379000573,지귀상가,35.24477751,128.6594371,2023-10-16,119111.0,38010,경상남도 창원시,창원,POINT (1105486.9448440736 1694989.4555102403),1120637.0
CWB379000574,복음요양병원,35.24553815,128.5894545,2023-10-16,400124.0,38010,경상남도 창원시,창원,POINT (1099118.6533434615 1695001.69525906),2430950.0
CWB379000575,지귀상가,35.24454785,128.6596975,2023-10-16,119112.0,38010,경상남도 창원시,창원,POINT (1105510.9349803727 1694964.2610432366),1119515.0
CWB379000576,봉곡동상가입구,35.24458602,128.6490254,2023-10-16,117601.0,38010,경상남도 창원시,창원,POINT (1104539.8790236893 1694957.2035386222),446064.0
CWB379000577,사림동,35.24423952,128.6758172,2023-10-16,119119.0,38010,경상남도 창원시,창원,POINT (1106978.0022262644 1694947.316925507),267760.0
CWB379000579,차룡119안전센터,35.24480876,128.6233388,2023-10-16,118809.0,38010,경상남도 창원시,창원,POINT (1102202.4959755966 1694955.1593778525),1095968.0
CWB379000580,까치아파트,35.24435015,128.6656941,2023-10-16,119906.0,38010,경상남도 창원시,창원,POINT (1106056.7969750627 1694948.7245579478),160042.0
CWB379000581,까치아파트,35.24423123,128.6654794,2023-10-16,119909.0,38010,경상남도 창원시,창원,POINT (1106037.417143407 1694935.3059725964),160042.0
CWB379000582,로봇산업진흥재단,35.24615744,128.5140242,2023-10-16,417209.0,38010,경상남도 창원시,창원,POINT (1092255.0469885222 1694997.6709494975),359992.0
CWB379000583,사림동,35.24391763,128.6758781,2023-10-16,119120.0,38010,경상남도 창원시,창원,POINT (1106983.9661405564 1694911.6822053792),266638.0
CWB379000584,봉곡동상가입구,35.24424875,128.6489546,2023-10-16,117602.0,38010,경상남도 창원시,창원,POINT (1104533.8701712678 1694919.7229763777),253220.0
CWB379000585,로봇산업진흥재단,35.24583209,128.5140037,2023-10-16,417208.0,38010,경상남도 창원시,창원,POINT (1092253.550414533 1694961.568449343),359992.0
CWB379000586,유목교,35.24388893,128.6560128,2023-10-16,119109.0,38010,경상남도 창원시,창원,POINT (1105176.531340851 1694887.2712158323),721528.0
CWB379000587,명서동허앤리병원,35.24393747,128.6479551,2023-10-16,114211.0,38010,경상남도 창원시,창원,POINT (1104443.3290431392 1694884.1474458722),192072.0
CWB379000588,내서중학교,35.24631984,128.508754,2023-10-16,401013.0,38010,경상남도 창원시,창원,POINT (1091775.3689870427 1695010.797114738),621637.0
CWB379000589,덕재.롯데캐슬,35.24483093,128.5875128,2023-10-16,400121.0,38010,경상남도 창원시,창원,POINT (1098942.8494134538 1694921.322285897),2491458.0
CWB379000591,창원대학교종점,35.24330606,128.69159327,2023-10-16,120505.0,38010,경상남도 창원시,창원,POINT (1108414.6498749722 1694860.9032080553),951996.0
CWB379000592,명서동허앤리병원,35.24385625,128.6474615,2023-10-16,114212.0,38010,경상남도 창원시,창원,POINT (1104398.5223876368 1694874.6202807932),234263.973776908
CWB379000593,송정마을,35.24503377,128.5510418,2023-10-16,409706.0,38010,경상남도 창원시,창원,POINT (1095624.320738304 1694908.0779898027),5396.0
CWB379000594,차룡119안전센터,35.24404912,128.6239615,2023-10-16,118810.0,38010,경상남도 창원시,창원,POINT (1102260.1061477081 1694871.5505965485),1096748.0
CWB379000595,구슬골,35.24522344,128.5282542,2023-10-16,422804.0,38010,경상남도 창원시,창원,POINT (1093550.7995337064 1694907.4013343225),992456.0
CWB379000596,송정마을,35.24488409,128.5509893,2023-10-16,409707.0,38010,경상남도 창원시,창원,POINT (1095619.7198241204 1694891.4268639195),5396.0
CWB379000597,내서중학교,35.24602623,128.5089331,2023-10-16,401012.0,38010,경상남도 창원시,창원,POINT (1091791.9948282228 1694978.3994497943),621637.0
CWB379000598,사림동농협,35.24302744,128.6854102,2023-10-16,107510.0,38010,경상남도 창원시,창원,POINT (1107852.4378954647 1694823.2668271905),512054.0
CWB379000600,사림동농협,35.24323199,128.6855129,2023-10-16,107509.0,38010,경상남도 창원시,창원,POINT (1107861.5114131097 1694846.0647735693),512054.0
CWB379000601,덕재.롯데캐슬,35.2441913,128.5872821,2023-10-16,400122.0,38010,경상남도 창원시,창원,POINT (1098922.6362207758 1694850.1526671955),2533086.0
CWB379000602,창원의집입구,35.24265281,128.6807386,2023-10-16,119121.0,38010,경상남도 창원시,창원,POINT (1107427.8745291517 1694776.6517908468),331244.0
CWB379000603,농협하나로클럽,35.24292024,128.6532093,2023-10-16,119107.0,38010,경상남도 창원시,창원,POINT (1104922.6992408251 1694776.868857884),832665.0
CWB379000604,용마정비,35.24404105,128.51182105,2023-10-16,417206.0,38010,경상남도 창원시,창원,POINT (1092056.9915546163 1694760.9042640764),414143.0
CWB379000605,구슬골,35.24447614,128.5290676,2023-10-16,422803.0,38010,경상남도 창원시,창원,POINT (1093625.664643877 1694825.287574193),992456.0
CWB379000606,차룡사거리,35.24317944,128.6263182,2023-10-16,118811.0,38010,경상남도 창원시,창원,POINT (1102475.626682128 1694777.5264126905),1095968.0
CWB379000608,용마정비,35.24473658,128.5121251,2023-10-16,417207.0,38010,경상남도 창원시,창원,POINT (1092083.8690267575 1694838.3250533566),414143.0
CWB379000610,창원대학교입구,35.24225663,128.690046,2023-10-16,120503.0,38010,경상남도 창원시,창원,POINT (1108275.263070009 1694742.8236024904),935067.0
CWB379000611,창원의집입구,35.24221533,128.6811025,2023-10-16,119122.0,38010,경상남도 창원시,창원,POINT (1107461.5622864899 1694728.5253552082),330122.0
CWB379000612,창원대학교입구,35.24209118,128.6902507,2023-10-16,120504.0,38010,경상남도 창원시,창원,POINT (1108294.1084125917 1694724.6970367278),935067.0
CWB379000613,삼성창원병원,35.24344644,128.5911962,2023-10-16,420613.0,38010,경상남도 창원시,창원,POINT (1099279.669680901 1694771.4494696124),511712.0
CWB379000614,농협하나로클럽,35.24255802,128.6530763,2023-10-16,119108.0,38010,경상남도 창원시,창원,POINT (1104911.0645142957 1694736.5551238353),831543.0
CWB379000615,차룡사거리,35.24283504,128.6260183,2023-10-16,118812.0,38010,경상남도 창원시,창원,POINT (1102448.7729713856 1694739.0202114708),1096748.0
CWB379000617,아랫구슬골,35.24385319,128.5286229,2023-10-16,421715.0,38010,경상남도 창원시,창원,POINT (1093585.9197370077 1694755.7789386387),5177.0
CWB379000619,창원대삼거리,35.24175676,128.6847949,2023-10-16,107512.0,38010,경상남도 창원시,창원,POINT (1107798.135083338 1694681.6691406053),423013.0
CWB379000620,창원대삼거리,35.24177861,128.6851291,2023-10-16,107511.0,38010,경상남도 창원시,창원,POINT (1107828.5146824918 1694684.4554353184),423013.0
CWB379000621,우영프라자,35.24148128,128.6878827,2023-10-16,120502.0,38010,경상남도 창원시,창원,POINT (1108079.4565608683 1694654.4732719262),950898.0
CWB379000622,아랫구슬골,35.24352149,128.5290703,2023-10-16,421714.0,38010,경상남도 창원시,창원,POINT (1093627.0077704932 1694719.413040684),5177.0
CWB379000623,사림민원센터,35.24151593,128.6814845,2023-10-16,630018.0,38010,경상남도 창원시,창원,POINT (1107497.2429927473 1694651.3694649572),235808.0
CWB379000625,송정,35.24318612,128.5520384,2023-10-16,409705.0,38010,경상남도 창원시,창원,POINT (1095717.1668417677 1694704.1211610278),5396.0
CWB379000626,삼성창원병원,35.24263644,128.5910482,2023-10-16,420612.0,38010,경상남도 창원시,창원,POINT (1099267.1909918066 1694681.4664538635),470084.0
CWB379000627,사림민원센터,35.24132848,128.6815527,2023-10-16,630019.0,38010,경상남도 창원시,창원,POINT (1107503.6958798044 1694630.6535028843),235808.0
CWB379000629,송정,35.24309119,128.5522405,2023-10-16,409704.0,38010,경상남도 창원시,창원,POINT (1095735.6667049692 1694693.7876370836),5396.0
CWB379000630,반지사거리,35.24239932,128.6611672,2023-10-16,106501.0,38010,경상남도 창원시,창원,POINT (1105647.4436509432 1694727.534250685),244921.0
CWB379000631,반지사거리,35.24132643,128.6616882,2023-10-16,106502.0,38010,경상남도 창원시,창원,POINT (1105696.2407529047 1694609.0963976716),244921.0
CWB379000632,시티7,35.24121646,128.6533388,2023-10-16,114213.0,38010,경상남도 창원시,창원,POINT (1104936.6772871292 1694588.0425478178),87292.0
CWB379000633,시티7,35.24078906,128.6535542,2023-10-16,114214.0,38010,경상남도 창원시,창원,POINT (1104956.8271344737 1694540.8680853483),234263.973776908
CWB379000635,윗구슬골마을,35.24244043,128.5328532,2023-10-16,421717.0,38010,경상남도 창원시,창원,POINT (1093972.4439378146 1694603.0904226438),5177.0
CWB379000636,성심유치원,35.24045031,128.6839104,2023-10-16,119123.0,38010,경상남도 창원시,창원,POINT (1107719.3831605786 1694535.8125301956),150089.0
CWB379000637,마재고개,35.24171176,128.5369503,2023-10-16,422801.0,38010,경상남도 창원시,창원,POINT (1094346.0695660883 1694526.1618149392),992456.0
CWB379000638,합성동,35.24141101,128.5846712,2023-10-16,400119.0,38010,경상남도 창원시,창원,POINT (1098688.451742378 1694539.199512144),2594067.0
CWB379000639,윗구슬골마을,35.24215666,128.5331543,2023-10-16,421716.0,38010,경상남도 창원시,창원,POINT (1094000.1675290556 1694571.9034725684),5177.0
CWB379000641,마재고개,35.24189244,128.5369682,2023-10-16,422802.0,38010,경상남도 창원시,창원,POINT (1094347.4889492188 1694546.2174575196),992456.0
CWB379000642,합성동,35.24130668,128.5850253,2023-10-16,400120.0,38010,경상남도 창원시,창원,POINT (1098720.7971656336 1694527.9806000849),2635363.0
CWB379000643,장미아파트,35.24161434,128.50514355,2023-10-16,401010.0,38010,경상남도 창원시,창원,POINT (1091452.166344035 1694485.595044302),646693.0
CWB379000644,장미아파트,35.24215139,128.5052244,2023-10-16,401011.0,38010,경상남도 창원시,창원,POINT (1091458.9196179002 1694545.2317956565),675788.0
CWB379000645,아래송정,35.2412205,128.55359536,2023-10-16,409703.0,38010,경상남도 창원시,창원,POINT (1095861.1419058368 1694487.6224823766),5396.0
CWB379000646,반지민원센터,35.23975044,128.6648532,2023-10-16,106503.0,38010,경상남도 창원시,창원,POINT (1105986.2724774107 1694437.6802004487),244921.0
CWB379000647,반지민원센터,35.23970443,128.6645272,2023-10-16,106504.0,38010,경상남도 창원시,창원,POINT (1105956.6692536408 1694432.2293407773),244921.0
CWB379000648,럭키상가,35.23951125,128.6661079,2023-10-16,119907.0,38010,경상남도 창원시,창원,POINT (1106100.7505049135 1694412.4921956374),63812.0
CWB379000649,성심유치원,35.23937242,128.6859259,2023-10-16,119125.0,38010,경상남도 창원시,창원,POINT (1107904.2024058185 1694418.4539717732),178735.0
CWB379000650,럭키상가,35.23954879,128.6663329,2023-10-16,119904.0,38010,경상남도 창원시,창원,POINT (1106121.1746412166 1694416.8961715277),160042.0
CWB379000651,농업기술센터,35.23951394,128.6492866,2023-10-16,119105.0,38010,경상남도 창원시,창원,POINT (1104570.1564173957 1694394.9436039075),817518.0
CWB379000652,창원컨벤션센터,35.23930263,128.6579641,2023-10-16,114215.0,38010,경상남도 창원시,창원,POINT (1105360.0056637158 1694380.681780436),234263.973776908
CWB379000653,농업기술센터,35.23935438,128.6487661,2023-10-16,119106.0,38010,경상남도 창원시,창원,POINT (1104523.0002881887 1694376.699008891),817518.0
CWB379000654,내서119안전센터,35.24117981,128.5100703,2023-10-16,417204.0,38010,경상남도 창원시,창원,POINT (1091900.9285672794 1694441.952233197),414143.0
CWB379000655,도립미술관,35.23885483,128.6899685,2023-10-16,113308.0,38010,경상남도 창원시,창원,POINT (1108272.733495384 1694365.4499650418),733925.0
CWB379000656,도립미술관,35.23833674,128.6892302,2023-10-16,113307.0,38010,경상남도 창원시,창원,POINT (1108206.2421161805 1694307.1844112),736744.0
CWB379000659,창원컨벤션센터,35.23919978,128.6574757,2023-10-16,114216.0,38010,경상남도 창원시,창원,POINT (1105315.6984173064 1694368.7566830525),234263.973776908
CWB379000660,창원스마트업파크,35.23937994,128.6328193,2023-10-16,118813.0,38010,경상남도 창원시,창원,POINT (1103071.9492322828 1694362.8618833655),1047039.0
CWB379000661,마산시외버스터미널,35.23981443,128.5834082,2023-10-16,400117.0,38010,경상남도 창원시,창원,POINT (1098575.4657064374 1694360.8723990435),204413.0
CWB379000665,내서119안전센터,35.24019543,128.5091749,2023-10-16,417205.0,38010,경상남도 창원시,창원,POINT (1091820.5677089407 1694331.9497199354),414143.0
CWB379000666,도청사거리,35.23789861,128.687972,2023-10-16,119127.0,38010,경상남도 창원시,창원,POINT (1108092.3362800996 1694257.2214809863),151211.0
CWB379000667,도청사거리,35.23771204,128.6877522,2023-10-16,119126.0,38010,경상남도 창원시,창원,POINT (1108072.5834705522 1694236.2899892332),150089.0
CWB379000668,럭키아파트,35.23785743,128.6681742,2023-10-16,106505.0,38010,경상남도 창원시,창원,POINT (1106290.923929311 1694231.27993542),499768.0
CWB379000670,문성고등학교,35.23778609,128.6613777,2023-10-16,114217.0,38010,경상남도 창원시,창원,POINT (1105672.581557292 1694216.112882929),234263.973776908
CWB379000671,마산시외버스터미널,35.23880033,128.5826278,2023-10-16,630020.0,38010,경상남도 창원시,창원,POINT (1098505.6833968312 1694247.626792108),2389654.0
CWB379000672,럭키아파트,35.23762941,128.6682044,2023-10-16,106506.0,38010,경상남도 창원시,창원,POINT (1106293.9694650085 1694206.0229496104),499768.0
CWB379000673,운동장사거리,35.2375576,128.6648924,2023-10-16,119905.0,38010,경상남도 창원시,창원,POINT (1105992.6926947774 1694194.517891277),222429.0
CWB379000674,유남주유소,35.23799647,128.6345192,2023-10-16,118814.0,38010,경상남도 창원시,창원,POINT (1103228.3782662542 1694211.1902228515),1087626.0
CWB379000677,문성고등학교,35.23756163,128.661182,2023-10-16,114218.0,38010,경상남도 창원시,창원,POINT (1105655.0653246178 1694191.0101501099),234263.973776908
CWB379000678,운동장사거리,35.23735876,128.6650093,2023-10-16,119902.0,38010,경상남도 창원시,창원,POINT (1106003.5885859872 1694172.5896907786),222429.0
CWB379000679,한국농어촌공사경남지역본부,35.23674134,128.6879168,2023-10-16,113305.0,38010,경상남도 창원시,창원,POINT (1108088.849036294 1694128.8102071958),330649.0
CWB379000680,일동아파트,35.23694553,128.6777065,2023-10-16,106511.0,38010,경상남도 창원시,창원,POINT (1107159.498352153 1694140.38903481),235808.0
CWB379000681,대원현대사원아파트,35.23726044,128.6500942,2023-10-16,104102.0,38010,경상남도 창원시,창원,POINT (1104646.5358717167 1694145.8631120482),234263.973776908
CWB379000682,한국농어촌공사경남지역본부,35.23653639,128.6880188,2023-10-16,113306.0,38010,경상남도 창원시,창원,POINT (1108098.4024587267 1694106.1905410073),330191.0
CWB379000683,팔용가구거리,35.23738879,128.6335075,2023-10-16,118405.0,38010,경상남도 창원시,창원,POINT (1103137.0903864503 1694142.7423286897),40587.0
CWB379000914,무학여고,35.22168028,128.5734731,2023-10-16,400105.0,38010,경상남도 창원시,창원,POINT (1097693.2101586566 1692339.8493099103),467532.0
CWB379000915,노인병원,35.22171122,128.5646531,2023-10-16,406107.0,38010,경상남도 창원시,창원,POINT (1096890.4632425378 1692334.6416044096),107119.0
CWB379000916,셰풀러코리아,35.22052906,128.6522214,2023-10-16,207904.0,38010,경상남도 창원시,창원,POINT (1104861.6266796098 1692292.4639516175),199773.0
CWB379000917,한국폴리텍7대학,35.22033682,128.6662103,2023-10-16,218803.0,38010,경상남도 창원시,창원,POINT (1106135.0409983275 1692286.0008032816),391757.0
CWB379000918,자유무역지역후문,35.22128643,128.59076,2023-10-16,407102.0,38010,경상남도 창원시,창원,POINT (1099266.9766528802 1692313.3078520438),721216.0
CWB379000919,대동백화점,35.21980584,128.692468,2023-10-16,214215.0,38010,경상남도 창원시,창원,POINT (1108525.5368800983 1692255.483627602),34752.0
CWB379000920,셰풀러코리아,35.22042199,128.6518362,2023-10-16,207903.0,38010,경상남도 창원시,창원,POINT (1104826.7064127433 1692280.1824639535),198698.0
CWB379000921,상남시장,35.22000143,128.6835452,2023-10-16,217403.0,38010,경상남도 창원시,창원,POINT (1107713.1825369191 1692267.4637477063),234263.973776908
CWB379000923,상남시장,35.21996643,128.6832332,2023-10-16,217404.0,38010,경상남도 창원시,창원,POINT (1107684.8326259004 1692263.2436695187),234263.973776908
CWB379000924,창원NC파크.마산회원구청,35.22115559,128.5834955,2023-10-16,312806.0,38010,경상남도 창원시,창원,POINT (1098605.9866745134 1692291.5609900134),449946.0
CWB379000925,노인병원,35.2214637,128.5647407,2023-10-16,406106.0,38010,경상남도 창원시,창원,POINT (1096898.729983351 1692307.2754248548),107119.0
CWB379000926,봉암동,35.2210405,128.5956308,2023-10-16,407103.0,38010,경상남도 창원시,창원,POINT (1099710.5734070116 1692290.911111895),519753.0
CWB379000927,경창상가,35.21990836,128.6796451,2023-10-16,208903.0,38010,경상남도 창원시,창원,POINT (1107358.3442246497 1692252.9191974415),302380.0
CWB379000928,한국폴리텍7대학,35.22016765,128.6657587,2023-10-16,218810.0,38010,경상남도 창원시,창원,POINT (1106094.159838102 1692266.7560476395),391757.0
CWB379000930,대동백화점,35.21961548,128.6921917,2023-10-16,214216.0,38010,경상남도 창원시,창원,POINT (1108500.6432057917 1692234.0692711927),234263.973776908
CWB379000931,경창상가,35.21960268,128.6796226,2023-10-16,208904.0,38010,경상남도 창원시,창원,POINT (1107356.6990236843 1692218.9924711864),305199.0
CWB379000933,봉암동,35.2206786,128.5958915,2023-10-16,407104.0,38010,경상남도 창원시,창원,POINT (1099734.7428393485 1692251.0355653893),523814.0
CWB379000934,사파초등학교,35.21930543,128.6985882,2023-10-16,210004.0,38010,경상남도 창원시,창원,POINT (1109083.22831265 1692206.6879455957),563586.0
CWB379000935,국제주유소,35.22081443,128.5707652,2023-10-16,407218.0,38010,경상남도 창원시,창원,POINT (1097447.7986440896 1692241.1606989552),1011503.0
CWB379000938,마산여중,35.22070343,128.5618842,2023-10-16,406105.0,38010,경상남도 창원시,창원,POINT (1096639.6601379393 1692220.1735324145),107119.0
CWB379000940,상남교회,35.21867755,128.7014442,2023-10-16,210005.0,38010,경상남도 창원시,창원,POINT (1109344.0072935075 1692140.190910425),563586.0
CWB379000941,토월대동아파트,35.21867571,128.69031045,2023-10-16,205001.0,38010,경상남도 창원시,창원,POINT (1108330.6723957951 1692127.7876593308),234263.973776908
CWB379000942,토월대동아파트,35.21872363,128.69010553,2023-10-16,205002.0,38010,경상남도 창원시,창원,POINT (1108311.9579582897 1692132.8789198343),234263.973776908
CWB379000944,토월대동아파트후문,35.21860812,128.6859492,2023-10-16,203501.0,38010,경상남도 창원시,창원,POINT (1107933.8234484992 1692115.5437496244),234263.973776908
CWB379000945,사파동성아파트,35.21833943,128.7023822,2023-10-16,219109.0,38010,경상남도 창원시,창원,POINT (1109429.8332570663 1692103.7234949754),490306.0
CWB379000946,사파동성아파트,35.21822611,128.7019847,2023-10-16,219108.0,38010,경상남도 창원시,창원,POINT (1109393.8067234552 1692090.717516147),1052770.0
CWB379000947,토월대동아파트후문,35.21849897,128.68585908,2023-10-16,203502.0,38010,경상남도 창원시,창원,POINT (1107925.7657005365 1692103.3401965837),234263.973776908
CWB379000948,상남대우아파트,35.21852643,128.6807132,2023-10-16,209001.0,38010,경상남도 창원시,창원,POINT (1107457.3773509408 1692100.8068291624),301282.0
CWB379000949,사파삼익1차아파트,35.21832492,128.6960349,2023-10-16,214301.0,38010,경상남도 창원시,창원,POINT (1108852.151010035 1692095.1401658393),405223.0
CWB379000950,상남대우아파트,35.2184253,128.6805624,2023-10-16,209002.0,38010,경상남도 창원시,창원,POINT (1107443.7855978839 1692089.4275636678),301282.0
CWB379000951,신세계백화점,35.21887471,128.5870619,2023-10-16,321923.0,38010,경상남도 창원시,창원,POINT (1098933.3364673737 1692042.1417530891),1221855.0
CWB379000952,동마산주유소,35.21969057,128.5817056,2023-10-16,312803.0,38010,경상남도 창원시,창원,POINT (1098444.8555175245 1692127.3047457247),445885.0
CWB379000953,사파삼익1차아파트,35.2180131,128.6959144,2023-10-16,214302.0,38010,경상남도 창원시,창원,POINT (1108841.6000093317 1692060.424680521),405223.0
CWB379000954,봉암공단 입구,35.21933543,128.6000532,2023-10-16,407107.0,38010,경상남도 창원시,창원,POINT (1100115.1556225247 1692106.255020429),519753.0
CWB379000955,신세계백화점,35.21959548,128.5871657,2023-10-16,321922.0,38010,경상남도 창원시,창원,POINT (1098941.908817217 1692122.1835481017),1221855.0
CWB379000956,동중입구,35.21960534,128.5708317,2023-10-16,407221.0,38010,경상남도 창원시,창원,POINT (1097455.296434515 1692107.129666488),1011503.0
CWB379000957,중앙체육공원,35.21818741,128.6738091,2023-10-16,630022.0,38010,경상남도 창원시,창원,POINT (1106829.4458120568 1692055.7598243158),261839.0
CWB379000958,마산여중,35.21964243,128.5614782,2023-10-16,406104.0,38010,경상남도 창원시,창원,POINT (1096603.9669848057 1692102.1066403622),107119.0
CWB379000959,창원병원,35.21922026,128.6730425,2023-10-16,213301.0,38010,경상남도 창원시,창원,POINT (1106758.3208458195 1692169.487034355),258301.0
CWB379000960,동마산주유소,35.21916743,128.5814862,2023-10-16,312804.0,38010,경상남도 창원시,창원,POINT (1098425.5190208156 1692069.0674972339),449946.0
CWB379000961,사파삼익아파트,35.21756121,128.6939959,2023-10-16,214217.0,38010,경상남도 창원시,창원,POINT (1108667.5888782153 1692008.2058683685),405223.0
CWB379000962,회원1동,35.2192542,128.5747426,2023-10-16,400104.0,38010,경상남도 창원시,창원,POINT (1097811.6588481548 1692072.0298117995),467532.0
CWB379000963,웅남초등학교,35.21769743,128.6873732,2023-10-16,203503.0,38010,경상남도 창원시,창원,POINT (1108064.6359274548 1692016.0889604164),234263.973776908
CWB379000964,창원병원,35.21793028,128.670417,2023-10-16,218805.0,38010,경상남도 창원시,창원,POINT (1106521.049143659 1692023.5992561984),392855.0
CWB379000966,봉암공단 입구,35.21873251,128.6010381,2023-10-16,407106.0,38010,경상남도 창원시,창원,POINT (1100205.5356312522 1692040.3799908084),519753.0
CWB379000967,창원병원,35.21774543,128.6720982,2023-10-16,213302.0,38010,경상남도 창원시,창원,POINT (1106674.3062621267 1692004.9020309234),517309.0
CWB379000969,웅남초등학교,35.21747447,128.68743026,2023-10-16,203504.0,38010,경상남도 창원시,창원,POINT (1108070.1248765206 1691991.422937245),234263.973776908
CWB379000971,회원1동,35.21891053,128.5745036,2023-10-16,400103.0,38010,경상남도 창원시,창원,POINT (1097790.319022298 1692033.6791609302),467532.0
CWB379000972,삼계성당법륜사,35.21984703,128.5017292,2023-10-16,401312.0,38010,경상남도 창원시,창원,POINT (1091165.8544859604 1692068.3268148564),86327.0
CWB379000973,삼계성당법륜사,35.21980725,128.5016146,2023-10-16,401311.0,38010,경상남도 창원시,창원,POINT (1091155.4690389757 1692063.8098064673),86327.0
CWB379000974,창원병원,35.21746775,128.6704202,2023-10-16,218812.0,38010,경상남도 창원시,창원,POINT (1106521.9447888767 1691972.3044080895),246012.0
CWB379000976,회원초등학교,35.21879043,128.56796358,2023-10-16,423003.0,38010,경상남도 창원시,창원,POINT (1097195.2331897127 1692013.9405481212),220604.0
CWB379000977,삼학사,35.2186309,128.560853,2023-10-16,406103.0,38010,경상남도 창원시,창원,POINT (1096548.2640659078 1691989.3134105918),327723.0
CWB379000978,회원초등학교,35.21848343,128.5671412,2023-10-16,423004.0,38010,경상남도 창원시,창원,POINT (1097120.751322051 1691979.0878394535),269824.0
CWB379000980,회원2동파출소,35.21866943,128.5638082,2023-10-16,423001.0,38010,경상남도 창원시,창원,POINT (1096817.1815721134 1691996.4629079774),268257.0
CWB379000981,동중입구,35.21845943,128.5705432,2023-10-16,407220.0,38010,경상남도 창원시,창원,POINT (1097430.4089130738 1691979.757503537),743246.0
CWB379000983,회원신협,35.21843263,128.5649448,2023-10-16,423002.0,38010,경상남도 창원시,창원,POINT (1096920.9090978068 1691971.3085793322),269824.0
CWB379000985,외동초등학교,35.21690156,128.6821283,2023-10-16,220401.0,38010,경상남도 창원시,창원,POINT (1107588.3170667964 1691922.1272445673),301282.0
CWB379000986,수원지입구,35.21789929,128.6050208,2023-10-16,407109.0,38010,경상남도 창원시,창원,POINT (1100569.0444578642 1691951.9948041355),470792.0
CWB379000987,외동초등학교,35.21680543,128.6823582,2023-10-16,220402.0,38010,경상남도 창원시,창원,POINT (1107609.3687113828 1691911.7146654036),301282.0
CWB379000988,토월성원아파트,35.21641913,128.6943978,2023-10-16,214218.0,38010,경상남도 창원시,창원,POINT (1108705.691202102 1691881.9794327258),234263.973776908
CWB379000989,수원지입구.정다운병원,35.21765594,128.604899,2023-10-16,407108.0,38010,경상남도 창원시,창원,POINT (1100558.2590361466 1691924.8822434423),470792.0
CWB379000991,내동민원센터,35.21632743,128.6705552,2023-10-16,212205.0,38010,경상남도 창원시,창원,POINT (1106535.7221647473 1691845.978580354),108639.0
CWB379000992,내동민원센터,35.21630343,128.6708502,2023-10-16,212206.0,38010,경상남도 창원시,창원,POINT (1106562.6036292517 1691843.6332017928),108627.0
CWB379000993,자유무역지역2공구,35.21709844,128.6081158,2023-10-16,407111.0,38010,경상남도 창원시,창원,POINT (1100851.7260903374 1691866.3125666655),519753.0
CWB379000994,대호타워아파트,35.21714366,128.6775706,2023-10-16,208902.0,38010,경상남도 창원시,창원,POINT (1107173.1718624833 1691944.0513180867),3917.0
CWB379000995,성원3차APT.노인종합복지관,35.21568401,128.7058056,2023-10-16,203913.0,38010,경상남도 창원시,창원,POINT (1109744.9901082518 1691812.9916837332),432747.0
CWB379000997,여성회관,35.21730598,128.5795445,2023-10-16,312802.0,38010,경상남도 창원시,창원,POINT (1098251.0422919628 1691860.6977353245),449946.0
CWB379000998,자유무역지역2공구,35.21674097,128.6083271,2023-10-16,407110.0,38010,경상남도 창원시,창원,POINT (1100871.4000279913 1691826.8811146966),519753.0
CWB379000999,성원3차APT.노인종합복지관,35.21549171,128.7058828,2023-10-16,203914.0,38010,경상남도 창원시,창원,POINT (1109752.2756116812 1691791.749278688),432747.0
CWB379001000,여성회관,35.21710643,128.5790712,2023-10-16,312801.0,38010,경상남도 창원시,창원,POINT (1098208.2051872814 1691838.0982641676),445885.0
CWB379001001,대호타워아파트,35.21718626,128.677278,2023-10-16,208901.0,38010,경상남도 창원시,창원,POINT (1107146.484464494 1691948.4603578276),1098.0
CWB379001002,사파동행정복지센터,35.21525343,128.7089232,2023-10-16,203912.0,38010,경상남도 창원시,창원,POINT (1110029.33017469 1691768.6853394327),432747.0
CWB379001003,삼학사.경남은행연수원,35.21718159,128.5608368,2023-10-16,406102.0,38010,경상남도 창원시,창원,POINT (1096548.5061133509 1691828.5596008506),108686.0
CWB379001005,세원셀론텍.영흥철강,35.21602443,128.6452682,2023-10-16,201209.0,38010,경상남도 창원시,창원,POINT (1104234.5595410354 1691785.5475208757),359376.0
CWB379001006,사파동행정복지센터,35.21468846,128.7089155,2023-10-16,203911.0,38010,경상남도 창원시,창원,POINT (1110029.3918253495 1691706.0168470514),432747.0
CWB379001007,세원셀론텍.영흥철강,35.21574743,128.6453142,2023-10-16,201210.0,38010,경상남도 창원시,창원,POINT (1104239.1005152594 1691754.874371591),364232.0
