격자이름,total_idx,경도,위도,geometry,ADM_NM,ADM_CD,시군구명
마라015506,0.0,128.61074750222707,34.845434570058515,POINT (1101550.000000001 1650649.9999999998),거제면,38090340,거제시
마라112458,0.0004076680417615,128.71618886185792,34.80114430343295,POINT (1111250.000000002 1645850.0000000005),일운면,38090310,거제시
라라999530,0.0,128.59353598413676,34.86723153768297,POINT (1099950.0000000007 1653050.0000000005),거제면,38090340,거제시
라라997529,0.0,128.59133625752162,34.86634959505431,POINT (1099750 1652950),거제면,38090340,거제시
라라970517,0.0,128.56166184150322,34.855791793598186,POINT (1097050.0000000007 1651749.999999999),거제면,38090340,거제시
마라087499,0.0007442046632209,128.6893953049517,34.838378954073086,POINT (1108750.000000001 1649950),일운면,38090310,거제시
라라983571,0.0009349987738139,128.57651544005356,34.90435335805809,POINT (1098350.0000000007 1657149.999999999),사등면,38090360,거제시
마라075388,0.0009216373512229,128.67485319088712,34.73843060398412,POINT (1107550.0000000002 1638850.0000000016),남부면,38090330,거제시
마라064669,0.0,128.6664112859829,34.99188914488358,POINT (1106449.9999999993 1666949.9999999998),장목면,38090390,거제시
라라983572,0.0008492666064508,128.57652720773274,34.90525495673545,POINT (1098349.999999999 1657250.0000000005),사등면,38090360,거제시
라라984571,0.0009204078073167,128.57760984436894,34.90434365882947,POINT (1098450.0000000005 1657150),사등면,38090360,거제시
마라086498,0.0007495362824241,128.68828885957367,34.83748806853389,POINT (1108649.9999999993 1649850),일운면,38090310,거제시
