격자이름,total_idx,경도,위도,geometry,ADM_NM,ADM_CD,시군구명
마마113138,0.0011264637131058,128.72643270559325,35.41416864677799,POINT (1111350.0000000035 1713849.9999999998),하남읍,38080120,밀양시
마마295236,0.0002123870108539,128.92840062231923,35.50030375998761,POINT (1129550.0000000005 1723650.0000000002),단장면,38080350,밀양시
마마116084,0.0001347848364571,128.72899747934244,35.365455247325315,POINT (1111650.0000000014 1708449.9999999998),하남읍,38080120,밀양시
마마259258,0.000692861336077,128.88905964659074,35.52059796933851,POINT (1125950.000000001 1725850.0000000005),단장면,38080350,밀양시
마마012281,0.0007452889926182,128.61699104185777,35.544161635708775,POINT (1101250 1728149.9999999993),청도면,38080390,밀양시
마마079134,0.0001551419821554,128.68893871530486,35.410937136767515,POINT (1107949.9999999993 1713450.0000000002),초동면,38080370,밀양시
마마132168,0.0,128.74777242799345,35.44099832636488,POINT (1113250.0000000012 1716850.0000000005),상남면,38080360,밀양시
마마005287,0.0,128.6093444377801,35.54964187275774,POINT (1100550.0000000005 1728750.0000000007),청도면,38080390,밀양시
마마170159,2.127435805127736e-05,128.78950158678936,35.432445369473605,POINT (1117049.9999999995 1715950.000000001),상남면,38080360,밀양시
마마137279,4.1322465420402144e-05,128.75483514164586,35.54100269571071,POINT (1113750.0000000005 1727950.000000001),상동면,38080320,밀양시
마마261312,0.000145127629112,128.89210593813604,35.56924793688999,POINT (1126150.0000000033 1731249.999999999),산내면,38080340,밀양시
마마073180,0.0001611375534603,128.6829380758181,35.4524704079442,POINT (1107350.000000003 1718049.999999999),초동면,38080370,밀양시
마마247243,0.0005974320435608,128.87559797559393,35.507228532539834,POINT (1124750.0000000016 1724350.0000000002),단장면,38080350,밀양시
마마104232,0.0001377331616284,128.71779837219444,35.49900725687236,POINT (1110450.000000001 1723250.0000000007),부북면,38080310,밀양시
마마148184,2.386409974505417e-05,128.76562301601592,35.45523817788327,POINT (1114849.9999999998 1718450),상남면,38080360,밀양시
마마221279,0.0009046679808668,128.8474777710345,35.540002976941764,POINT (1122150.0000000014 1727950.0000000002),산외면,38080330,밀양시
마마149310,0.0004187289652667,128.76851031024512,35.568808866993294,POINT (1114950.000000001 1731050),상동면,38080320,밀양시
마마217160,0.0001697364859622,128.84128247986183,35.4327828070241,POINT (1121750 1716050),삼랑진읍,38080110,밀양시
마마192177,0.0002493983664069,128.81399631811266,35.448410066289966,POINT (1119250.0000000014 1717750.000000001),삼랑진읍,38080110,밀양시
마마116085,0.0001338278447706,128.72901114495414,35.36635672886028,POINT (1111649.9999999998 1708550.0000000005),하남읍,38080120,밀양시
마마126112,0.0001820802764435,128.74038907352826,35.39058413545032,POINT (1112649.9999999993 1711250),하남읍,38080120,밀양시
마마177247,0.0004416242362175,128.7984864081872,35.51168964639683,POINT (1117750 1724750.0000000005),산외면,38080330,밀양시
마마117263,0.000619077007594,128.7325560468291,35.526806955232395,POINT (1111749.999999999 1726350.0000000007),부북면,38080310,밀양시
마마012259,0.0001413816406846,128.616716127796,35.524328798810544,POINT (1101250 1725949.999999999),청도면,38080390,밀양시
마마120086,0.0001433066777895,128.733427036834,35.367213352382144,POINT (1112050.0000000005 1708650.0000000002),하남읍,38080120,밀양시
마마310321,0.0,128.9463097375786,35.5767237972011,POINT (1131050.0000000023 1732150.0000000002),산내면,38080340,밀양시
마마210155,0.0004709347458366,128.83349834841457,35.42836104010557,POINT (1121050.0000000005 1715550),삼랑진읍,38080110,밀양시
마마051314,0.0001225640595534,128.66043691246057,35.57350414822053,POINT (1105149.999999999 1731449.9999999995),청도면,38080390,밀양시
마마240338,0.0,128.86933669200312,35.592949672628414,POINT (1124049.999999999 1733850.0000000005),산내면,38080340,밀양시
마마217139,0.0005157556245608,128.8409686614596,35.41385270850735,POINT (1121750 1713949.9999999995),삼랑진읍,38080110,밀양시
마마063145,0.0003022086700157,128.671463502805,35.42102573061298,POINT (1106350.0000000007 1714550.0000000005),초동면,38080370,밀양시
마마145257,7.231684907833676e-05,128.76334747470509,35.52107875971623,POINT (1114550.000000003 1725750),상동면,38080320,밀양시
마마152085,7.598287809621028e-05,128.7686303819336,35.36594725034633,POINT (1115249.9999999995 1708550.0000000005),하남읍,38080120,밀양시
마마049104,0.0011477093434544,128.6555174539219,35.3842128221725,POINT (1104950 1710449.9999999995),초동면,38080370,밀양시
마마308272,0.0004759673690228,128.94331103447695,35.532582919097855,POINT (1130849.9999999995 1727249.9999999995),단장면,38080350,밀양시
마마141262,2.6601764227372996e-05,128.75900731519744,35.5256321184166,POINT (1114149.9999999998 1726250),상동면,38080320,밀양시
마마012288,0.0009456597490859,128.61707857084994,35.55047206971818,POINT (1101250.0000000005 1728850.0000000005),청도면,38080390,밀양시
마마043151,0.0005860909735932,128.64951400753702,35.42664640040689,POINT (1104349.999999999 1715150.0000000005),부곡면,38530420,창녕군
마마043151,0.0005860909735932,128.64951400753702,35.42664640040689,POINT (1104349.999999999 1715150.0000000005),부곡면,38530420,창녕군
마마043151,0.0005860909735932,128.64951400753702,35.42664640040689,POINT (1104349.999999999 1715150.0000000005),부곡면,38530420,창녕군
마마043151,0.0005860909735932,128.64951400753702,35.42664640040689,POINT (1104349.999999999 1715150.0000000005),부곡면,38530420,창녕군
마마043151,0.0005860909735932,128.64951400753702,35.42664640040689,POINT (1104349.999999999 1715150.0000000005),부곡면,38530420,창녕군
마마043151,0.0005860909735932,128.64951400753702,35.42664640040689,POINT (1104349.999999999 1715150.0000000005),부곡면,38530420,창녕군
마마043151,0.0005860909735932,128.64951400753702,35.42664640040689,POINT (1104349.999999999 1715150.0000000005),부곡면,38530420,창녕군
마마043151,0.0005860909735932,128.64951400753702,35.42664640040689,POINT (1104349.999999999 1715150.0000000005),부곡면,38530420,창녕군
마마205109,0.0006477249728897,128.8273115097875,35.38695546903607,POINT (1120549.9999999977 1710950.0000000005),삼랑진읍,38080110,밀양시
마마118263,0.0005722565527585,128.73365877686211,35.52679567990386,POINT (1111850.0000000028 1726350),부북면,38080310,밀양시
마마119262,0.0005288253905198,128.73474769525424,35.52588293891171,POINT (1111949.999999999 1726250),부북면,38080310,밀양시
마마153223,0.0003396785659691,128.7716852260124,35.49033687697872,POINT (1115350.0000000007 1722349.9999999998),내일동,38080510,밀양시
마마084126,7.297984137353717e-05,128.6943381364261,35.40367091152599,POINT (1108449.9999999998 1712650.0000000005),초동면,38080370,밀양시
마마228311,0.0002361269927342,128.85568342437315,35.568761522614615,POINT (1122850.0000000005 1731150),산내면,38080340,밀양시
마마295235,0.000219451682938,128.92838466140276,35.49940237146161,POINT (1129550.000000001 1723550.0000000005),단장면,38080350,밀양시
마마260311,0.0001642122194586,128.89098711414513,35.56835928115255,POINT (1126049.9999999993 1731150),산내면,38080340,밀양시
마마255308,0.0002540380766658,128.8854244002627,35.56571862728293,POINT (1125550.0000000002 1730850.0000000005),산내면,38080340,밀양시
마마040177,0.0,128.64654212391733,35.45011675266961,POINT (1104050.0000000005 1717750.000000001),무안면,38080380,밀양시
마마118208,0.000365025673438,128.73290075740667,35.47721539483551,POINT (1111850.0000000026 1720850),부북면,38080310,밀양시
마마078193,0.0,128.68861913572533,35.46413555225355,POINT (1107850 1719349.9999999998),초동면,38080370,밀양시
마마208226,0.0007439247560138,128.83235074953487,35.492386959091554,POINT (1120850.0000000005 1722650.0000000007),단장면,38080350,밀양시
마마046290,0.0007625040914736,128.65460949935164,35.55192170184835,POINT (1104650 1729050.0000000005),청도면,38080390,밀양시
마마105215,0.0,128.71866927570787,35.48367119822693,POINT (1110550.0000000012 1721549.9999999993),부북면,38080310,밀양시
마마059200,0.0,128.6677743105504,35.47065033211364,POINT (1105950.0000000012 1720050.000000001),무안면,38080380,밀양시
마마215280,0.0003265464463513,128.84087559876556,35.54097816055078,POINT (1121550.0000000026 1728050),산외면,38080330,밀양시
마마326339,0.0002022641410266,128.9642581260984,35.59273516671163,POINT (1132650.0000000007 1733950.000000001),산내면,38080340,밀양시
라마988221,0.0008558081792005,128.58978716842824,35.49031376952529,POINT (1098850.0000000012 1722149.9999999993),무안면,38080380,밀양시
마마132113,0.0,128.7470081592266,35.39141760044457,POINT (1113250.000000001 1711350),하남읍,38080120,밀양시
마마133113,0.0,128.7481090371793,35.39140623052673,POINT (1113350.0000000002 1711350),하남읍,38080120,밀양시
마마256190,0.0001188353134836,128.88469974811457,35.45934036386256,POINT (1125649.999999999 1719050),단장면,38080350,밀양시
마마223225,0.0008936479533346,128.84886885792582,35.491301819851024,POINT (1122349.9999999993 1722550.0000000002),단장면,38080350,밀양시
마마040162,0.0,128.64635036028338,35.43659429818317,POINT (1104049.9999999993 1716249.9999999998),무안면,38080380,밀양시
