노선아이디,노선명,기점노드아이디,종점노드아이디,기점정류장,종점정류장,지자체코드,지자체명
267000001,1,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000023,10,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000030,100,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000024,11,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000027,12,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000002,2,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000003,21,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000004,22,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000005,3,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000007,31,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000037,32,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000031,322,252000915,252001040,향호리,향호리,267,양양군
267000034,322-1,252000979,252000407,주문진시외버스터미널,주문진시외버스터미널,267,양양군
267000032,325,252000915,252001040,향호리,향호리,267,양양군
267000035,325-1,252000979,252000407,주문진시외버스터미널,주문진시외버스터미널,267,양양군
267000033,326,252000915,252001040,향호리,향호리,267,양양군
267000036,326-1,252000979,252000407,주문진시외버스터미널,주문진시외버스터미널,267,양양군
267000008,33,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000009,5,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000010,51,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000012,6,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000013,7,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000028,7-1,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000014,77,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000015,8,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000016,81,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000029,88,267000224,267000401,양양종합여객터미널,양양종합여객터미널,267,양양군
267000017,9,267000015,267000014,임천리,임천리,267,양양군
267000020,93,255000084,267000014,강원여객속초영업소,임천리,267,양양군
267000021,94,267000021,255000083,양양군보건소,강원여객속초영업소,267,양양군
267000022,95,267000021,267000014,양양군보건소,임천리,267,양양군
254000003,1,254000307,254000306,태백터미널,태백터미널,254,태백시
254000004,1,254000307,254000306,태백터미널,태백터미널,254,태백시
254000009,1,254000306,254000360,태백터미널,황연동주민센터,254,태백시
254000025,1,254000307,254000306,태백터미널,태백터미널,254,태백시
254000001,10,254000307,254000306,태백터미널,태백터미널,254,태백시
254000002,10,254000307,254000306,태백터미널,태백터미널,254,태백시
254000005,11,254000307,254000306,태백터미널,태백터미널,254,태백시
254000006,11,254000307,254000306,태백터미널,태백터미널,254,태백시
254000007,11,254000307,254000306,태백터미널,태백터미널,254,태백시
254000008,11,254000307,254000306,태백터미널,태백터미널,254,태백시
254000010,12,254000307,254000306,태백터미널,태백터미널,254,태백시
254000011,12,254000307,254000306,태백터미널,태백터미널,254,태백시
254000012,12,254000307,254000306,태백터미널,태백터미널,254,태백시
254000013,12,254000307,254000306,태백터미널,태백터미널,254,태백시
254000014,12,254000307,254000306,태백터미널,태백터미널,254,태백시
254000015,13,254000307,254000306,태백터미널,태백터미널,254,태백시
254000016,13,254000307,254000306,태백터미널,태백터미널,254,태백시
254000017,13,254000307,254000306,태백터미널,태백터미널,254,태백시
254000018,13,254000307,254000306,태백터미널,태백터미널,254,태백시
254000019,13,254000307,254000306,태백터미널,태백터미널,254,태백시
254000020,13,254000307,256000030,태백터미널,판문,254,태백시
254000021,13,254000307,254000306,태백터미널,태백터미널,254,태백시
254000022,13,254000307,254000306,태백터미널,태백터미널,254,태백시
254000023,13,254000307,256000434,태백터미널,호산시외버스터미널,254,태백시
254000024,13,256000434,254000306,호산시외버스터미널,태백터미널,254,태백시
254000026,2,254000307,254000306,태백터미널,태백터미널,254,태백시
254000027,3,254000307,254000306,태백터미널,태백터미널,254,태백시
254000028,4,254000307,254000306,태백터미널,태백터미널,254,태백시
254000029,4,254000307,254000306,태백터미널,태백터미널,254,태백시
254000030,4,254000307,254000306,태백터미널,태백터미널,254,태백시
254000031,6,254000307,254000306,태백터미널,태백터미널,254,태백시
254000032,7,254000307,254000306,태백터미널,태백터미널,254,태백시
254000033,7,254000307,254000306,태백터미널,태백터미널,254,태백시
254000034,8,254000307,254000306,태백터미널,태백터미널,254,태백시
254000035,8,254000307,254000306,태백터미널,태백터미널,254,태백시
254000036,8,254000307,254000306,태백터미널,태백터미널,254,태백시
257000001,가리산,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000002,가리산,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000070,공주터-월운,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000071,공주터-월운,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000072,공주터-월운,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000008,괘석-원동,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000087,내면,257000203,257000203,서석터미널,서석터미널,257,홍천군
257000105,내면-방내-현리,257000316,265000056,내면시외버스터미널,현리시외버스터미널,257,홍천군
257000094,내면-서석,257000316,257000203,내면시외버스터미널,서석터미널,257,홍천군
257000095,내면-서석,257000316,257000203,내면시외버스터미널,서석터미널,257,홍천군
257000085,내촌-새말,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000057,내촌-서석,257000044,257000203,홍천 종합버스터미널,서석터미널,257,홍천군
257000059,내촌-서석,257000044,257000203,홍천 종합버스터미널,서석터미널,257,홍천군
257000058,내촌-서석,257000044,257000203,홍천 종합버스터미널,서석터미널,257,홍천군
257000077,노천,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000019,높은터,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000084,당무,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000042,대곡-스키장,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000026,덕밭재-풍천,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000050,도사곡-장항,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000039,동막,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000040,동막-스키장,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000083,동면-방량,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000068,동면-서석,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000069,동면-서석,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000016,동산,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000014,동산-본궁,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000100,목맥동,257000191,257000316,내면시외버스터미널,내면시외버스터미널,257,홍천군
257000046,반곡-스키장,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000091,방내,257000203,257000203,서석터미널,서석터미널,257,홍천군
257000098,방내,257000316,257000316,내면시외버스터미널,내면시외버스터미널,257,홍천군
257000099,방내,257000316,257000316,내면시외버스터미널,내면시외버스터미널,257,홍천군
257000082,방량-동면,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000015,본궁-동산,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000044,북방-반곡,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000043,북방-반곡-모곡,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000012,북방-사단,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000013,북방-사단,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000011,사단-북방,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000047,사랑말,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000048,사랑말-성골,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000022,삼마치,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000021,삼마치-원터,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000009,삼포-성산,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000051,삼호-여중-온천,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000102,상남-현리,257000044,265000056,홍천 종합버스터미널,현리시외버스터미널,257,홍천군
257000089,서봉사,257000203,257000203,서석터미널,서석터미널,257,홍천군
257000088,서봉사,257000203,257000203,서석터미널,서석터미널,257,홍천군
257000092,서석-내면,257000203,257000316,서석터미널,내면시외버스터미널,257,홍천군
257000093,서석-내면,257000203,257000316,서석터미널,내면시외버스터미널,257,홍천군
257000061,서석-내촌,257000203,257000204,서석터미널,홍천 종합버스터미널,257,홍천군
257000060,서석-내촌,257000203,257000204,서석터미널,홍천 종합버스터미널,257,홍천군
257000062,서석-내촌,257000203,257000204,서석터미널,홍천 종합버스터미널,257,홍천군
257000066,서석-성산,257000203,257000204,서석터미널,홍천 종합버스터미널,257,홍천군
257000065,서석-솔치,257000203,257000204,서석터미널,홍천 종합버스터미널,257,홍천군
257000067,서석-솔치,257000203,257000204,서석터미널,홍천 종합버스터미널,257,홍천군
257000049,성골,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000054,성골-온천,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000010,성산-삼포,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000064,성산-서석,257000044,257000203,홍천 종합버스터미널,서석터미널,257,홍천군
257000055,소매,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000052,소매-온천,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000097,소한동,257000191,257000316,내면시외버스터미널,내면시외버스터미널,257,홍천군
257000063,솔치-서석,257000044,257000203,홍천 종합버스터미널,서석터미널,257,홍천군
257000024,송정-와동,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000081,수타사,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000038,스키장,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000041,스키장-동막,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000045,스키장-반곡,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000029,시동,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000030,시동,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000033,시동-신대리,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000032,시동-유치,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000101,신남,257000044,265000218,홍천 종합버스터미널,리빙스턴교,257,홍천군
257000034,신대리-시동,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000073,신봉,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000074,신봉-수타사,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000003,야시대,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000005,야시대,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000004,야시대,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000006,야시대,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000031,양덕원,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000018,양덕원,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000075,예의촌,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000025,와동-송정,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000028,용문,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000035,용수-북노일,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000096,운두,257000316,257000191,내면시외버스터미널,내면시외버스터미널,257,홍천군
257000007,원동-괘석,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000053,장항-온천,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000078,좌운,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000076,좌운-몰골가든,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000080,주음치,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000079,주음치,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000023,철정2리,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000086,청량리,257000203,257000203,서석터미널,서석터미널,257,홍천군
257000036,팔봉-북노일,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000037,팔봉-북노일,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000027,풍천,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000090,피리골,257000203,257000203,서석터미널,서석터미널,257,홍천군
257000020,하화-북방-중화,257000044,257000204,홍천 종합버스터미널,홍천 종합버스터미널,257,홍천군
257000103,현리-상남,265000056,257000204,현리시외버스터미널,홍천 종합버스터미널,257,홍천군
257000104,현리-상남,265000056,257000204,현리시외버스터미널,홍천 종합버스터미널,257,홍천군
397000096,1,397000787,397000669,서경병원,코아루아파트,397,거창군
397000097,1,397000787,397000787,서경병원,서경병원,397,거창군
397000100,1-1,397000740,397000787,코아루아파트,서경병원,397,거창군
397000126,1-2,397000787,397000787,서경병원,서경병원,397,거창군
397000127,1-3,397000740,397000787,코아루아파트,서경병원,397,거창군
397000128,1-4,397000042,397000669,서흥여객버스터미널,코아루아파트,397,거창군
397000129,1-5,397000740,397000669,코아루아파트,코아루아파트,397,거창군
397000001,10,397000039,397000042,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000115,10-1,397000039,397000020,서흥여객버스터미널,대동,397,거창군
397000116,10-2,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000117,10-3,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000118,10-4,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000033,11,397000762,397000763,북상초,북상초,397,거창군
397000034,11-1,397000762,397000763,북상초,북상초,397,거창군
397000119,11-2,397000762,397000763,북상초,북상초,397,거창군
397000120,11-3,397000762,397000763,북상초,북상초,397,거창군
397000121,11-4,397000762,397000763,북상초,북상초,397,거창군
397000122,11-5,397000762,397000763,북상초,북상초,397,거창군
397000035,12,397000762,397000763,북상초,북상초,397,거창군
397000123,12-1,397000762,397000763,북상초,북상초,397,거창군
397000124,12-2,397000762,397000763,북상초,북상초,397,거창군
397000125,12-3,397000762,397000763,북상초,북상초,397,거창군
397000169,13,397000762,397000763,북상초,북상초,397,거창군
397000036,13-1,397000762,397000763,북상초,북상초,397,거창군
397000047,15,397000517,397000516,위천정류소,위천정류소,397,거창군
397000052,16,397000516,397000517,위천정류소,위천정류소,397,거창군
397000048,17,397000517,397000516,위천정류소,위천정류소,397,거창군
397000046,17-1,397000689,397000516,넘터,위천정류소,397,거창군
397000049,17-2,397000517,397000250,위천정류소,넘터,397,거창군
397000051,17-3,397000689,397000517,넘터,위천정류소,397,거창군
397000050,17-4,397000517,397000250,위천정류소,넘터,397,거창군
397000074,20,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000087,20-1,397000062,397000039,가조,서흥여객버스터미널,397,거창군
397000082,20-2,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000075,23,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000064,24,397000039,397000042,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000132,24-1,397000341,397000039,심방,서흥여객버스터미널,397,거창군
397000065,24-2,397000039,397000697,서흥여객버스터미널,심방,397,거창군
397000068,25,397000039,397000042,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000071,25-1,397000039,397000042,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000133,25-2,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000069,25-3,397000062,397000698,가조,개금,397,거창군
397000134,25-4,397000368,397000039,개금,서흥여객버스터미널,397,거창군
397000072,26,397000039,397000042,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000073,27,397000039,398000728,서흥여객버스터미널,황산,397,거창군
397000139,27-1,397000039,398000728,서흥여객버스터미널,황산,397,거창군
397000140,27-2,397000039,398000728,서흥여객버스터미널,황산,397,거창군
397000141,27-3,397000039,398000728,서흥여객버스터미널,황산,397,거창군
397000135,270,398000727,397000039,황산,서흥여객버스터미널,397,거창군
397000136,270-1,398000727,397000039,황산,서흥여객버스터미널,397,거창군
397000137,270-2,398000727,397000039,황산,서흥여객버스터미널,397,거창군
397000138,270-3,398000727,397000039,황산,서흥여객버스터미널,397,거창군
397000076,28,397000039,397000062,서흥여객버스터미널,가조,397,거창군
397000080,28-1,397000703,397000061,어인마을,가조,397,거창군
397000142,28-2,397000062,397000372,가조,어인마을,397,거창군
397000078,28-3,397000703,397000039,어인마을,서흥여객버스터미널,397,거창군
397000143,28-4,397000039,397000372,서흥여객버스터미널,어인마을,397,거창군
397000144,28-5,397000039,397000372,서흥여객버스터미널,어인마을,397,거창군
397000102,3,397000787,397000787,서경병원,서경병원,397,거창군
397000145,3,397000787,397000432,서경병원,거창종합운동장,397,거창군
397000146,3-2,397000787,397000787,서경병원,서경병원,397,거창군
397000109,3-3,397000787,397000432,서경병원,거창종합운동장,397,거창군
397000106,3-4,397000432,397000787,거창종합운동장,서경병원,397,거창군
397000147,3-5,397000432,397000787,거창종합운동장,서경병원,397,거창군
397000148,3-6,397000787,397000787,서경병원,서경병원,397,거창군
397000130,3-7,397000128,397000039,외춘-춘전,서흥여객버스터미널,397,거창군
397000131,3-8,397000042,397000787,서흥여객버스터미널,서경병원,397,거창군
397000170,3-9,397000042,397000417,서흥여객버스터미널,서경병원,397,거창군
397000005,30,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000008,30-1,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000007,30-2,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000006,30-3,397000039,397000042,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000030,33,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000031,33-1,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000149,33-2,397000039,397000042,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000150,34,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000032,34-1,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000040,40-1,397000042,398000661,서흥여객버스터미널,합천터미널,397,거창군
397000038,40-2,397000042,398000661,서흥여객버스터미널,합천터미널,397,거창군
397000039,40-3,397000042,398000661,서흥여객버스터미널,합천터미널,397,거창군
397000017,45,397000006,397000021,신원-합천-춘전방면-박약국앞,마리-위천-북상-가북-안의-가야방면,397,거창군
397000018,45-1,397000006,397000021,신원-합천-춘전방면-박약국앞,마리-위천-북상-가북-안의-가야방면,397,거창군
397000057,46,397000039,397000042,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000058,46-1,397000039,397000042,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000151,5,397000669,397000548,코아루아파트,거창문화센터,397,거창군
397000152,5-1,397000549,397000548,거창문화센터,거창문화센터,397,거창군
397000091,5-1,397000549,397000548,거창문화센터,거창문화센터,397,거창군
397000153,5-2,397000549,397000548,거창문화센터,거창문화센터,397,거창군
397000154,5-3,397000549,397000548,거창문화센터,거창문화센터,397,거창군
397000155,5-4,397000549,397000548,거창문화센터,거창문화센터,397,거창군
397000156,5-5,397000549,397000746,거창문화센터,정장리,397,거창군
397000004,50,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000157,50-1,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000158,50-2,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000023,51,397000039,397000757,서흥여객버스터미널,빼재,397,거창군
397000024,51-1,397000758,397000042,빼재,서흥여객버스터미널,397,거창군
397000028,51-2,397000039,397000266,서흥여객버스터미널,상수내,397,거창군
397000029,51-3,397000267,397000039,상수내,서흥여객버스터미널,397,거창군
397000025,51-4,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000026,6,397000039,397000042,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000010,60,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000009,60-1,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000083,60-2,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000021,70,397000042,397000755,서흥여객버스터미널,과정,397,거창군
397000159,70-1,397000042,397000755,서흥여객버스터미널,과정,397,거창군
397000016,70-2,397000754,397000039,과정,서흥여객버스터미널,397,거창군
397000160,70-3,397000754,397000039,과정,서흥여객버스터미널,397,거창군
397000161,70-4,397000042,397000755,서흥여객버스터미널,과정,397,거창군
397000015,70-5,397000754,397000039,과정,서흥여객버스터미널,397,거창군
397000011,71,397000039,397000755,서흥여객버스터미널,과정,397,거창군
397000084,71-1,397000039,397000755,서흥여객버스터미널,과정,397,거창군
397000162,71-2,397000039,397000755,서흥여객버스터미널,과정,397,거창군
397000013,71-3,397000754,397000042,과정,서흥여객버스터미널,397,거창군
397000014,71-4,397000754,397000042,과정,서흥여객버스터미널,397,거창군
397000114,71-5,397000754,397000042,과정,서흥여객버스터미널,397,거창군
397000089,73,397000755,397000754,과정,과정,397,거창군
397000088,74,397000754,397000754,과정,과정,397,거창군
397000163,74-1,397000755,397000755,과정,과정,397,거창군
397000027,75,397000039,397000042,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000041,75-1,397000039,397000042,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000042,75-2,397000039,397000042,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000044,75-3,397000128,397000042,외춘-춘전,서흥여객버스터미널,397,거창군
397000043,75-4,397000039,397000724,서흥여객버스터미널,외춘-춘전,397,거창군
397000019,76,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000020,76-1,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000085,77,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000086,77-1,397000039,397000039,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000045,79,397000039,397000042,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000164,79-1,397000039,397000042,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000059,8,397000039,397000042,서흥여객버스터미널,서흥여객버스터미널,397,거창군
397000053,90,397000039,397000333,서흥여객버스터미널,보광,397,거창군
397000113,90-1,397000039,397000333,서흥여객버스터미널,보광,397,거창군
397000061,90-2,397000334,397000042,보광,서흥여객버스터미널,397,거창군
397000165,90-3,397000334,397000042,보광,서흥여객버스터미널,397,거창군
397000166,90-4,397000039,397000697,서흥여객버스터미널,심방,397,거창군
397000066,90-5,397000039,397000697,서흥여객버스터미널,심방,397,거창군
397000056,90-6,397000341,397000042,심방,서흥여객버스터미널,397,거창군
397000060,91,397000039,397000333,서흥여객버스터미널,보광,397,거창군
397000062,91-1,397000334,397000042,보광,서흥여객버스터미널,397,거창군
397000167,91-2,397000039,397000697,서흥여객버스터미널,심방,397,거창군
397000168,91-3,397000341,397000039,심방,서흥여객버스터미널,397,거창군
392000001,000,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000034,000,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000043,000,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000054,000,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000057,000,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000079,000,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000008,000-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000104,000-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000002,111,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000016,111,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000067,111,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000011,111-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000014,111-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000024,111-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000036,111-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000072,111-1,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000025,111-2,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000049,111-2,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000111,111-2,392000158,392000828,고성여객자동차터미널,하이,392,경남 고성군
392000021,212,392000827,392000158,하이,고성여객자동차터미널,392,경남 고성군
392000050,212,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000060,212,392000158,392000827,고성여객자동차터미널,하이,392,경남 고성군
392000119,212,392000828,392000158,하이,고성여객자동차터미널,392,경남 고성군
392000003,222,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000013,222,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000028,222,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000062,222,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000035,225,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000076,225,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000082,225,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000090,225,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000059,233,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000009,333,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
392000027,333,392000158,392000158,고성여객자동차터미널,고성여객자동차터미널,392,경남 고성군
