노선아이디,노선명,기점노드아이디,종점노드아이디,기점정류장,종점정류장,지자체코드,지자체명
343000092,313,343000468,343000468,도청리,도청리,343,완도군
343000082,4,343000013,343000518,완도군청,당목선착장,343,완도군
343000053,401,343000352,343000458,이목항,이목항,343,완도군
343000054,402,343000352,343000458,이목항,이목항,343,완도군
343000055,403,343000458,343000352,이목항,이목항,343,완도군
343000056,404,343000352,343000458,이목항,이목항,343,완도군
343000057,405,343000458,343000352,이목항,이목항,343,완도군
343000058,406,343000458,343000352,이목항,이목항,343,완도군
343000059,407,343000352,343000458,이목항,이목항,343,완도군
343000061,409,343000352,343000458,이목항,이목항,343,완도군
343000062,410,343000352,343000458,이목항,이목항,343,완도군
343000063,411,343000352,343000458,이목항,이목항,343,완도군
343000084,5,343000013,343000429,완도군청,소랑리,343,완도군
343000085,5-1,343000429,343000014,소랑리,완도군청,343,완도군
343000064,501,343000340,343000339,청별리,청별리,343,완도군
343000065,502,343000340,343000339,청별리,청별리,343,완도군
343000066,503,343000340,343000339,청별리,청별리,343,완도군
343000067,504,343000340,343000339,청별리,청별리,343,완도군
343000089,505,343000340,343000339,청별리,청별리,343,완도군
343000072,511,343000340,343000339,청별리,청별리,343,완도군
343000073,512,343000470,343000455,동천항,구도,343,완도군
343000074,521,343000463,343000463,화흥포항,화흥포항,343,완도군
343000075,531,343000473,343000493,울포항,가학항,343,완도군
343000076,541,343000494,343000501,금곡,서성항,343,완도군
343000077,542,343000501,343000501,서성항,서성항,343,완도군
343000093,543,343000472,343000472,서성항,서성항,343,완도군
342000001,01,342000757,342000757,장성터미널,장성터미널,342,장성군
342000002,02,342000757,342000757,장성터미널,장성터미널,342,장성군
342000003,02,342000757,342000757,장성터미널,장성터미널,342,장성군
342000004,03,342000757,342000757,장성터미널,장성터미널,342,장성군
342000005,04,342000757,342000757,장성터미널,장성터미널,342,장성군
342000006,04,342000757,342000757,장성터미널,장성터미널,342,장성군
342000007,05,342000757,342000757,장성터미널,장성터미널,342,장성군
342000008,06,342000757,342000757,장성터미널,장성터미널,342,장성군
342000120,10,342000757,342000757,장성터미널,장성터미널,342,장성군
342000121,10,342000757,342000757,장성터미널,장성터미널,342,장성군
342000122,10,342000757,342000757,장성터미널,장성터미널,342,장성군
342000123,10,342000757,342000757,장성터미널,장성터미널,342,장성군
342000124,10,342000757,342000757,장성터미널,장성터미널,342,장성군
342000125,10,342000757,342000757,장성터미널,장성터미널,342,장성군
342000126,10,342000757,342000757,장성터미널,장성터미널,342,장성군
342000102,100,342000757,175000011,장성터미널,롯데백화점,342,장성군
342000103,100,175000010,342000757,롯데백화점,장성터미널,342,장성군
342000155,100,175000010,342000757,롯데백화점,장성터미널,342,장성군
342000127,11,342000757,342000757,장성터미널,장성터미널,342,장성군
342000128,11,342000757,342000757,장성터미널,장성터미널,342,장성군
342000129,11,342000757,342000757,장성터미널,장성터미널,342,장성군
342000023,12,342000757,342000757,장성터미널,장성터미널,342,장성군
342000024,13,342000757,342000757,장성터미널,장성터미널,342,장성군
342000026,13,342000757,342000757,장성터미널,장성터미널,342,장성군
342000025,13,342000757,342000757,장성터미널,장성터미널,342,장성군
342000027,13,342000757,342000757,장성터미널,장성터미널,342,장성군
342000028,14,342000757,342000757,장성터미널,장성터미널,342,장성군
342000029,20,342000757,342000660,장성터미널,사거리버스터미널,342,장성군
342000030,20,342000660,342000757,사거리버스터미널,장성터미널,342,장성군
342000031,20,342000757,342000660,장성터미널,사거리버스터미널,342,장성군
342000032,20,342000660,342000757,사거리버스터미널,장성터미널,342,장성군
342000104,200,342000757,175000011,장성터미널,롯데백화점,342,장성군
342000106,200,175000010,342000757,롯데백화점,장성터미널,342,장성군
342000105,200,342000757,175000011,장성터미널,롯데백화점,342,장성군
342000033,21,342000757,342000660,장성터미널,사거리버스터미널,342,장성군
342000034,21,342000757,342000660,장성터미널,사거리버스터미널,342,장성군
342000035,21,342000660,342000757,사거리버스터미널,장성터미널,342,장성군
342000036,21,342000660,342000757,사거리버스터미널,장성터미널,342,장성군
342000037,21,342000757,342000660,장성터미널,사거리버스터미널,342,장성군
342000038,21,342000660,342000757,사거리버스터미널,장성터미널,342,장성군
342000039,23,342000660,342000681,사거리버스터미널,백양사,342,장성군
342000040,23,342000681,342000660,백양사,사거리버스터미널,342,장성군
342000041,23,342000660,342000681,사거리버스터미널,백양사,342,장성군
342000042,24,342000660,342000660,사거리버스터미널,사거리버스터미널,342,장성군
342000043,25,342000660,342000660,사거리버스터미널,사거리버스터미널,342,장성군
342000044,26,342000660,342000660,사거리버스터미널,사거리버스터미널,342,장성군
342000045,27,342000660,342000660,사거리버스터미널,사거리버스터미널,342,장성군
342000046,30,342000757,342000681,장성터미널,백양사,342,장성군
342000047,30,342000681,342000757,백양사,장성터미널,342,장성군
342000107,300,342000757,175000011,장성터미널,롯데백화점,342,장성군
342000109,300,175000010,342000757,롯데백화점,장성터미널,342,장성군
342000108,300,342000757,175000011,장성터미널,롯데백화점,342,장성군
342000048,31,342000757,342000681,장성터미널,백양사,342,장성군
342000049,31,342000681,342000757,백양사,장성터미널,342,장성군
342000130,32,342000757,342000757,장성터미널,장성터미널,342,장성군
342000131,32,342000757,342000757,장성터미널,장성터미널,342,장성군
342000053,33,342000757,342000757,장성터미널,장성터미널,342,장성군
342000054,34,342000757,342000757,장성터미널,장성터미널,342,장성군
342000132,40,342000757,342000757,장성터미널,장성터미널,342,장성군
342000110,400,342000001,175000011,초동,롯데백화점,342,장성군
342000111,400,175000010,342000002,롯데백화점,초동,342,장성군
342000112,400,175000010,342000757,롯데백화점,장성터미널,342,장성군
342000133,41,342000757,342000757,장성터미널,장성터미널,342,장성군
342000134,41,342000757,342000757,장성터미널,장성터미널,342,장성군
342000135,42,342000757,342000757,장성터미널,장성터미널,342,장성군
342000136,43,342000757,342000757,장성터미널,장성터미널,342,장성군
342000061,50,342000757,342000757,장성터미널,장성터미널,342,장성군
342000153,500,175000010,342000757,롯데백화점,장성터미널,342,장성군
342000154,500,175000010,342000757,롯데백화점,장성터미널,342,장성군
342000062,60,342000757,342000757,장성터미널,장성터미널,342,장성군
342000117,600,342000757,342000757,장성터미널,장성터미널,342,장성군
342000063,61,342000757,342000757,장성터미널,장성터미널,342,장성군
342000064,61,342000757,342000757,장성터미널,장성터미널,342,장성군
342000065,62,342000757,342000757,장성터미널,장성터미널,342,장성군
342000066,63,342000757,342000757,장성터미널,장성터미널,342,장성군
342000067,63,342000757,342000757,장성터미널,장성터미널,342,장성군
342000068,64,342000757,342000757,장성터미널,장성터미널,342,장성군
342000069,70,342000757,342000757,장성터미널,장성터미널,342,장성군
342000070,70,342000757,342000757,장성터미널,장성터미널,342,장성군
342000071,70,342000757,342000757,장성터미널,장성터미널,342,장성군
342000118,700,342000757,342000757,장성터미널,장성터미널,342,장성군
342000072,71,342000757,342000757,장성터미널,장성터미널,342,장성군
342000073,71,342000757,342000757,장성터미널,장성터미널,342,장성군
342000074,71,342000757,342000757,장성터미널,장성터미널,342,장성군
342000137,80,342000757,342000757,장성터미널,장성터미널,342,장성군
342000119,800,342000757,342000757,장성터미널,장성터미널,342,장성군
342000138,81,342000757,342000757,장성터미널,장성터미널,342,장성군
342000139,81,342000757,342000757,장성터미널,장성터미널,342,장성군
342000140,82,342000757,342000757,장성터미널,장성터미널,342,장성군
342000141,82,342000757,342000757,장성터미널,장성터미널,342,장성군
342000142,83,342000757,342000757,장성터미널,장성터미널,342,장성군
342000143,84,342000757,342000757,장성터미널,장성터미널,342,장성군
342000086,85,342000757,342000757,장성터미널,장성터미널,342,장성군
342000087,85,342000263,342000757,사창우성슈퍼,장성터미널,342,장성군
342000088,86,342000757,342000757,장성터미널,장성터미널,342,장성군
342000144,90,342000757,342000757,장성터미널,장성터미널,342,장성군
342000145,90,342000757,342000757,장성터미널,장성터미널,342,장성군
342000146,90,342000757,342000757,장성터미널,장성터미널,342,장성군
342000147,90,342000757,342000757,장성터미널,장성터미널,342,장성군
342000148,91,342000757,342000757,장성터미널,장성터미널,342,장성군
342000149,91,342000757,342000757,장성터미널,장성터미널,342,장성군
342000150,92,342000757,342000757,장성터미널,장성터미널,342,장성군
342000151,93,342000757,342000757,장성터미널,장성터미널,342,장성군
342000100,94,342000757,342000757,장성터미널,장성터미널,342,장성군
342000152,95,342000292,342000757,홍정,장성터미널,342,장성군
335000044,1-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000045,1-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000046,1-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000047,1-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000048,1-5,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000049,1-6,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000065,10-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000066,10-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000067,10-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000068,10-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000069,10-5,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000070,10-6,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000071,10-7,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000072,11-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000073,11-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000074,11-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000075,11-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000076,11-5,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000077,11-6,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000078,11-7,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000079,11-8,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000080,13-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000081,13-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000082,13-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000083,13-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000084,13-5,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000085,13-6,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000086,14-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000087,14-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000088,14-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000089,14-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000090,14-5,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000091,14-6,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000092,14-7,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000093,15-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000094,15-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000095,15-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000096,15-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000097,16-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000098,16-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000099,16-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000100,16-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000101,16-5,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000102,16-6,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000103,16-7,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000104,16-8,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000105,17-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000106,17-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000107,17-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000108,17-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000109,17-5,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000110,17-6,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000111,17-7,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000112,19-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000113,19-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000114,19-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000115,19-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000116,19-5,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000117,19-6,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000118,19-7,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000119,19-8,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000120,19-9,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000006,2-1,335000451,336000269,대덕공용버스터미널,장흥시외버스터미널,335,장흥군
335000007,2-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000008,2-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000009,2-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000010,2-5,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000011,2-6,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000012,2-7,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000013,2-8,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000121,20-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000122,20-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000123,20-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000124,21-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000125,21-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000126,21-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000127,21-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000128,21-5,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000129,21-6,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000130,21-7,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000131,21-8,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000132,22-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000133,22-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000134,22-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000135,22-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000014,3-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000015,3-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000016,3-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000017,3-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000018,3-5,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000019,3-6,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000020,3-7,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000021,4-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000022,4-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000023,4-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000024,4-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000025,4-5,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000026,4-6,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000027,4-7,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000028,4-8,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000029,5-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000030,5-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000031,5-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000032,5-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000033,5-5,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000034,5-6,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000035,5-7,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000036,5-8,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000037,6-1,335000013,335000513,옹암,관산버스터미널,335,장흥군
335000038,6-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000039,6-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000040,6-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000041,6-5,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000042,6-6,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000043,6-7,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000001,7-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000002,7-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000003,7-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000004,7-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000005,7-5,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000050,8-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000051,8-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000052,8-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000053,8-4,336000269,335000513,장흥시외버스터미널,관산버스터미널,335,장흥군
335000054,8-5,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000055,8-6,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000056,9-1,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000057,9-2,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000058,9-3,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000059,9-4,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000060,9-5,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000061,9-6,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000062,9-7,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000063,9-8,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
335000064,9-9,336000269,336000269,장흥시외버스터미널,장흥시외버스터미널,335,장흥군
344000008,10-1,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000031,10-2,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000050,10-3,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000078,10-4,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000003,100-1,344000107,344000444,세방,진도공용터미널,344,진도군
344000023,100-2,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000036,100-3,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000071,100-4,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000051,100-5,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000005,101-1,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000041,101-2,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000010,102-1,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000024,102-2,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000035,102-3,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000043,102-4,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000055,102-5,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000073,102-6,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000089,102-7,344000196,344000196,진도공용터미널,진도공용터미널,344,진도군
344000038,103-1,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000006,104,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000011,105-2,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000021,105-3,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000034,105-4,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000054,105-6,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000079,105-7,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000009,106-1,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000046,106-2,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000059,107-1,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000001,108-1,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000014,108-2,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000015,109-1,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000039,109-2,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000002,20-1,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000018,20-2,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000030,20-3,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000047,20-4,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000069,20-5,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000080,20-6,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000013,30-1,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000060,30-3,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000004,40-1,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000032,40-2,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000063,40-3,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000016,50-1,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000058,50-2,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000007,60-1,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000033,60-2,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000061,60-3,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000012,70-1,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000026,70-2,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000072,70-3,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000017,80-1,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
344000020,90-1,344000196,344000444,진도공용터미널,진도공용터미널,344,진도군
337000069,100,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000307,100,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000039,100-2,337000262,337000147,해남종합버스터미널,백포,337,해남군
337000128,103,337000955,337000864,영전,해남종합버스터미널,337,해남군
337000070,105,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000308,105,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000083,105-2,337000262,337000876,해남종합버스터미널,사구미,337,해남군
337000047,106,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000285,106,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000049,107,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000287,107,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000042,109,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000043,109,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000280,109,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000281,109,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000134,110,337001285,337000864,징의리,해남종합버스터미널,337,해남군
337000149,115,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000387,115,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000048,118,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000286,118,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000052,119,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000290,119,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000103,120,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000341,120,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000148,125,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000386,125,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000147,126,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000150,126,337000160,337000864,당두,해남종합버스터미널,337,해남군
337000385,126,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000388,126,337000160,337000864,당두,해남종합버스터미널,337,해남군
337000151,128,337000160,337000864,당두,해남종합버스터미널,337,해남군
337000036,129,337000384,337000864,잠두,해남종합버스터미널,337,해남군
337000075,130,337000262,324000009,해남종합버스터미널,,337,해남군
337000313,130,337000262,324000009,해남종합버스터미널,,337,해남군
337000076,131,337000262,324000009,해남종합버스터미널,,337,해남군
337000314,131,337000262,324000009,해남종합버스터미널,,337,해남군
337000079,132,324000002,337000864,목포버스터미널,해남종합버스터미널,337,해남군
337000317,132,324000002,337000864,목포버스터미널,해남종합버스터미널,337,해남군
337000080,133,324000002,337000864,목포버스터미널,해남종합버스터미널,337,해남군
337000318,133,324000002,337000864,목포버스터미널,해남종합버스터미널,337,해남군
337000059,133,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000061,135,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000030,136,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000268,136,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
337000032,137,337000262,337000864,해남종합버스터미널,해남종합버스터미널,337,해남군
